,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,Fighter.1,KD.1,Sig. str. %.1,Td %.1,Sub. att.1,Pass.1,Rev..1,Sig. str. Hits.1,Sig. str. Attempts.1,Total str. Hits.1,Total str. Attempts.1,Td Hits.1,Td Attempts.1,Head Hits.1,Head Attempts.1,Body Hits.1,Body Attempts.1,Leg Hits.1,Leg Attempts.1,Distance Hits.1,Distance Attempts.1,Clinch Hits.1,Clinch Attempts.1,Ground Hits.1,Ground Attempts.1,rounds,time,format,referee,url
3276,Sara McMann,0,88%,100%,0,1,0,8,9,72,73,2,2,7,8,1,1,0,0,1,2,0,0,7,7,Sheila Gaff,0,58%,0%,0,0,0,7,12,15,20,0,0,1,4,6,8,0,0,1,4,6,8,0,0,1,00:04:06,3 Rnd (5-5-5),Gasper Oliver,http://ufcstats.com/fight-details/fb30b2752d3dc1eb
3277,Bryan Caraway,0,39%,42%,1,6,0,43,108,125,202,3,7,38,99,5,8,0,1,41,106,1,1,1,1,Johnny Bedford,0,38%,0%,0,0,1,50,131,59,140,0,1,30,108,16,19,4,4,45,126,5,5,0,0,3,00:04:44,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/372a0456aa4ff6cf
3278,Leonard Garcia,0,19%,0%,0,0,0,15,77,30,92,0,0,10,70,4,4,1,3,11,73,2,2,2,2,Cody McKenzie,0,55%,38%,4,5,0,30,54,84,111,5,13,27,48,2,5,1,1,16,38,4,6,10,10,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/44ad16cd4e6c93d7
3279,Steven Siler,0,45%,25%,2,3,0,50,109,128,201,1,4,36,92,13,16,1,1,22,52,15,32,13,25,Kurt Holobaugh,0,44%,50%,2,0,0,41,92,133,196,1,2,13,58,18,20,10,14,15,60,16,19,10,13,3,00:05:00,3 Rnd (5-5-5),Gasper Oliver,http://ufcstats.com/fight-details/6d6a1834e0d18f0c
3280,Benson Henderson,0,40%,0%,0,1,0,68,166,92,191,0,4,20,110,20,22,28,34,58,150,8,13,2,3,Gilbert Melendez,0,22%,100%,0,0,0,43,191,56,204,1,1,16,155,16,20,11,16,34,174,8,14,1,3,5,00:05:00,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/6599a94704d56719
3281,Frank Mir,0,40%,0%,0,0,0,24,60,53,89,0,0,5,38,14,17,5,5,13,44,10,15,1,1,Daniel Cormier,0,61%,0%,0,0,0,59,96,102,139,0,1,27,57,23,30,9,9,10,32,49,64,0,0,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/4dd561df1ca58ab8
3282,Nate Diaz,0,28%,100%,1,0,0,21,74,40,94,1,1,17,65,2,7,2,2,15,64,4,7,2,3,Josh Thomson,1,50%,100%,0,0,0,36,71,44,79,1,1,23,50,7,9,6,12,13,34,13,17,10,20,2,00:03:44,3 Rnd (5-5-5),Mike Beltran,http://ufcstats.com/fight-details/56ce29bdb1fe9abf
3283,Matt Brown,0,47%,0%,1,1,0,40,84,41,85,0,1,27,67,13,16,0,1,17,54,12,17,11,13,Jordan Mein,1,41%,0%,0,1,0,24,58,25,59,0,0,18,49,5,8,1,1,17,42,1,4,6,12,2,00:01:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/004885f7983f4658
3284,Chad Mendes,1,50%,0%,0,0,0,7,14,7,14,0,0,5,12,0,0,2,2,5,11,0,0,2,3,Darren Elkins,0,6%,0%,0,0,0,2,29,2,29,0,0,1,28,1,1,0,0,2,29,0,0,0,0,1,00:01:08,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/d13ea6559225991f
3285,Francis Carmont,0,16%,18%,0,2,0,12,75,13,78,2,11,8,58,1,12,3,5,11,72,1,3,0,0,Lorenz Larkin,0,39%,0%,0,1,1,32,82,36,88,0,0,11,46,1,8,20,28,22,65,9,16,1,1,3,00:05:00,3 Rnd (5-5-5),Mike Beltran,http://ufcstats.com/fight-details/3566c8e9d3a9caa8
3286,Ramsey Nijem,0,21%,100%,0,2,1,6,28,10,32,1,1,3,22,2,5,1,1,5,26,0,0,1,2,Myles Jury,1,20%,100%,0,1,1,5,24,14,37,2,2,3,17,1,3,1,4,3,21,0,0,2,3,2,00:01:02,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/704adfae22d0dfb8
3287,Joseph Benavidez,2,37%,100%,0,0,0,57,153,63,162,2,2,35,126,8,10,14,17,49,130,2,3,6,20,Darren Uyenoyama,0,33%,0%,0,0,0,11,33,11,33,0,2,6,24,3,7,2,2,8,29,2,2,1,2,2,00:04:50,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/a6797238f9f98644
3288,Tim Means,0,32%,0%,0,1,1,43,133,68,161,0,1,33,114,7,15,3,4,24,85,2,5,17,43,Jorge Masvidal,0,37%,75%,0,2,0,50,132,71,157,6,8,38,116,10,14,2,2,21,63,2,5,27,64,3,00:05:00,3 Rnd (5-5-5),Mike Beltran,http://ufcstats.com/fight-details/786033c27fdaa020
3289,TJ Dillashaw,1,47%,33%,0,1,0,21,44,22,45,1,3,16,39,3,3,2,2,17,39,1,2,3,3,Hugo Viana,0,32%,0%,0,0,0,11,34,13,36,0,0,8,30,1,2,2,2,8,28,3,6,0,0,1,00:04:22,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/b229ee2997b70d16
3290,Anthony Njokuani,1,56%,0%,0,0,0,26,46,28,48,0,1,15,33,7,9,4,4,22,41,4,4,0,1,Roger Bowling,0,35%,100%,0,0,0,27,76,32,82,1,1,15,55,6,11,6,10,22,69,2,4,3,3,2,00:02:52,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/56ad1de1924984ad
3291,Clifford Starks,0,16%,0%,0,0,0,3,18,3,18,0,0,1,14,1,3,1,1,3,18,0,0,0,0,Yoel Romero,1,100%,0%,0,0,0,12,12,12,12,0,1,6,6,1,1,5,5,8,8,0,0,4,4,1,00:01:32,3 Rnd (5-5-5),Mike Beltran,http://ufcstats.com/fight-details/c8a48abe3263f796
3292,Urijah Faber,0,57%,66%,3,4,0,93,163,119,200,4,6,57,123,32,36,4,4,87,155,5,6,1,2,Scott Jorgensen,0,43%,16%,0,0,0,73,168,76,173,1,6,45,136,8,12,20,20,65,158,8,10,0,0,4,00:03:16,5 Rnd (5-5-5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/b4d0659f60c8aa7c
3293,Uriah Hall,0,57%,66%,0,1,3,44,77,81,121,2,3,23,51,13,18,8,8,28,60,8,8,8,9,Kelvin Gastelum,0,41%,50%,0,5,0,31,74,81,141,3,6,7,49,14,14,10,11,18,51,10,13,3,10,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/f286aad7b3558b21
3294,Miesha Tate,0,54%,42%,3,5,0,23,42,54,80,3,7,21,40,2,2,0,0,16,30,2,4,5,8,Cat Zingano,0,83%,100%,1,4,2,35,42,107,120,1,1,23,30,8,8,4,4,16,22,8,9,11,11,3,00:02:55,3 Rnd (5-5-5),Kim Winslow,http://ufcstats.com/fight-details/2594287e8fa31404
3295,Travis Browne,1,90%,0%,0,0,0,9,10,11,12,0,0,7,8,1,1,1,1,0,1,9,9,0,0,Gabriel Gonzaga,0,100%,0%,0,0,0,1,1,3,3,0,2,0,0,1,1,0,0,0,0,1,1,0,0,1,00:01:11,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/5ba1e6f5519074c9
3296,Bubba McDaniel,0,64%,0%,3,8,2,35,54,97,117,0,0,26,43,5,7,4,4,18,34,6,8,11,12,Gilbert Smith,0,41%,60%,1,0,1,14,34,24,45,3,5,6,24,6,8,2,2,12,29,2,5,0,0,3,00:02:49,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/dc85144d1d945076
3297,Josh Samman,1,58%,0%,0,0,0,36,62,55,83,0,0,13,33,21,27,2,2,1,3,30,47,5,12,Kevin Casey,0,63%,0%,2,0,0,14,22,64,76,0,1,9,15,5,7,0,0,0,3,3,3,11,16,2,00:02:17,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/5067fe22dbc4baff
3298,Luke Barnatt,0,48%,50%,1,0,0,113,232,119,238,1,2,93,203,13,19,7,10,94,206,17,23,2,3,Collin Hart,0,44%,16%,0,1,0,95,212,104,223,2,12,67,163,11,18,17,31,75,177,20,35,0,0,3,00:05:00,3 Rnd (5-5-5),Kim Winslow,http://ufcstats.com/fight-details/8c8468ed2878dc0a
3299,Dylan Andrews,1,83%,0%,0,0,0,20,24,33,40,0,0,20,24,0,0,0,0,4,5,4,4,12,15,Jimmy Quinlan,0,70%,25%,0,1,0,7,10,7,10,1,4,5,8,2,2,0,0,7,10,0,0,0,0,1,00:03:22,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/adf590055f922f5b
3300,Bristol Marunde,0,25%,33%,0,0,0,21,81,29,93,3,9,17,77,2,2,2,2,17,72,4,9,0,0,Clint Hester,2,46%,0%,0,0,0,66,143,78,156,0,1,50,118,9,15,7,10,40,105,13,20,13,18,3,00:03:53,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/40a43ffdd1624bed
3301,Cole Miller,0,11%,100%,1,0,0,5,43,6,44,1,1,1,36,1,4,3,3,5,43,0,0,0,0,Bart Palaszewski,0,29%,0%,0,0,0,18,62,18,62,0,0,7,48,2,4,9,10,17,61,0,0,1,1,1,00:04:23,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/4f850f7e35d85bb8
3302,Sam Sicilia,0,26%,14%,1,0,0,26,99,32,107,1,7,19,90,2,3,5,6,16,81,9,15,1,3,Maximo Blanco,0,35%,50%,1,1,0,52,145,86,180,2,4,39,113,3,16,10,16,43,130,9,14,0,1,3,00:05:00,3 Rnd (5-5-5),Kim Winslow,http://ufcstats.com/fight-details/0a5a021cb11299bf
3303,Justin Lawrence,0,0%,0%,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,Daniel Pineda,0,50%,66%,1,3,0,1,2,4,5,2,3,0,1,1,1,0,0,0,1,1,1,0,0,1,00:01:35,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/ae0fdb792308b0f8
3304,Gegard Mousasi,0,53%,0%,0,0,0,80,150,80,150,0,0,62,120,7,18,11,12,79,148,0,0,1,2,Ilir Latifi,0,16%,33%,0,0,0,18,112,20,114,1,3,11,101,3,5,4,6,16,105,0,1,2,6,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/3509779ebe302d06
3305,Ryan Couture,0,37%,14%,0,0,0,29,77,35,83,1,7,7,38,12,18,10,21,15,54,14,23,0,0,Ross Pearson,1,68%,100%,0,0,0,28,41,48,62,1,1,22,35,6,6,0,0,22,32,3,3,3,6,2,00:03:45,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/fa520c5834cda94e
3306,Matt Mitrione,0,77%,0%,0,0,0,7,9,7,9,0,0,7,9,0,0,0,0,1,3,0,0,6,6,Philip De Fries,0,0%,0%,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,0,1,00:00:19,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/a89b9eeacdb85ec1
3307,Brad Pickett,0,33%,57%,0,1,1,68,205,94,234,4,7,50,183,8,12,10,10,47,170,21,33,0,2,Mike Easton,0,45%,37%,0,1,0,71,155,91,182,3,8,44,119,14,22,13,14,52,123,18,29,1,3,3,00:05:00,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/4e69c86d09c9f782
3308,Diego Brandao,0,50%,0%,1,1,0,9,18,18,27,0,0,4,11,2,2,3,5,7,14,0,1,2,3,Pablo Garza,0,28%,50%,0,0,0,4,14,6,17,1,2,2,12,1,1,1,1,3,13,1,1,0,0,1,00:03:27,3 Rnd (5-5-5),Marko Gyllenland,http://ufcstats.com/fight-details/f3ebaf9af44c1e6d
3309,Akira Corassani,0,55%,33%,0,1,0,48,86,57,96,2,6,18,49,9,12,21,25,38,71,10,15,0,0,Robert Peralta,0,46%,0%,0,0,0,67,144,94,172,0,2,29,98,20,27,18,19,28,96,34,43,5,5,3,00:05:00,3 Rnd (5-5-5),Kristian Hacklou,http://ufcstats.com/fight-details/53467e6296c2e5e6
3310,Reza Madadi,0,73%,66%,2,4,0,34,46,79,98,4,6,33,44,1,2,0,0,2,9,0,0,32,37,Michael Johnson,1,31%,0%,0,0,0,20,64,21,66,0,0,13,53,6,10,1,1,10,46,5,7,5,11,3,00:01:33,3 Rnd (5-5-5),Marko Gyllenland,http://ufcstats.com/fight-details/bc0779b232828e67
3311,Tor Troeng,0,54%,100%,1,3,0,6,11,16,23,1,1,5,8,0,1,1,2,2,7,0,0,4,4,Adam Cella,0,16%,0%,0,0,0,2,12,4,14,0,0,1,8,0,2,1,2,2,12,0,0,0,0,1,00:03:11,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/7047b70f28c2d2fd
3312,Chris Spang,0,8%,0%,0,0,0,5,57,24,76,0,0,1,44,1,4,3,9,4,53,1,4,0,0,Adlan Amagov,0,38%,60%,0,1,0,38,99,57,118,6,10,12,53,5,9,21,37,26,77,10,16,2,6,3,00:05:00,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/9eb1ce435cc1536e
3313,Marcus Brimage,0,29%,0%,0,0,0,12,41,12,41,0,0,7,34,2,2,3,5,12,41,0,0,0,0,Conor McGregor,1,60%,0%,0,0,0,21,35,22,36,0,0,20,34,1,1,0,0,16,29,0,0,5,6,1,00:01:07,3 Rnd (5-5-5),Robert Sundel,http://ufcstats.com/fight-details/24393bea0c4cf49a
3314,Benny Alloway,0,32%,50%,0,2,0,9,28,25,47,1,2,7,23,1,2,1,3,8,25,0,2,1,1,Ryan LaFlare,0,41%,75%,1,6,1,37,90,57,115,6,8,23,66,12,21,2,3,12,31,17,41,8,18,3,00:05:00,3 Rnd (5-5-5),Kristian Hacklou,http://ufcstats.com/fight-details/8b0ff8defc1a14f4
3315,Michael Kuiper,0,48%,100%,0,4,0,14,29,23,40,3,3,11,21,3,6,0,2,1,8,4,6,9,15,Tom Lawlor,0,53%,0%,1,0,0,7,13,10,16,0,7,4,10,3,3,0,0,2,8,5,5,0,0,2,00:01:05,3 Rnd (5-5-5),Marko Gyllenland,http://ufcstats.com/fight-details/438f5404c43303b8
3316,Papy Abedi,0,66%,66%,0,2,0,53,80,69,97,4,6,14,31,35,39,4,10,10,21,27,34,16,25,Besam Yousef,0,54%,66%,0,0,0,43,79,142,185,2,3,22,55,18,19,3,5,8,19,35,59,0,1,3,00:05:00,3 Rnd (5-5-5),Robert Sundel,http://ufcstats.com/fight-details/e67e15cc6578d1c3
3317,Georges St-Pierre,0,62%,56%,0,2,0,105,167,210,285,9,16,69,123,22,27,14,17,62,106,11,12,32,49,Nick Diaz,0,30%,0%,1,0,0,41,136,80,176,0,0,19,99,19,29,3,8,24,113,17,23,0,0,5,00:05:00,5 Rnd (5-5-5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/e5e3c3a055df3016
3318,Carlos Condit,0,28%,0%,0,1,0,42,145,94,201,0,0,26,118,10,16,6,11,34,130,2,9,6,6,Johny Hendricks,0,42%,80%,0,1,0,30,71,69,112,12,15,25,62,4,5,1,4,20,56,5,9,5,6,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/29398b15b94c3847
3319,Jake Ellenberger,1,52%,0%,0,0,0,13,25,13,25,0,0,8,20,2,2,3,3,11,21,0,0,2,4,Nate Marquardt,0,56%,0%,0,0,0,13,23,13,23,0,0,2,11,1,1,10,11,13,23,0,0,0,0,1,00:03:00,3 Rnd (5-5-5),Philippe Chartier,http://ufcstats.com/fight-details/5adcbd20eed3795d
3320,Nick Ring,0,38%,0%,0,0,0,86,225,86,225,0,1,33,148,10,25,43,52,84,223,2,2,0,0,Chris Camozzi,0,25%,0%,0,0,0,64,247,67,250,0,0,48,225,5,8,11,14,60,239,4,8,0,0,3,00:05:00,3 Rnd (5-5-5),Marc-Andre Cote,http://ufcstats.com/fight-details/79dcde3ad50f6165
3321,Mike Ricci,0,34%,100%,0,2,0,47,137,55,145,2,2,34,98,12,29,1,10,36,123,3,3,8,11,Colin Fletcher,0,29%,0%,0,0,0,37,127,61,152,0,2,11,59,10,25,16,43,32,120,3,4,2,3,3,00:05:00,3 Rnd (5-5-5),,http://ufcstats.com/fight-details/cc6e74d0558b7340
3322,Patrick Cote,0,53%,0%,0,0,0,72,135,97,162,0,6,52,107,9,17,11,11,55,109,15,23,2,3,Bobby Voelker,0,47%,80%,0,1,0,83,175,153,265,4,5,55,139,14,19,14,17,38,109,30,41,15,25,3,00:05:00,3 Rnd (5-5-5),Philippe Chartier,http://ufcstats.com/fight-details/d0797451df1de80f
3323,Antonio Carvalho,0,33%,0%,0,0,0,9,27,13,31,0,0,7,25,0,0,2,2,6,23,3,4,0,0,Darren Elkins,1,25%,0%,0,0,0,14,54,19,59,0,2,8,47,4,5,2,2,6,41,8,13,0,0,1,00:03:06,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/7b9de06ef8c09ba6
3324,Dan Miller,0,29%,100%,1,0,0,11,37,11,37,1,1,4,26,4,8,3,3,11,37,0,0,0,0,Jordan Mein,1,54%,0%,0,0,0,29,53,29,53,0,0,25,49,4,4,0,0,16,35,13,18,0,0,1,00:04:42,3 Rnd (5-5-5),Marc-Andre Cote,http://ufcstats.com/fight-details/b6c46c3c239e7863
3325,John Makdessi,0,44%,0%,0,0,0,86,195,88,197,0,0,58,153,17,30,11,12,85,189,1,5,0,1,Daron Cruickshank,0,25%,0%,0,0,0,51,198,51,198,0,4,32,166,7,19,12,13,50,197,0,0,1,1,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/0bd0ca01a255038c
3326,Rick Story,1,40%,100%,0,0,0,20,49,26,55,1,1,10,35,7,9,3,5,15,41,1,2,4,6,Quinn Mulhern,0,18%,0%,0,0,0,9,50,9,51,0,1,8,42,1,8,0,0,9,50,0,0,0,0,1,00:03:05,3 Rnd (5-5-5),Marc-Andre Cote,http://ufcstats.com/fight-details/9030c92a161afaf9
3327,TJ Dillashaw,1,52%,66%,0,0,0,30,57,39,66,2,3,13,32,3,6,14,19,8,31,14,18,8,8,Issei Tamura,0,55%,0%,0,0,0,11,20,17,28,0,1,4,10,4,6,3,4,4,12,7,8,0,0,2,00:00:26,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/9c3db86db300119e
3328,George Roop,0,44%,66%,1,0,0,33,75,125,174,2,3,15,47,14,21,4,7,8,44,14,19,11,12,Reuben Duran,0,53%,16%,0,1,0,30,56,56,82,1,6,15,40,11,12,4,4,12,26,11,15,7,15,3,00:05:00,3 Rnd (5-5-5),Philippe Chartier,http://ufcstats.com/fight-details/8e4650807ea06626
3329,Wanderlei Silva,2,51%,0%,0,0,0,43,83,49,97,0,2,37,76,5,6,1,1,30,65,8,13,5,5,Brian Stann,1,56%,0%,0,0,0,43,76,65,103,0,0,23,51,9,12,11,13,31,56,12,20,0,0,2,00:04:08,5 Rnd (5-5-5-5-5),Marc Goddard,http://ufcstats.com/fight-details/e2b547e64f6532bb
3330,Stefan Struve,0,35%,0%,1,3,1,24,67,56,116,0,0,19,60,4,4,1,3,21,58,0,0,3,9,Mark Hunt,1,57%,50%,0,2,1,47,82,61,100,1,2,37,70,8,10,2,2,45,77,0,0,2,5,3,00:01:44,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/c996b2ff10a915b1
3331,Takanori Gomi,0,45%,0%,0,0,0,81,180,81,180,0,0,48,135,29,36,4,9,81,180,0,0,0,0,Diego Sanchez,0,44%,40%,1,0,0,65,145,68,149,2,5,29,100,24,31,12,14,65,145,0,0,0,0,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/1acde2739237c4f8
3332,Yushin Okami,0,41%,60%,0,5,0,37,89,65,120,3,5,24,74,9,9,4,6,25,75,8,8,4,6,Hector Lombard,0,50%,0%,0,2,0,45,89,109,158,0,3,30,71,12,14,3,4,40,81,4,6,1,2,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/e830cb1df07f3466
3333,Mizuto Hirota,0,28%,100%,0,1,0,4,14,39,56,1,1,3,13,1,1,0,0,4,12,0,1,0,1,Rani Yahya,0,44%,41%,1,9,0,13,29,105,122,5,12,11,26,2,3,0,0,3,13,1,1,9,15,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/1dcc880fc80e6332
3334,Dong Hyun Kim,0,39%,50%,1,8,0,23,58,182,221,3,6,16,51,6,6,1,1,6,12,0,0,17,46,Siyar Bahadurzada,0,20%,0%,0,0,0,5,24,25,45,0,0,4,20,0,2,1,2,4,21,0,0,1,3,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/e0bdef2580715030
3335,Riki Fukuda,0,40%,100%,0,0,0,69,172,75,182,1,1,35,118,11,16,23,38,66,169,3,3,0,0,Brad Tavares,0,45%,0%,0,0,0,116,254,131,270,0,0,86,217,18,20,12,17,113,247,3,7,0,0,3,00:05:00,3 Rnd (5-5-5),Thomas Fan,http://ufcstats.com/fight-details/c79c00f5443c2f6e
3336,Takeya Mizugaki,0,57%,0%,0,0,0,67,117,117,168,0,1,42,91,18,19,7,7,58,99,9,18,0,0,Bryan Caraway,0,41%,16%,1,3,0,37,89,69,125,2,12,31,82,3,4,3,3,33,81,3,7,1,1,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/7af713ee9e3006eb
3337,Cristiano Marcello,0,43%,25%,0,0,0,33,76,67,117,1,4,21,57,7,11,5,8,24,64,8,11,1,1,Kazuki Tokudome,1,42%,100%,0,5,0,33,77,90,178,2,2,20,58,8,10,5,9,22,50,3,3,8,24,3,00:05:00,3 Rnd (5-5-5),Thomas Fan,http://ufcstats.com/fight-details/8666332154fc6f4a
3338,Alex Caceres,0,53%,0%,0,2,3,30,56,80,112,0,0,18,42,9,11,3,3,10,30,1,1,19,25,Kyung Ho Kang,0,37%,55%,0,8,2,16,43,33,69,5,9,11,35,2,4,3,4,11,35,1,1,4,7,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/be70a2f68f6ad3e7
3339,Marcelo Guimaraes,0,47%,16%,0,1,0,47,99,53,116,2,12,21,66,9,11,17,22,47,98,0,0,0,1,Hyun Gyu Lim,1,46%,0%,0,0,0,62,134,63,135,0,0,41,109,10,14,11,11,60,132,0,0,2,2,2,00:04:00,3 Rnd (5-5-5),Thomas Fan,http://ufcstats.com/fight-details/68e1a69423360900
3340,Ronda Rousey,0,50%,100%,1,3,0,7,14,41,50,1,1,6,13,1,1,0,0,1,5,2,2,4,7,Liz Carmouche,0,66%,0%,1,1,0,4,6,22,24,0,0,4,6,0,0,0,0,3,5,1,1,0,0,1,00:04:49,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/e9e6023dbba9a8b0
3341,Lyoto Machida,0,50%,100%,0,0,0,27,54,28,55,1,1,17,36,9,14,1,4,23,50,0,0,4,4,Dan Henderson,0,31%,33%,0,0,0,20,64,54,98,1,3,5,31,5,9,10,24,14,55,5,7,1,2,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/ee43dc83049ecc8d
3342,Urijah Faber,0,70%,0%,1,2,1,17,24,29,36,0,0,16,23,1,1,0,0,1,3,1,1,15,20,Ivan Menjivar,0,42%,100%,0,1,0,3,7,19,23,1,1,3,6,0,1,0,0,1,3,2,3,0,1,1,00:04:34,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/785c0e68b34ea383
3343,Court McGee,0,49%,40%,0,2,0,166,334,198,368,2,5,116,270,34,47,16,17,129,275,15,24,22,35,Josh Neer,0,41%,0%,0,0,0,63,152,71,160,0,0,45,131,11,14,7,7,52,137,11,15,0,0,3,00:05:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/db43605f10bd67b4
3344,Josh Koscheck,0,50%,33%,0,0,0,2,4,5,7,2,6,1,3,1,1,0,0,0,2,0,0,2,2,Robbie Lawler,0,60%,0%,0,0,0,9,15,16,22,0,0,7,13,2,2,0,0,0,4,2,2,7,9,1,00:03:57,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/b4db19e62f087a7f
3345,Brendan Schaub,0,58%,62%,1,8,1,18,31,77,108,5,8,16,27,2,2,0,2,1,5,5,7,12,19,Lavar Johnson,0,69%,100%,0,1,0,36,52,170,213,1,1,18,32,10,11,8,9,1,10,17,20,18,22,3,00:05:00,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/50eb4822a74a417e
3346,Michael Chiesa,0,10%,20%,2,1,0,5,50,9,54,1,5,3,46,2,4,0,0,3,46,2,4,0,0,Anton Kuivanen,0,32%,0%,0,0,0,18,55,18,55,0,0,11,42,7,13,0,0,13,50,5,5,0,0,2,00:02:29,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/69f8e2ba5d1048d4
3347,Dennis Bermudez,1,57%,0%,2,1,0,120,209,181,277,0,9,89,167,16,25,15,17,42,103,37,56,41,50,Matt Grice,1,50%,8%,0,2,0,82,162,91,171,1,12,49,120,17,24,16,18,39,90,41,67,2,5,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/80769cf090fa34dd
3348,Sam Stout,0,38%,33%,0,4,0,46,120,86,164,1,3,21,81,20,33,5,6,24,93,18,21,4,6,Caros Fodor,0,51%,23%,0,0,0,47,92,80,127,3,13,24,60,12,20,11,12,32,68,15,24,0,0,3,00:05:00,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/2b3a1c063245e280
3349,Kenny Robertson,0,69%,100%,2,3,0,9,13,27,32,1,1,8,12,0,0,1,1,1,3,0,0,8,10,Brock Jardine,0,33%,0%,1,0,0,1,3,1,3,0,0,0,2,0,0,1,1,1,3,0,0,0,0,1,00:02:57,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/2a8ff828e4891b82
3350,Jon Manley,0,20%,7%,0,2,0,17,85,35,112,1,13,12,73,2,7,3,5,12,77,5,8,0,0,Neil Magny,0,54%,80%,0,5,1,65,120,97,158,4,5,42,93,15,19,8,8,33,69,22,33,10,18,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/919ddc634c54ad20
3351,Nah-Shon Burrell,0,56%,0%,1,1,1,121,216,126,222,0,0,95,186,16,20,10,10,80,171,13,13,28,32,Yuri Villefort,0,42%,50%,1,5,1,48,112,49,114,3,6,24,82,8,12,16,18,43,100,2,9,3,3,3,00:05:00,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/69ca032aaef2e3d0
