,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,rounds,time,format,referee,url
123,Alex Garcia,0,34%,42%,0,0,0,23 , 67,41 , 94,3 , 7,20 , 61,3 , 5,0 , 1,13 , 50,2 , 2,8 , 15,Sean Strickland,1,48%,50%,0,2,0,84 , 173,113 , 206,1 , 2,67 , 154,4 , 5,13 , 14,63 , 143,7 , 8,14 , 22,3,00:04:25,3 Rnd (5-5-5),Bill Bookwalter,http://ufcstats.com/fight-details/607d22f0b3db4f1f
124,Daniel Sarafian,0,0%,0%,0,0,0,0 , 0,0 , 0,0 , 0,0 , 0,0 , 0,0 , 0,0 , 0,0 , 0,0 , 0,Oluwale Bamgbose,1,40%,0%,0,0,0,8 , 20,8 , 20,0 , 0,6 , 15,0 , 1,2 , 4,3 , 13,0 , 0,5 , 7,1,00:01:00,3 Rnd (5-5-5),James Chappell,http://ufcstats.com/fight-details/014a3acf91ada8af
125,Anthony Smith,0,56%,40%,0,2,0,57 , 101,66 , 111,2 , 5,40 , 78,13 , 18,4 , 5,40 , 79,9 , 13,8 , 9,Leonardo Augusto Leleco,0,59%,0%,0,2,0,64 , 108,121 , 169,0 , 0,46 , 84,13 , 19,5 , 5,35 , 72,10 , 17,19 , 19,3,00:05:00,3 Rnd (5-5-5),Chip Snider,http://ufcstats.com/fight-details/d373de3e072f7e57
126,Jonavin Webb,0,27%,37%,0,0,0,21 , 77,36 , 93,3 , 8,13 , 65,8 , 12,0 , 0,13 , 61,6 , 10,2 , 6,Nathan Coy,0,33%,60%,0,8,0,37 , 112,71 , 152,3 , 5,23 , 93,12 , 17,2 , 2,11 , 80,8 , 12,18 , 20,3,00:05:00,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/94d708a8a8fefdef
127,Marion Reneau,0,37%,100%,1,0,0,53 , 140,55 , 142,1 , 1,24 , 106,12 , 14,17 , 20,44 , 117,9 , 20,0 , 3,Ashlee Evans-Smith,0,25%,50%,0,0,0,55 , 213,57 , 216,1 , 2,25 , 167,25 , 40,5 , 6,44 , 194,9 , 13,2 , 6,3,00:05:00,3 Rnd (5-5-5),James Chappell,http://ufcstats.com/fight-details/5d000de6fa836f66
128,Lauren Murphy,0,55%,33%,0,2,0,95 , 171,188 , 272,1 , 3,67 , 141,16 , 18,12 , 12,47 , 112,12 , 16,36 , 43,Kelly Faszholz,0,52%,0%,0,0,0,76 , 145,96 , 167,0 , 2,50 , 111,21 , 28,5 , 6,67 , 130,9 , 15,0 , 0,3,00:04:55,3 Rnd (5-5-5),Bill Bookwalter,http://ufcstats.com/fight-details/cc4a23ed2cbc8aa4
129,Anthony Hamilton,0,51%,0%,0,0,0,40 , 77,48 , 86,0 , 4,19 , 52,16 , 19,5 , 6,16 , 38,24 , 39,0 , 0,Shamil Abdurakhimov,0,59%,0%,0,0,0,62 , 104,89 , 132,0 , 2,49 , 84,6 , 9,7 , 11,29 , 61,31 , 41,2 , 2,3,00:05:00,3 Rnd (5-5-5),Chip Snider,http://ufcstats.com/fight-details/e508ba268cb295c0
130,Johny Hendricks,0,43%,0%,0,0,0,7 , 16,11 , 22,0 , 2,3 , 11,0 , 1,4 , 4,4 , 13,3 , 3,0 , 0,Stephen Thompson,1,52%,0%,0,0,0,24 , 46,25 , 47,0 , 0,17 , 38,6 , 7,1 , 1,19 , 40,3 , 4,2 , 2,1,00:03:31,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/3cbbf947fd0d2144
131,Roy Nelson,0,34%,0%,0,0,0,42 , 121,42 , 121,0 , 1,36 , 114,2 , 3,4 , 4,42 , 120,0 , 1,0 , 0,Jared Rosholt,0,30%,0%,0,0,0,36 , 120,36 , 120,0 , 2,26 , 106,5 , 7,5 , 7,34 , 115,2 , 5,0 , 0,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/a3935c950c40462b
132,Ovince Saint Preux,0,50%,50%,0,1,0,51 , 102,106 , 165,1 , 2,43 , 86,6 , 14,2 , 2,18 , 53,5 , 8,28 , 41,Rafael Feijao,0,45%,0%,0,0,0,10 , 22,29 , 41,0 , 1,7 , 16,0 , 0,3 , 6,8 , 17,0 , 3,2 , 2,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/37008594c087470c
133,Joseph Benavidez,0,33%,0%,0,0,0,66 , 197,82 , 214,0 , 0,45 , 165,19 , 30,2 , 2,46 , 167,19 , 29,1 , 1,Zach Makovsky,0,41%,21%,0,2,0,40 , 96,43 , 99,4 , 19,24 , 79,4 , 5,12 , 12,33 , 86,7 , 10,0 , 0,3,00:05:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/98035e427b476717
134,Misha Cirkunov,0,50%,50%,1,5,0,32 , 63,66 , 109,3 , 6,23 , 48,6 , 11,3 , 4,18 , 40,12 , 21,2 , 2,Alex Nicholson,0,31%,0%,0,0,0,16 , 51,16 , 51,0 , 0,10 , 40,1 , 4,5 , 7,15 , 46,1 , 5,0 , 0,2,00:01:28,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/45500515780758f0
135,Mike Pyle,0,42%,25%,0,0,1,75 , 177,79 , 181,1 , 4,57 , 154,5 , 9,13 , 14,57 , 153,16 , 22,2 , 2,Sean Spencer,1,24%,0%,0,0,0,50 , 208,54 , 213,0 , 0,40 , 191,9 , 14,1 , 3,48 , 205,1 , 1,1 , 2,3,00:04:25,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/d6e1205babf27a9d
136,Joshua Burkman,0,52%,30%,0,1,0,57 , 108,62 , 114,3 , 10,16 , 59,11 , 13,30 , 36,51 , 99,3 , 4,3 , 5,KJ Noons,0,52%,0%,0,0,0,33 , 63,45 , 76,0 , 0,26 , 50,7 , 13,0 , 0,20 , 48,13 , 15,0 , 0,3,00:05:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/d0a8304574e65ec9
137,Derrick Lewis,0,46%,100%,0,3,0,14 , 30,15 , 33,1 , 1,13 , 29,1 , 1,0 , 0,1 , 4,0 , 0,13 , 26,Damian Grabowski,0,33%,0%,0,0,0,1 , 3,1 , 3,0 , 1,1 , 2,0 , 0,0 , 1,0 , 1,0 , 0,1 , 2,1,00:02:17,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/640dbb5a89c0aad6
138,Ray Borg,0,45%,12%,0,0,0,20 , 44,45 , 70,1 , 8,13 , 35,7 , 8,0 , 1,7 , 28,6 , 8,7 , 8,Justin Scoggins,0,47%,66%,0,6,0,57 , 120,81 , 148,4 , 6,35 , 88,14 , 24,8 , 8,30 , 91,11 , 13,16 , 16,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/311156891c7bdf60
139,Noad Lahat,0,53%,100%,3,6,1,7 , 13,22 , 36,1 , 1,4 , 9,2 , 3,1 , 1,3 , 7,1 , 1,3 , 5,Diego Rivas,1,55%,100%,0,0,0,5 , 9,7 , 12,1 , 1,5 , 9,0 , 0,0 , 0,1 , 5,0 , 0,4 , 4,2,00:00:23,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/3760216f68f448b7
140,Mickey Gall,1,50%,0%,1,1,0,2 , 4,3 , 5,0 , 0,2 , 4,0 , 0,0 , 0,1 , 3,0 , 0,1 , 1,Mike Jackson,0,50%,0%,0,0,0,3 , 6,3 , 6,0 , 0,3 , 5,0 , 1,0 , 0,3 , 6,0 , 0,0 , 0,1,00:00:45,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/ee9173615ef4cfae
141,Artem Lobov,0,21%,0%,0,0,0,23 , 108,32 , 118,0 , 0,17 , 96,5 , 11,1 , 1,22 , 103,1 , 5,0 , 0,Alex White,0,45%,42%,0,2,0,78 , 172,102 , 197,3 , 7,36 , 115,27 , 39,15 , 18,67 , 156,10 , 14,1 , 2,3,00:05:00,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/02ace8fdd83c6480
142,Anthony Johnson,0,84%,0%,0,2,0,11 , 13,13 , 15,0 , 0,11 , 13,0 , 0,0 , 0,0 , 0,0 , 0,11 , 13,Ryan Bader,0,0%,0%,0,0,0,0 , 0,0 , 0,0 , 1,0 , 0,0 , 0,0 , 0,0 , 0,0 , 0,0 , 0,1,00:01:26,5 Rnd (5-5-5-5-5),Keith Peterson,http://ufcstats.com/fight-details/4c7390e4d169f6ff
143,Josh Barnett,0,51%,0%,0,0,0,35 , 68,35 , 68,0 , 1,21 , 52,12 , 14,2 , 2,33 , 63,2 , 5,0 , 0,Ben Rothwell,0,38%,0%,1,0,0,35 , 91,38 , 94,0 , 0,24 , 77,5 , 8,6 , 6,35 , 91,0 , 0,0 , 0,2,00:03:48,3 Rnd (5-5-5),Gary Copeland,http://ufcstats.com/fight-details/6c1dba8a3ba4f42e
144,Iuri Alcantara,0,38%,0%,0,0,0,41 , 106,43 , 108,0 , 0,18 , 73,17 , 25,6 , 8,36 , 100,5 , 6,0 , 0,Jimmie Rivera,0,44%,50%,0,0,0,45 , 102,64 , 124,3 , 6,21 , 67,13 , 21,11 , 14,35 , 84,10 , 15,0 , 3,3,00:05:00,3 Rnd (5-5-5),Liam Kerrigan,http://ufcstats.com/fight-details/4ce0a62cdad7bf32
145,Sage Northcutt,0,40%,20%,0,1,0,18 , 45,27 , 56,1 , 5,11 , 36,5 , 6,2 , 3,12 , 37,5 , 7,1 , 1,Bryan Barberena,0,54%,100%,1,1,0,26 , 48,67 , 94,1 , 1,23 , 40,1 , 3,2 , 5,7 , 24,2 , 6,17 , 18,2,00:03:06,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/d2591df4fa9cc44e
146,Tarec Saffiedine,0,41%,0%,0,1,0,54 , 131,58 , 135,0 , 1,30 , 103,13 , 17,11 , 11,44 , 118,10 , 13,0 , 0,Jake Ellenberger,0,30%,0%,0,0,0,30 , 99,39 , 109,0 , 4,24 , 90,6 , 9,0 , 0,20 , 86,10 , 13,0 , 0,3,00:05:00,3 Rnd (5-5-5),Gasper Oliver,http://ufcstats.com/fight-details/44c6d87116bb3a10
147,Olivier Aubin-Mercier,0,52%,20%,0,0,0,49 , 93,55 , 99,1 , 5,39 , 78,8 , 13,2 , 2,45 , 86,3 , 5,1 , 2,Diego Ferreira,0,42%,0%,0,4,1,65 , 152,130 , 226,0 , 5,46 , 121,12 , 23,7 , 8,55 , 137,5 , 10,5 , 5,3,00:05:00,3 Rnd (5-5-5),Vitor Ribeiro,http://ufcstats.com/fight-details/b810951e39a0af1b
148,Rafael Natal,1,62%,57%,0,4,0,54 , 87,123 , 168,4 , 7,43 , 74,5 , 7,6 , 6,16 , 35,7 , 9,31 , 43,Kevin Casey,0,32%,0%,0,0,0,16 , 49,30 , 64,0 , 2,10 , 41,5 , 6,1 , 2,12 , 45,4 , 4,0 , 0,3,00:03:37,3 Rnd (5-5-5),Gary Copeland,http://ufcstats.com/fight-details/7bb335510a749419
149,Dustin Ortiz,0,34%,16%,0,0,0,45 , 130,64 , 152,1 , 6,31 , 111,13 , 17,1 , 2,32 , 110,11 , 17,2 , 3,Wilson Reis,0,38%,39%,0,7,0,48 , 125,96 , 186,9 , 23,36 , 111,7 , 7,5 , 7,28 , 96,10 , 16,10 , 13,3,00:05:00,3 Rnd (5-5-5),Vitor Ribeiro,http://ufcstats.com/fight-details/fa5244817650f401
150,George Sullivan,0,63%,0%,0,0,0,14 , 22,19 , 27,0 , 0,1 , 6,5 , 5,8 , 11,11 , 19,3 , 3,0 , 0,Alexander Yakovlev,1,83%,100%,0,3,0,15 , 18,17 , 20,2 , 2,5 , 7,5 , 6,5 , 5,8 , 10,3 , 4,4 , 4,1,00:03:59,3 Rnd (5-5-5),Gasper Oliver,http://ufcstats.com/fight-details/6eb4b84c4b10854a
151,Alex Caceres,0,51%,33%,0,0,0,74 , 144,80 , 153,1 , 3,39 , 92,20 , 34,15 , 18,58 , 123,14 , 19,2 , 2,Masio Fullen,0,33%,0%,0,0,0,36 , 108,38 , 110,0 , 1,17 , 82,9 , 15,10 , 11,34 , 104,2 , 4,0 , 0,3,00:05:00,3 Rnd (5-5-5),Gary Copeland,http://ufcstats.com/fight-details/6066dc40bb3ce8db
152,Matt Dwyer,0,47%,12%,0,0,0,46 , 97,50 , 101,1 , 8,16 , 62,7 , 11,23 , 24,34 , 79,12 , 18,0 , 0,Randy Brown,0,44%,25%,1,1,0,48 , 108,61 , 122,1 , 4,31 , 84,10 , 12,7 , 12,23 , 77,23 , 29,2 , 2,3,00:05:00,3 Rnd (5-5-5),Liam Kerrigan,http://ufcstats.com/fight-details/15f48dd8cf8ae455
153,Damon Jackson,0,33%,0%,0,0,0,44 , 131,85 , 175,0 , 6,22 , 104,19 , 23,3 , 4,24 , 99,19 , 31,1 , 1,Levan Makashvili,0,57%,40%,0,1,0,65 , 114,102 , 153,2 , 5,32 , 77,29 , 30,4 , 7,26 , 67,38 , 46,1 , 1,3,00:05:00,3 Rnd (5-5-5),Gasper Oliver,http://ufcstats.com/fight-details/df8391ca39160d8c
154,Anthony Rocco Martin,0,42%,28%,1,2,0,60 , 141,64 , 147,2 , 7,55 , 132,4 , 7,1 , 2,53 , 131,7 , 10,0 , 0,Felipe Olivieri,0,58%,0%,0,0,0,87 , 150,94 , 159,0 , 1,31 , 81,28 , 37,28 , 32,77 , 136,10 , 14,0 , 0,3,00:03:02,3 Rnd (5-5-5),Liam Kerrigan,http://ufcstats.com/fight-details/318449b3f9346566
155,TJ Dillashaw,0,26%,12%,0,0,0,109 , 408,130 , 430,1 , 8,64 , 343,22 , 39,23 , 26,102 , 394,6 , 13,1 , 1,Dominick Cruz,0,37%,36%,0,0,0,112 , 302,122 , 312,4 , 11,97 , 282,9 , 14,6 , 6,107 , 294,5 , 6,0 , 2,5,00:05:00,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/c4938baf92d2dc31
156,Anthony Pettis,0,51%,0%,0,0,0,56 , 109,109 , 164,0 , 0,33 , 79,13 , 20,10 , 10,50 , 97,6 , 12,0 , 0,Eddie Alvarez,0,46%,40%,0,2,0,42 , 90,74 , 129,6 , 15,20 , 61,12 , 18,10 , 11,36 , 82,3 , 4,3 , 4,3,00:05:00,3 Rnd (5-5-5),,http://ufcstats.com/fight-details/3ce6f9eb59a1e149
157,Travis Browne,0,44%,66%,0,2,0,51 , 114,61 , 124,2 , 3,31 , 77,18 , 33,2 , 4,23 , 72,3 , 3,25 , 39,Matt Mitrione,1,44%,0%,0,0,0,27 , 61,28 , 62,0 , 1,14 , 48,3 , 3,10 , 10,25 , 56,2 , 5,0 , 0,3,00:04:09,3 Rnd (5-5-5),Gary Forman,http://ufcstats.com/fight-details/762de3b0b32ba937
158,Ross Pearson,0,32%,100%,0,0,0,28 , 85,32 , 89,2 , 2,9 , 57,13 , 21,6 , 7,23 , 76,2 , 5,3 , 4,Francisco Trinaldo,0,45%,33%,0,0,0,51 , 112,53 , 114,1 , 3,34 , 90,13 , 17,4 , 5,35 , 88,16 , 24,0 , 0,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/d0dc419dc7acb7e2
159,Patrick Cote,1,66%,0%,1,2,1,42 , 63,55 , 76,0 , 0,31 , 44,4 , 9,7 , 10,13 , 26,9 , 11,20 , 26,Ben Saunders,0,40%,100%,0,0,0,11 , 27,44 , 60,1 , 1,4 , 18,7 , 9,0 , 0,7 , 23,3 , 3,1 , 1,2,00:01:14,3 Rnd (5-5-5),Steve Rita,http://ufcstats.com/fight-details/a7adbceeff234b61
160,Tim Boetsch,0,42%,0%,0,0,0,27 , 64,32 , 69,0 , 0,16 , 50,5 , 7,6 , 7,23 , 55,4 , 9,0 , 0,Ed Herman,1,57%,0%,0,0,0,47 , 82,56 , 91,0 , 0,31 , 63,7 , 10,9 , 9,28 , 58,16 , 21,3 , 3,2,00:01:39,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/f8ad660497e49187
161,Chris Wade,0,38%,100%,1,2,0,5 , 13,40 , 58,2 , 2,4 , 12,0 , 0,1 , 1,1 , 3,0 , 0,4 , 10,Mehdi Baghdad,0,20%,0%,0,0,0,1 , 5,2 , 6,0 , 0,1 , 5,0 , 0,0 , 0,0 , 4,0 , 0,1 , 1,1,00:04:30,3 Rnd (5-5-5),Gary Forman,http://ufcstats.com/fight-details/226c6a86f4f81122
162,Maximo Blanco,0,41%,100%,1,1,0,16 , 39,17 , 40,1 , 1,2 , 25,7 , 7,7 , 7,16 , 37,0 , 1,0 , 1,Luke Sanders,1,54%,0%,1,1,0,26 , 48,27 , 49,0 , 0,21 , 42,1 , 1,4 , 5,24 , 43,0 , 3,2 , 2,1,00:03:38,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/cdf048ec9b917cfa
163,Paul Felder,0,52%,50%,3,1,0,46 , 87,69 , 110,2 , 4,32 , 68,8 , 12,6 , 7,11 , 37,14 , 25,21 , 25,Daron Cruickshank,0,55%,37%,0,0,0,32 , 58,54 , 82,3 , 8,18 , 39,11 , 15,3 , 4,22 , 41,9 , 15,1 , 2,3,00:03:56,3 Rnd (5-5-5),Steve Rita,http://ufcstats.com/fight-details/52abce3a11b43b1d
164,Ilir Latifi,1,66%,0%,0,0,0,2 , 3,2 , 3,0 , 0,2 , 3,0 , 0,0 , 0,2 , 3,0 , 0,0 , 0,Sean O'Connell,0,33%,0%,0,0,0,1 , 3,1 , 3,0 , 0,1 , 3,0 , 0,0 , 0,1 , 3,0 , 0,0 , 0,1,00:00:30,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/2e0493171c4ee80f
165,Charles Rosa,0,39%,12%,0,0,0,92 , 232,95 , 237,1 , 8,54 , 171,13 , 26,25 , 35,87 , 225,5 , 7,0 , 0,Kyle Bochniak,1,40%,20%,0,0,0,52 , 129,53 , 130,1 , 5,37 , 109,4 , 8,11 , 12,46 , 116,4 , 9,2 , 4,3,00:05:00,3 Rnd (5-5-5),Gary Forman,http://ufcstats.com/fight-details/5afd44d1e567d2e8
166,Rob Font,1,47%,20%,0,0,0,52 , 110,56 , 115,1 , 5,29 , 81,17 , 20,6 , 9,39 , 93,13 , 16,0 , 1,Joey Gomez,0,21%,100%,0,0,0,15 , 71,19 , 75,1 , 1,10 , 64,2 , 4,3 , 3,9 , 63,6 , 8,0 , 0,2,00:04:13,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/18cdc16fc7ab7ce1
167,Francimar Barroso,0,60%,10%,0,0,0,57 , 95,90 , 132,1 , 10,34 , 69,7 , 8,16 , 18,49 , 83,5 , 6,3 , 6,Elvis Mutapcic,0,31%,0%,0,0,0,38 , 120,65 , 148,0 , 0,22 , 100,14 , 16,2 , 4,25 , 99,6 , 11,7 , 10,3,00:05:00,3 Rnd (5-5-5),Steve Rita,http://ufcstats.com/fight-details/649b2db3709b07fe
168,Robbie Lawler,1,51%,0%,0,0,0,92 , 177,93 , 178,0 , 0,82 , 167,7 , 7,3 , 3,76 , 153,14 , 20,2 , 4,Carlos Condit,0,35%,0%,0,0,0,176 , 495,177 , 497,0 , 0,96 , 372,47 , 79,33 , 44,149 , 447,27 , 48,0 , 0,5,00:05:00,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/f079cb2db8dbbf04
169,Stipe Miocic,1,73%,0%,0,0,0,11 , 15,11 , 15,0 , 0,11 , 15,0 , 0,0 , 0,5 , 8,1 , 2,5 , 5,Andrei Arlovski,0,58%,0%,0,0,0,7 , 12,7 , 12,0 , 0,4 , 6,0 , 2,3 , 4,6 , 11,1 , 1,0 , 0,1,00:00:54,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/f2916c10b7ecfcee
170,Lorenz Larkin,0,44%,0%,0,0,0,69 , 155,69 , 155,0 , 2,12 , 84,10 , 12,47 , 59,68 , 151,1 , 4,0 , 0,Albert Tumenov,0,39%,0%,0,0,0,76 , 194,76 , 194,0 , 2,52 , 167,19 , 22,5 , 5,71 , 184,5 , 10,0 , 0,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/050eb872a69c66bd
171,Diego Brandao,0,51%,66%,0,1,0,56 , 108,61 , 116,2 , 3,38 , 87,10 , 11,8 , 10,51 , 99,0 , 0,5 , 9,Brian Ortega,0,26%,0%,2,1,0,29 , 110,33 , 114,0 , 1,18 , 91,11 , 19,0 , 0,28 , 109,1 , 1,0 , 0,3,00:01:37,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/71499934c065fecb
172,Abel Trujillo,0,36%,0%,1,0,0,4 , 11,4 , 11,0 , 2,2 , 8,2 , 3,0 , 0,3 , 10,1 , 1,0 , 0,Tony Sims,0,41%,100%,0,0,0,5 , 12,5 , 12,1 , 1,5 , 12,0 , 0,0 , 0,5 , 12,0 , 0,0 , 0,1,00:03:18,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/5337461354f23b98
173,Michael McDonald,0,38%,0%,2,0,0,5 , 13,6 , 14,0 , 0,4 , 10,0 , 1,1 , 2,5 , 13,0 , 0,0 , 0,Masanori Kanehara,0,88%,100%,1,4,0,15 , 17,77 , 81,2 , 2,4 , 6,11 , 11,0 , 0,3 , 5,0 , 0,12 , 12,2,00:02:09,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/a19d619f1b9bee7b
174,Kyle Noke,0,44%,33%,0,4,0,59 , 134,79 , 155,1 , 3,24 , 78,20 , 34,15 , 22,44 , 106,3 , 11,12 , 17,Alex Morono,0,34%,0%,1,1,0,43 , 125,81 , 166,0 , 0,34 , 110,6 , 9,3 , 6,35 , 109,4 , 11,4 , 5,3,00:05:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/454861874ecc52d7
175,Justine Kish,0,53%,30%,0,5,0,72 , 135,91 , 155,3 , 10,45 , 94,12 , 19,15 , 22,50 , 106,17 , 23,5 , 6,Nina Ansaroff,0,52%,50%,0,2,1,92 , 174,107 , 194,1 , 2,50 , 117,20 , 34,22 , 23,76 , 150,15 , 22,1 , 2,3,00:05:00,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/595557b808febe27
176,Scott Holtzman,0,55%,40%,0,1,0,38 , 69,79 , 115,2 , 5,33 , 62,5 , 7,0 , 0,17 , 40,10 , 14,11 , 15,Drew Dober,0,40%,35%,0,5,0,36 , 88,63 , 119,5 , 14,29 , 78,4 , 6,3 , 4,22 , 61,10 , 21,4 , 6,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/99a7172fb7438244
177,Dustin Poirier,0,52%,57%,0,1,0,72 , 137,88 , 153,4 , 7,58 , 121,7 , 8,7 , 8,33 , 77,12 , 20,27 , 40,Joe Duffy,0,37%,0%,1,0,0,37 , 100,60 , 123,0 , 0,29 , 92,7 , 7,1 , 1,27 , 85,8 , 13,2 , 2,3,00:05:00,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/4fa02674b920ff0a
178,Joe Soto,0,63%,33%,4,2,0,71 , 111,98 , 138,1 , 3,54 , 88,4 , 6,13 , 17,67 , 106,0 , 1,4 , 4,Michinori Tanaka,0,30%,50%,0,0,0,57 , 190,68 , 202,3 , 6,46 , 178,6 , 7,5 , 5,47 , 174,0 , 2,10 , 14,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/b46b27222e62aec1
179,Sheldon Westcott,0,41%,100%,0,2,0,33 , 79,60 , 115,1 , 1,33 , 77,0 , 2,0 , 0,0 , 6,0 , 0,33 , 73,Edgar Garcia,0,33%,0%,0,0,0,1 , 3,1 , 3,0 , 0,1 , 3,0 , 0,0 , 0,1 , 3,0 , 0,0 , 0,1,00:03:12,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/d5778494ce663d7f
180,Rafael Dos Anjos,0,59%,0%,0,0,0,26 , 44,26 , 44,0 , 0,21 , 39,4 , 4,1 , 1,19 , 31,1 , 2,6 , 11,Donald Cerrone,0,57%,0%,0,0,0,4 , 7,4 , 7,0 , 1,2 , 5,1 , 1,1 , 1,4 , 7,0 , 0,0 , 0,1,00:01:06,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/81f287d035190506
181,Junior Dos Santos,0,47%,0%,0,0,0,22 , 46,22 , 46,0 , 0,12 , 29,7 , 12,3 , 5,22 , 46,0 , 0,0 , 0,Alistair Overeem,1,74%,0%,0,0,0,32 , 43,32 , 43,0 , 1,11 , 17,7 , 10,14 , 16,28 , 39,0 , 0,4 , 4,2,00:04:43,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/1f0254eeb2025e4f
182,Michael Johnson,0,34%,100%,0,0,0,103 , 301,104 , 303,1 , 1,44 , 185,28 , 69,31 , 47,103 , 300,0 , 1,0 , 0,Nate Diaz,0,51%,0%,0,0,0,153 , 300,157 , 304,0 , 0,135 , 273,7 , 13,11 , 14,148 , 295,5 , 5,0 , 0,3,00:05:00,3 Rnd (5-5-5),Jorge Alonso,http://ufcstats.com/fight-details/4942323a5d5a6594
183,Randa Markos,0,34%,11%,0,1,0,34 , 100,56 , 125,1 , 9,21 , 82,2 , 7,11 , 11,31 , 94,3 , 6,0 , 0,Karolina Kowalkiewicz,0,39%,0%,0,2,0,66 , 169,104 , 216,0 , 0,40 , 137,12 , 14,14 , 18,47 , 147,9 , 10,10 , 12,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/95ead23dc0c73285
184,Charles Oliveira,0,50%,100%,1,2,0,5 , 10,10 , 16,1 , 1,0 , 4,3 , 4,2 , 2,5 , 10,0 , 0,0 , 0,Myles Jury,0,31%,0%,0,0,0,5 , 16,5 , 16,0 , 0,3 , 14,1 , 1,1 , 1,5 , 16,0 , 0,0 , 0,1,00:03:05,3 Rnd (5-5-5),John Hosegood,http://ufcstats.com/fight-details/164f56eb25d6a9b4
185,CB Dollaway,0,42%,0%,0,0,0,15 , 35,15 , 35,0 , 1,9 , 24,4 , 8,2 , 3,12 , 32,3 , 3,0 , 0,Nate Marquardt,1,59%,0%,0,0,0,16 , 27,16 , 27,0 , 0,4 , 12,7 , 9,5 , 6,14 , 25,1 , 1,1 , 1,2,00:00:28,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/3fc9fea36fc7ec37
186,Sarah Kaufman,0,61%,25%,0,2,0,27 , 44,142 , 172,1 , 4,14 , 26,2 , 5,11 , 13,12 , 22,6 , 12,9 , 10,Valentina Shevchenko,0,72%,44%,0,1,0,32 , 44,66 , 78,4 , 9,21 , 29,8 , 11,3 , 4,12 , 22,16 , 17,4 , 5,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/b26ec098a5a57401
