,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,rounds,time,format,referee,url
59,Cub Swanson,2,56%,0%,0,1,0,83 , 148,95 , 161,0 , 0,36 , 92,23 , 28,24 , 28,53 , 108,2 , 2,28 , 38,Hacran Dias,0,41%,0%,0,0,0,55 , 131,58 , 136,0 , 1,37 , 103,5 , 12,13 , 16,54 , 126,1 , 3,0 , 2,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/43e416795dbd10e9
60,Beneil Dariush,0,50%,25%,0,0,0,27 , 53,27 , 53,1 , 4,11 , 33,4 , 7,12 , 13,24 , 47,3 , 6,0 , 0,Michael Chiesa,0,21%,50%,2,1,0,11 , 52,12 , 53,1 , 2,7 , 45,1 , 4,3 , 3,9 , 47,2 , 5,0 , 0,2,00:01:20,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/613a288e8819fead
61,Bethe Correia,0,38%,0%,0,0,0,66 , 171,99 , 209,0 , 1,45 , 137,13 , 23,8 , 11,47 , 141,19 , 30,0 , 0,Raquel Pennington,0,57%,0%,0,0,0,75 , 130,84 , 139,0 , 4,45 , 96,22 , 26,8 , 8,46 , 89,29 , 41,0 , 0,3,00:05:00,3 Rnd (5-5-5),James Warring,http://ufcstats.com/fight-details/377c8eb085bb8e00
62,Court McGee,0,36%,0%,0,0,0,35 , 95,37 , 98,0 , 4,26 , 78,4 , 10,5 , 7,34 , 94,1 , 1,0 , 0,Santiago Ponzinibbio,1,52%,0%,0,0,0,38 , 73,39 , 74,0 , 0,34 , 65,0 , 4,4 , 4,31 , 58,4 , 10,3 , 5,1,00:04:15,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/110e1d794443b736
63,Randy Brown,0,52%,0%,1,0,0,10 , 19,24 , 35,0 , 1,7 , 16,3 , 3,0 , 0,3 , 11,6 , 7,1 , 1,Michael Graves,0,50%,28%,1,2,0,11 , 22,26 , 40,2 , 7,10 , 20,1 , 1,0 , 1,0 , 3,2 , 2,9 , 17,2,00:02:31,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/8d9c71e110196262
64,John Dodson,1,84%,0%,0,0,0,16 , 19,18 , 21,0 , 0,15 , 18,1 , 1,0 , 0,5 , 6,9 , 10,2 , 3,Manvel Gamburyan,0,100%,0%,0,0,0,2 , 2,2 , 3,0 , 0,1 , 1,0 , 0,1 , 1,2 , 2,0 , 0,0 , 0,1,00:00:37,3 Rnd (5-5-5),James Warring,http://ufcstats.com/fight-details/249b75a787dccfe6
65,Oluwale Bamgbose,1,39%,0%,0,0,0,20 , 51,66 , 107,0 , 0,13 , 41,3 , 5,4 , 5,12 , 36,0 , 0,8 , 15,Cezar Ferreira,0,44%,60%,0,0,0,26 , 58,62 , 99,3 , 5,21 , 47,1 , 4,4 , 7,8 , 27,0 , 0,18 , 31,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/3daf1c5fb854e626
66,Elizeu Zaleski dos Santos,0,49%,0%,1,2,1,72 , 146,78 , 152,0 , 3,50 , 119,18 , 23,4 , 4,35 , 100,36 , 45,1 , 1,Omari Akhmedov,0,34%,42%,1,1,0,36 , 105,57 , 129,3 , 7,28 , 90,6 , 11,2 , 4,22 , 86,11 , 14,3 , 5,3,00:03:03,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/815fd4ebdc288e83
67,Ben Rothwell,0,36%,0%,0,0,0,77 , 212,78 , 213,0 , 0,51 , 179,7 , 12,19 , 21,75 , 210,2 , 2,0 , 0,Junior Dos Santos,0,63%,0%,0,0,0,157 , 247,157 , 247,0 , 0,65 , 147,92 , 100,0 , 0,156 , 246,1 , 1,0 , 0,5,00:05:00,5 Rnd (5-5-5-5-5),Leon Roberts,http://ufcstats.com/fight-details/5f6b8e48e7d3b66f
68,Derrick Lewis,1,68%,0%,0,0,0,17 , 25,21 , 29,0 , 0,15 , 20,2 , 5,0 , 0,7 , 12,9 , 11,1 , 2,Gabriel Gonzaga,0,71%,16%,0,2,0,5 , 7,6 , 8,1 , 6,3 , 5,1 , 1,1 , 1,0 , 2,2 , 2,3 , 3,1,00:04:48,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/f4d9138ba502b7ec
69,Francis Ngannou,0,42%,0%,0,0,0,36 , 84,46 , 95,0 , 0,32 , 78,2 , 4,2 , 2,31 , 79,5 , 5,0 , 0,Curtis Blaydes,0,41%,33%,0,1,0,24 , 58,31 , 65,2 , 6,16 , 46,1 , 2,7 , 10,21 , 54,3 , 4,0 , 0,2,00:05:00,3 Rnd (5-5-5),Kevin Sataki,http://ufcstats.com/fight-details/9b79c05aa978c066
70,Tim Johnson,0,35%,0%,0,0,0,45 , 127,83 , 169,0 , 0,34 , 113,6 , 9,5 , 5,33 , 111,12 , 16,0 , 0,Marcin Tybura,0,47%,33%,0,1,0,48 , 101,75 , 128,1 , 3,30 , 78,14 , 19,4 , 4,37 , 89,11 , 12,0 , 0,3,00:05:00,3 Rnd (5-5-5),Grant Waterman,http://ufcstats.com/fight-details/eb53ec8983cb2a95
71,Igor Pokrajac,0,47%,0%,0,3,1,35 , 73,61 , 100,0 , 1,33 , 70,2 , 3,0 , 0,15 , 46,11 , 17,9 , 10,Jan Blachowicz,0,64%,100%,0,4,0,98 , 153,148 , 210,4 , 4,70 , 118,28 , 35,0 , 0,23 , 48,29 , 40,46 , 65,3,00:05:00,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/26779cfb01372664
72,Maryna Moroz,0,41%,33%,1,3,0,35 , 85,55 , 110,1 , 3,18 , 62,16 , 21,1 , 2,22 , 71,0 , 0,13 , 14,Cristina Stanciu,0,51%,100%,2,0,0,39 , 76,50 , 88,1 , 1,15 , 46,14 , 20,10 , 10,30 , 63,1 , 4,8 , 9,3,00:05:00,3 Rnd (5-5-5),Kevin Sataki,http://ufcstats.com/fight-details/1a0bf11582ae518b
73,Nicolas Dalby,0,38%,0%,0,0,0,57 , 150,69 , 163,0 , 1,29 , 103,11 , 24,17 , 23,52 , 139,4 , 9,1 , 2,Zak Cummings,1,35%,33%,1,3,0,56 , 158,77 , 183,1 , 3,38 , 132,11 , 19,7 , 7,51 , 150,1 , 1,4 , 7,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/5aa7ecc6507841bd
74,Ian Entwistle,0,0%,0%,1,0,0,0 , 2,0 , 2,0 , 1,0 , 2,0 , 0,0 , 0,0 , 2,0 , 0,0 , 0,Alejandro Perez,0,71%,0%,0,1,0,48 , 67,87 , 115,0 , 0,48 , 67,0 , 0,0 , 0,2 , 4,0 , 0,46 , 63,1,00:04:04,3 Rnd (5-5-5),Grant Waterman,http://ufcstats.com/fight-details/d1d7400c131ed40e
75,Mairbek Taisumov,1,42%,0%,0,0,0,25 , 59,25 , 59,0 , 0,18 , 48,1 , 5,6 , 6,25 , 59,0 , 0,0 , 0,Damir Hadzovic,0,25%,0%,0,0,0,11 , 43,11 , 43,0 , 0,9 , 40,1 , 2,1 , 1,11 , 42,0 , 1,0 , 0,1,00:03:44,3 Rnd (5-5-5),,http://ufcstats.com/fight-details/79884c0df84662b9
76,Filip Pejic,0,0%,0%,0,1,0,0 , 2,2 , 4,0 , 0,0 , 2,0 , 0,0 , 0,0 , 2,0 , 0,0 , 0,Damian Stasiak,0,66%,100%,1,3,0,2 , 3,3 , 5,2 , 2,1 , 2,0 , 0,1 , 1,1 , 1,0 , 0,1 , 2,1,00:02:16,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/3b5e1d6cbf9c8c9f
77,Rob Whiteford,0,45%,25%,0,1,0,45 , 99,90 , 158,1 , 4,20 , 64,14 , 20,11 , 15,41 , 92,4 , 7,0 , 0,Lucas Martins,0,34%,0%,0,0,0,30 , 87,31 , 88,0 , 0,20 , 69,4 , 10,6 , 8,29 , 84,1 , 3,0 , 0,3,00:05:00,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/42afd8c4fc85f485
78,Jared Cannonier,1,79%,0%,0,1,0,27 , 34,27 , 34,0 , 0,15 , 22,9 , 9,3 , 3,17 , 24,4 , 4,6 , 6,Cyril Asker,0,33%,0%,0,0,0,13 , 39,13 , 39,0 , 3,10 , 35,3 , 4,0 , 0,12 , 38,1 , 1,0 , 0,1,00:02:44,3 Rnd (5-5-5),Grant Waterman,http://ufcstats.com/fight-details/a020b5b917c27bb8
79,Alessio Di Chirico,0,43%,66%,0,1,0,65 , 148,78 , 161,2 , 3,40 , 111,16 , 25,9 , 12,61 , 142,2 , 3,2 , 3,Bojan Velickovic,0,33%,20%,1,1,1,45 , 135,56 , 148,1 , 5,16 , 89,9 , 17,20 , 29,43 , 131,2 , 4,0 , 0,3,00:05:00,3 Rnd (5-5-5),Kevin Sataki,http://ufcstats.com/fight-details/fcb225f454ebf1a1
80,Mark Hunt,1,42%,0%,0,0,0,8 , 19,8 , 19,0 , 0,6 , 14,1 , 2,1 , 3,8 , 19,0 , 0,0 , 0,Frank Mir,0,10%,0%,0,0,0,1 , 10,2 , 11,0 , 3,1 , 10,0 , 0,0 , 0,1 , 10,0 , 0,0 , 0,1,00:03:01,5 Rnd (5-5-5-5-5),Marc Goddard,http://ufcstats.com/fight-details/fb98219ce569b384
81,Hector Lombard,2,75%,33%,0,2,0,60 , 79,75 , 95,1 , 3,54 , 71,2 , 3,4 , 5,12 , 21,7 , 9,41 , 49,Neil Magny,0,75%,50%,2,5,0,148 , 197,196 , 250,1 , 2,133 , 181,12 , 13,3 , 3,32 , 69,16 , 16,100 , 112,3,00:00:46,3 Rnd (5-5-5),Steve Perceval,http://ufcstats.com/fight-details/a26db2cee9eab1f9
82,Jake Matthews,0,31%,0%,2,2,0,36 , 114,50 , 129,0 , 4,15 , 81,10 , 19,11 , 14,30 , 100,4 , 9,2 , 5,Johnny Case,0,35%,16%,0,1,0,35 , 100,49 , 116,1 , 6,15 , 66,14 , 26,6 , 8,27 , 86,2 , 6,6 , 8,3,00:04:45,3 Rnd (5-5-5),John Sharp,http://ufcstats.com/fight-details/784a57385d0e87ff
83,Daniel Kelly,0,42%,0%,0,1,0,37 , 88,57 , 112,0 , 1,30 , 80,3 , 3,4 , 5,8 , 37,3 , 5,26 , 46,Antonio Carlos Junior,0,53%,22%,0,2,0,33 , 62,52 , 87,2 , 9,22 , 47,9 , 12,2 , 3,26 , 52,2 , 4,5 , 6,3,00:01:36,3 Rnd (5-5-5),Greg Kleynjans,http://ufcstats.com/fight-details/b33d1e693e3c9958
84,James Te Huna,0,14%,0%,0,0,0,1 , 7,1 , 7,0 , 0,0 , 4,1 , 3,0 , 0,1 , 7,0 , 0,0 , 0,Steve Bosse,1,41%,0%,0,0,0,5 , 12,5 , 12,0 , 0,3 , 8,1 , 3,1 , 1,5 , 12,0 , 0,0 , 0,1,00:00:52,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/cf13dd810b2bd061
85,Bec Rawlings,0,42%,33%,0,1,0,77 , 183,90 , 199,1 , 3,61 , 156,16 , 27,0 , 0,63 , 164,6 , 11,8 , 8,Seohee Ham,0,37%,0%,1,0,1,92 , 247,119 , 276,0 , 2,61 , 202,27 , 38,4 , 7,81 , 231,7 , 11,4 , 5,3,00:05:00,3 Rnd (5-5-5),Steve Perceval,http://ufcstats.com/fight-details/8bf419824ca91470
86,Brendan O'Reilly,0,47%,100%,0,2,0,8 , 17,12 , 21,1 , 1,3 , 12,4 , 4,1 , 1,3 , 9,5 , 7,0 , 1,Alan Jouban,1,80%,0%,0,0,0,32 , 40,37 , 45,0 , 0,22 , 30,9 , 9,1 , 1,11 , 15,16 , 19,5 , 6,1,00:02:15,3 Rnd (5-5-5),John Sharp,http://ufcstats.com/fight-details/ee31f081cf576273
87,Dan Hooker,0,55%,0%,1,1,0,5 , 9,6 , 10,0 , 0,2 , 5,2 , 2,1 , 2,4 , 8,1 , 1,0 , 0,Mark Eddiva,0,50%,0%,0,0,0,4 , 8,7 , 12,0 , 2,1 , 4,2 , 3,1 , 1,4 , 8,0 , 0,0 , 0,1,00:01:24,3 Rnd (5-5-5),Greg Kleynjans,http://ufcstats.com/fight-details/e3fb9146a7eaaa47
88,Leslie Smith,0,34%,0%,0,0,0,62 , 181,72 , 193,0 , 0,51 , 167,11 , 14,0 , 0,59 , 176,3 , 5,0 , 0,Rin Nakai,0,33%,23%,1,5,0,31 , 92,58 , 124,3 , 13,26 , 81,4 , 9,1 , 2,22 , 80,9 , 12,0 , 0,3,00:05:00,3 Rnd (5-5-5),John Sharp,http://ufcstats.com/fight-details/aa92030dfd8b5d40
89,Richard Walsh,1,35%,33%,0,0,0,46 , 130,82 , 171,1 , 3,37 , 108,4 , 15,5 , 7,33 , 112,3 , 4,10 , 14,Viscardi Andrade,0,43%,62%,1,3,0,38 , 88,78 , 139,5 , 8,30 , 77,5 , 8,3 , 3,31 , 76,1 , 4,6 , 8,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/d2105d00baa3e15e
90,Ross Pearson,0,33%,0%,0,0,0,52 , 155,52 , 156,0 , 1,21 , 108,10 , 22,21 , 25,52 , 155,0 , 0,0 , 0,Chad Laprise,0,36%,0%,0,0,0,78 , 214,78 , 214,0 , 0,63 , 194,9 , 14,6 , 6,78 , 212,0 , 2,0 , 0,3,00:05:00,3 Rnd (5-5-5),Steve Perceval,http://ufcstats.com/fight-details/f7c9f7a6edca5299
91,Alan Patrick,0,64%,71%,1,10,0,25 , 39,117 , 147,5 , 7,23 , 36,1 , 2,1 , 1,7 , 12,0 , 0,18 , 27,Damien Brown,0,60%,33%,1,2,0,15 , 25,51 , 64,1 , 3,13 , 21,2 , 3,0 , 1,6 , 11,1 , 2,8 , 12,3,00:05:00,3 Rnd (5-5-5),Greg Kleynjans,http://ufcstats.com/fight-details/95d46f7a7e72f91c
92,Conor McGregor,0,43%,0%,0,0,1,61 , 140,66 , 145,0 , 1,47 , 117,7 , 11,7 , 12,56 , 133,3 , 4,2 , 3,Nate Diaz,0,50%,100%,2,1,0,77 , 152,89 , 169,1 , 1,65 , 131,9 , 13,3 , 8,62 , 133,10 , 12,5 , 7,2,00:04:12,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/4ace70bff9debdfb
93,Holly Holm,0,41%,0%,0,0,0,59 , 142,68 , 151,0 , 0,35 , 109,16 , 21,8 , 12,57 , 139,2 , 3,0 , 0,Miesha Tate,0,38%,22%,2,3,0,40 , 104,65 , 132,2 , 9,29 , 83,7 , 12,4 , 9,26 , 88,4 , 4,10 , 12,5,00:03:30,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/7ffd80b65b0ff942
94,Gian Villante,0,33%,0%,0,0,0,23 , 68,32 , 79,0 , 1,14 , 46,5 , 16,4 , 6,19 , 62,4 , 6,0 , 0,Ilir Latifi,0,56%,25%,0,1,0,30 , 53,36 , 59,3 , 12,21 , 41,6 , 8,3 , 4,19 , 39,8 , 10,3 , 4,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/17c598d7841daae0
95,Corey Anderson,0,35%,25%,0,1,0,55 , 153,79 , 178,1 , 4,33 , 127,10 , 13,12 , 13,48 , 142,3 , 6,4 , 5,Tom Lawlor,0,31%,100%,0,0,0,31 , 99,32 , 100,1 , 1,28 , 94,2 , 4,1 , 1,21 , 87,10 , 12,0 , 0,3,00:05:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/0bdea30d7a7322f7
96,Amanda Nunes,0,48%,33%,2,4,0,39 , 81,66 , 112,2 , 6,21 , 53,6 , 11,12 , 17,20 , 50,0 , 0,19 , 31,Valentina Shevchenko,0,41%,100%,0,1,1,28 , 67,56 , 99,1 , 1,22 , 58,3 , 6,3 , 3,16 , 51,5 , 8,7 , 8,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/ba2f3b9a12400aa0
97,Brandon Thatch,0,56%,50%,0,0,0,30 , 53,57 , 85,1 , 2,16 , 33,5 , 9,9 , 11,21 , 43,6 , 7,3 , 3,Siyar Bahadurzada,0,60%,100%,1,4,1,84 , 138,170 , 235,3 , 3,67 , 118,15 , 18,2 , 2,18 , 49,19 , 25,47 , 64,3,00:04:11,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/e86f7b7f3a047d2a
98,Erick Silva,0,34%,0%,0,0,0,11 , 32,11 , 32,0 , 1,2 , 14,6 , 10,3 , 8,11 , 32,0 , 0,0 , 0,Nordine Taleb,1,52%,100%,0,0,0,26 , 50,26 , 50,1 , 1,10 , 34,5 , 5,11 , 11,22 , 45,2 , 2,2 , 3,2,00:01:34,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/90a5ddd6738605d9
99,Vitor Miranda,0,64%,0%,0,0,0,46 , 71,61 , 87,0 , 0,38 , 58,6 , 10,2 , 3,21 , 45,25 , 26,0 , 0,Marcelo Guimaraes,0,52%,20%,0,0,0,23 , 44,31 , 53,1 , 5,6 , 22,4 , 8,13 , 14,19 , 37,3 , 6,1 , 1,2,00:01:09,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/49f83168974fb60f
100,Darren Elkins,0,67%,63%,0,4,0,104 , 153,193 , 255,7 , 11,73 , 118,26 , 29,5 , 6,24 , 65,32 , 36,48 , 52,Chas Skelly,0,37%,0%,2,0,0,27 , 72,32 , 83,0 , 1,23 , 65,4 , 7,0 , 0,20 , 62,5 , 8,2 , 2,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/d3255f2b8ef2b559
101,Diego Sanchez,0,38%,22%,0,2,0,48 , 125,71 , 148,2 , 9,35 , 101,12 , 21,1 , 3,40 , 116,3 , 4,5 , 5,Jim Miller,0,48%,0%,0,1,0,56 , 115,61 , 120,0 , 1,37 , 92,10 , 13,9 , 10,48 , 104,4 , 7,4 , 4,3,00:05:00,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/3f3b8dcd16dd7383
102,Jason Saggo,0,57%,0%,0,2,1,20 , 35,31 , 56,0 , 0,19 , 33,0 , 0,1 , 2,1 , 7,0 , 0,19 , 28,Justin Salas,0,33%,100%,0,0,0,1 , 3,2 , 4,1 , 1,0 , 1,1 , 1,0 , 1,1 , 3,0 , 0,0 , 0,1,00:04:31,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/8295c37ad4b6187e
103,Julian Erosa,0,36%,100%,0,1,0,16 , 44,24 , 52,1 , 1,4 , 27,9 , 13,3 , 4,14 , 38,2 , 4,0 , 2,Teruto Ishihara,1,52%,0%,0,1,0,27 , 51,31 , 55,0 , 0,19 , 42,3 , 3,5 , 6,22 , 39,1 , 4,4 , 8,2,00:00:34,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/6ecd93dbbaba7e10
104,Anderson Silva,1,55%,0%,0,0,0,75 , 135,75 , 135,0 , 0,47 , 104,15 , 18,13 , 13,69 , 126,4 , 5,2 , 4,Michael Bisping,1,34%,0%,0,0,0,108 , 316,112 , 320,0 , 1,58 , 251,12 , 20,38 , 45,98 , 299,4 , 6,6 , 11,5,00:05:00,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/0e9091311ca565ce
105,Gegard Mousasi,0,47%,0%,0,1,0,81 , 171,95 , 187,0 , 0,55 , 141,11 , 11,15 , 19,66 , 154,9 , 9,6 , 8,Thales Leites,0,24%,0%,0,0,0,17 , 70,19 , 72,0 , 10,12 , 60,0 , 3,5 , 7,17 , 69,0 , 1,0 , 0,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/b45d0e0d2bba01e9
106,Tom Breese,0,54%,0%,1,2,1,32 , 59,88 , 121,0 , 0,26 , 50,4 , 7,2 , 2,13 , 31,9 , 11,10 , 17,Keita Nakamura,0,37%,50%,1,4,1,6 , 16,16 , 27,3 , 6,4 , 9,2 , 5,0 , 2,6 , 15,0 , 1,0 , 0,3,00:05:00,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/0d043ecaf5bbc3ae
107,Francisco Rivera,0,41%,100%,0,0,0,69 , 165,69 , 165,2 , 2,59 , 152,2 , 4,8 , 9,66 , 162,3 , 3,0 , 0,Brad Pickett,0,28%,60%,0,3,0,39 , 137,64 , 163,3 , 5,13 , 86,14 , 22,12 , 29,34 , 129,2 , 3,3 , 5,3,00:05:00,3 Rnd (5-5-5),Neil Hall,http://ufcstats.com/fight-details/7c20284c4c2dc9d3
108,Mike Wilkinson,0,56%,0%,2,2,1,13 , 23,70 , 94,0 , 0,13 , 23,0 , 0,0 , 0,1 , 6,1 , 1,11 , 16,Makwan Amirkhani,0,64%,57%,0,10,3,32 , 50,54 , 77,4 , 7,32 , 49,0 , 1,0 , 0,5 , 8,0 , 0,27 , 42,3,00:05:00,3 Rnd (5-5-5),Grant Waterman,http://ufcstats.com/fight-details/dcf052ef89a66397
109,Davey Grant,0,66%,20%,0,2,1,72 , 109,112 , 154,1 , 5,46 , 76,14 , 18,12 , 15,33 , 58,16 , 22,23 , 29,Marlon Vera,0,34%,16%,0,1,0,23 , 66,28 , 72,1 , 6,9 , 46,13 , 19,1 , 1,13 , 48,6 , 8,4 , 10,3,00:05:00,3 Rnd (5-5-5),,http://ufcstats.com/fight-details/c959b92fb36220a3
110,Scott Askham,1,77%,50%,0,1,1,7 , 9,13 , 15,1 , 2,6 , 6,1 , 3,0 , 0,3 , 4,1 , 2,3 , 3,Chris Dempsey,0,60%,25%,0,1,0,6 , 10,20 , 24,1 , 4,2 , 5,2 , 3,2 , 2,0 , 0,5 , 9,1 , 1,1,00:04:45,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/5bff1ece35abac7f
111,Arnold Allen,1,30%,100%,0,1,0,31 , 101,40 , 113,4 , 4,20 , 85,5 , 8,6 , 8,16 , 81,6 , 9,9 , 11,Yaotzin Meza,0,40%,0%,0,0,0,25 , 61,51 , 93,0 , 8,10 , 43,6 , 8,9 , 10,21 , 56,4 , 5,0 , 0,3,00:05:00,3 Rnd (5-5-5),Grant Waterman,http://ufcstats.com/fight-details/c82f9bc365ff1074
112,Bradley Scott,0,41%,0%,0,0,0,45 , 109,52 , 116,0 , 1,30 , 81,7 , 20,8 , 8,45 , 109,0 , 0,0 , 0,Krzysztof Jotko,0,34%,50%,0,1,0,59 , 170,72 , 184,2 , 4,33 , 137,7 , 14,19 , 19,42 , 150,12 , 13,5 , 7,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/2af50cc7f34f6fc2
113,Norman Parke,0,23%,33%,0,1,0,17 , 72,17 , 72,1 , 3,6 , 53,4 , 8,7 , 11,15 , 68,0 , 1,2 , 3,Rustam Khabilov,0,38%,66%,0,3,0,33 , 85,61 , 114,6 , 9,30 , 79,2 , 3,1 , 3,15 , 62,2 , 2,16 , 21,3,00:05:00,3 Rnd (5-5-5),,http://ufcstats.com/fight-details/b29d4e0117776bb3
114,Daniel Omielanczuk,0,57%,0%,0,0,0,77 , 135,90 , 149,0 , 2,30 , 79,23 , 31,24 , 25,51 , 100,23 , 30,3 , 5,Jarjis Danho,0,43%,0%,0,0,0,38 , 88,55 , 108,0 , 0,25 , 71,11 , 13,2 , 4,19 , 58,19 , 30,0 , 0,3,00:01:31,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/a80579fe679d24e2
115,Teemu Packalen,1,54%,0%,1,1,0,6 , 11,6 , 11,0 , 0,6 , 11,0 , 0,0 , 0,2 , 5,0 , 0,4 , 6,Thibault Gouti,0,0%,0%,0,0,0,0 , 1,0 , 1,0 , 0,0 , 1,0 , 0,0 , 0,0 , 1,0 , 0,0 , 0,1,00:00:24,3 Rnd (5-5-5),Grant Waterman,http://ufcstats.com/fight-details/4bf6b6904ec94421
116,David Teymur,1,61%,100%,0,0,0,38 , 62,41 , 65,1 , 1,15 , 34,3 , 5,20 , 23,34 , 57,0 , 0,4 , 5,Martin Svensson,0,38%,0%,0,0,0,13 , 34,17 , 38,0 , 4,3 , 22,5 , 7,5 , 5,12 , 32,0 , 1,1 , 1,2,00:01:26,3 Rnd (5-5-5),Neil Hall,http://ufcstats.com/fight-details/0845e0f9e8d61b0f
117,Donald Cerrone,0,66%,50%,1,2,0,4 , 6,7 , 10,1 , 2,0 , 1,3 , 4,1 , 1,1 , 2,3 , 4,0 , 0,Alex Oliveira,0,58%,0%,0,0,0,14 , 24,17 , 27,0 , 0,4 , 13,6 , 7,4 , 4,3 , 9,11 , 15,0 , 0,1,00:02:33,5 Rnd (5-5-5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/214fa13c3f230259
118,Derek Brunson,0,45%,0%,0,0,0,23 , 51,27 , 57,0 , 0,22 , 50,0 , 0,1 , 1,2 , 9,0 , 0,21 , 42,Roan Carneiro,0,0%,0%,0,0,0,0 , 13,0 , 13,0 , 1,0 , 13,0 , 0,0 , 0,0 , 12,0 , 1,0 , 0,1,00:02:38,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/eadb215519406e92
119,Cody Garbrandt,1,26%,0%,0,0,0,11 , 41,11 , 41,0 , 0,8 , 37,1 , 2,2 , 2,10 , 39,0 , 0,1 , 2,Augusto Mendes,0,28%,0%,0,0,0,11 , 38,11 , 38,0 , 0,5 , 26,0 , 1,6 , 11,10 , 36,1 , 1,0 , 1,1,00:04:18,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/2f15a2ed6cd4711f
120,Dennis Bermudez,0,76%,80%,1,2,0,61 , 80,120 , 142,4 , 5,51 , 68,5 , 7,5 , 5,11 , 27,7 , 9,43 , 44,Tatsuya Kawajiri,0,46%,14%,0,1,1,12 , 26,27 , 41,1 , 7,7 , 18,3 , 5,2 , 3,9 , 23,1 , 1,2 , 2,3,00:05:00,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/3bd5dbc1598c409d
121,Chris Camozzi,1,84%,0%,0,0,0,11 , 13,11 , 13,0 , 0,8 , 10,0 , 0,3 , 3,4 , 4,7 , 9,0 , 0,Joe Riggs,0,0%,0%,0,0,0,0 , 0,0 , 0,0 , 0,0 , 0,0 , 0,0 , 0,0 , 0,0 , 0,0 , 0,1,00:00:26,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/a06a3bc70d7c4264
122,James Krause,0,42%,14%,2,3,0,47 , 111,55 , 124,2 , 14,35 , 96,9 , 12,3 , 3,44 , 107,3 , 4,0 , 0,Shane Campbell,0,63%,66%,0,2,0,82 , 129,106 , 156,2 , 3,33 , 71,27 , 33,22 , 25,62 , 104,7 , 9,13 , 16,3,00:05:00,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/b7653a82f4b07b1f
