,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,rounds,time,format,referee,url
16,Chris de la Rocha,0,53%,50%,0,0,0,41 , 76,46 , 81,1 , 2,30 , 64,10 , 11,1 , 1,36 , 67,3 , 7,2 , 2,Juan Adams,0,59%,100%,0,4,0,86 , 144,121 , 180,2 , 2,74 , 131,8 , 8,4 , 5,38 , 85,13 , 15,35 , 44,3,00:00:58,3 Rnd (5-5-5),Joe Fipp,http://ufcstats.com/fight-details/c4f443509308dec6
17,Max Holloway,0,59%,100%,0,0,0,290 , 490,307 , 507,1 , 1,244 , 430,41 , 55,5 , 5,281 , 479,8 , 10,1 , 1,Brian Ortega,0,37%,18%,0,0,0,110 , 292,112 , 294,2 , 11,87 , 267,16 , 18,7 , 7,101 , 282,9 , 10,0 , 0,4,00:05:00,5 Rnd (5-5-5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/4e55251b7a0df0c2
18,Valentina Shevchenko,0,46%,35%,0,3,0,89 , 191,118 , 223,5 , 14,50 , 135,16 , 25,23 , 31,65 , 159,16 , 24,8 , 8,Joanna Jedrzejczyk,0,31%,0%,0,0,0,78 , 250,124 , 300,0 , 0,12 , 133,44 , 78,22 , 39,59 , 224,19 , 26,0 , 0,5,00:05:00,5 Rnd (5-5-5-5-5),Todd Ronald Anderson,http://ufcstats.com/fight-details/48a2a476d3b59866
19,Alex Oliveira,0,73%,0%,0,0,1,36 , 49,52 , 69,0 , 2,27 , 40,6 , 6,3 , 3,3 , 4,9 , 9,24 , 36,Gunnar Nelson,0,100%,40%,1,2,0,11 , 11,20 , 20,2 , 5,10 , 10,1 , 1,0 , 0,1 , 1,1 , 1,9 , 9,2,00:04:17,3 Rnd (5-5-5),Jerin Valel,http://ufcstats.com/fight-details/3a42dd84680f444b
20,Hakeem Dawodu,0,48%,0%,0,0,0,103 , 212,103 , 212,0 , 0,51 , 146,35 , 48,17 , 18,99 , 208,4 , 4,0 , 0,Kyle Bochniak,0,38%,16%,0,1,0,42 , 109,47 , 114,2 , 12,27 , 79,4 , 9,11 , 21,37 , 97,3 , 10,2 , 2,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/e0e22d7bc5a293e8
21,Jimi Manuwa,0,64%,0%,0,0,0,27 , 42,30 , 45,0 , 2,15 , 30,12 , 12,0 , 0,8 , 20,17 , 19,2 , 3,Thiago Santos,2,56%,33%,0,1,0,42 , 74,65 , 97,1 , 3,27 , 58,13 , 14,2 , 2,20 , 45,22 , 28,0 , 1,2,00:00:41,3 Rnd (5-5-5),Todd Ronald Anderson,http://ufcstats.com/fight-details/37a7dc68f3a0e65d
22,Claudia Gadelha,0,43%,20%,0,3,0,49 , 112,85 , 149,2 , 10,45 , 106,3 , 4,1 , 2,38 , 97,4 , 8,7 , 7,Nina Ansaroff,0,45%,0%,0,0,0,96 , 211,123 , 238,0 , 0,62 , 173,5 , 9,29 , 29,91 , 205,5 , 6,0 , 0,3,00:05:00,3 Rnd (5-5-5),Jerin Valel,http://ufcstats.com/fight-details/d5577e3272ef3032
23,Olivier Aubin-Mercier,0,41%,0%,0,0,0,40 , 96,42 , 98,0 , 0,35 , 88,5 , 8,0 , 0,37 , 93,3 , 3,0 , 0,Gilbert Burns,1,53%,42%,0,4,0,76 , 143,120 , 190,3 , 7,57 , 121,16 , 17,3 , 5,37 , 95,6 , 6,33 , 42,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/1fa8537d3992a09a
24,Katlyn Chookagian,0,32%,0%,0,0,0,65 , 201,70 , 207,0 , 0,51 , 180,9 , 15,5 , 6,49 , 182,8 , 9,8 , 10,Jessica Eye,0,42%,0%,0,0,0,81 , 190,83 , 192,0 , 3,39 , 127,24 , 42,18 , 21,70 , 174,11 , 16,0 , 0,3,00:05:00,3 Rnd (5-5-5),Todd Ronald Anderson,http://ufcstats.com/fight-details/00b1e95f6aea7027
25,Elias Theodorou,0,43%,0%,0,0,0,92 , 211,102 , 221,0 , 3,31 , 127,31 , 42,30 , 42,64 , 171,28 , 40,0 , 0,Eryk Anders,1,48%,0%,0,0,0,65 , 133,66 , 134,0 , 1,54 , 116,10 , 16,1 , 1,48 , 105,17 , 28,0 , 0,3,00:05:00,3 Rnd (5-5-5),Jerin Valel,http://ufcstats.com/fight-details/7d679c16024f6f38
26,Brad Katona,0,48%,0%,0,0,0,76 , 158,86 , 170,0 , 3,40 , 106,12 , 26,24 , 26,67 , 146,4 , 6,5 , 6,Matthew Lopez,0,48%,66%,1,1,0,69 , 142,79 , 155,4 , 6,41 , 99,17 , 31,11 , 12,65 , 134,3 , 6,1 , 2,3,00:05:00,3 Rnd (5-5-5),Brian Beauchamp,http://ufcstats.com/fight-details/41feee2c08af2235
27,Chad Laprise,0,50%,0%,0,0,0,8 , 16,8 , 16,0 , 0,2 , 9,0 , 1,6 , 6,8 , 16,0 , 0,0 , 0,Dhiego Lima,1,20%,0%,0,0,0,5 , 25,5 , 25,0 , 0,4 , 23,1 , 1,0 , 1,5 , 25,0 , 0,0 , 0,1,00:01:37,3 Rnd (5-5-5),Graham Bettes,http://ufcstats.com/fight-details/e909e34cdee01831
28,Diego Ferreira,0,52%,50%,1,6,0,54 , 102,63 , 112,2 , 4,42 , 87,8 , 11,4 , 4,27 , 55,1 , 1,26 , 46,Kyle Nelson,0,40%,0%,0,0,0,20 , 50,20 , 50,0 , 0,12 , 37,6 , 10,2 , 3,19 , 48,1 , 1,0 , 1,2,00:01:23,3 Rnd (5-5-5),Ivan Svec,http://ufcstats.com/fight-details/fdc97f9b88bdef7d
29,Devin Clark,1,61%,0%,0,0,0,19 , 31,24 , 36,0 , 2,15 , 26,0 , 1,4 , 4,3 , 13,9 , 10,7 , 8,Aleksandar Rakic,1,68%,0%,0,0,0,31 , 45,33 , 47,0 , 1,12 , 24,10 , 10,9 , 11,11 , 19,10 , 10,10 , 16,1,00:04:05,3 Rnd (5-5-5),Brian Beauchamp,http://ufcstats.com/fight-details/19d1ae54681bc722
30,Junior Dos Santos,1,40%,0%,0,2,0,26 , 65,37 , 77,0 , 0,20 , 55,4 , 7,2 , 3,15 , 37,0 , 1,11 , 27,Tai Tuivasa,0,38%,0%,0,0,0,16 , 42,16 , 46,0 , 0,9 , 33,4 , 4,3 , 5,10 , 32,6 , 10,0 , 0,2,00:02:30,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/b6bd31215bd7ec1f
31,Mauricio Rua,1,53%,60%,0,3,0,30 , 56,62 , 94,3 , 5,23 , 45,2 , 3,5 , 8,12 , 26,1 , 2,17 , 28,Tyson Pedro,0,70%,0%,1,0,0,31 , 44,36 , 49,0 , 1,21 , 33,9 , 10,1 , 1,21 , 33,10 , 11,0 , 0,3,00:00:43,3 Rnd (5-5-5),Steve Perceval,http://ufcstats.com/fight-details/20063242f6e40d31
32,Mark Hunt,0,31%,0%,0,0,0,19 , 60,19 , 60,0 , 0,3 , 37,11 , 18,5 , 5,19 , 60,0 , 0,0 , 0,Justin Willis,0,57%,0%,0,0,0,59 , 103,59 , 103,0 , 0,45 , 84,3 , 6,11 , 13,59 , 103,0 , 0,0 , 0,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/70feb2bfc12b97d4
33,Jake Matthews,0,32%,0%,1,0,1,24 , 75,27 , 78,0 , 1,15 , 60,6 , 9,3 , 6,23 , 74,1 , 1,0 , 0,Anthony Rocco Martin,0,29%,0%,1,2,1,25 , 86,33 , 94,0 , 0,15 , 75,1 , 1,9 , 10,23 , 84,1 , 1,1 , 1,3,00:01:19,3 Rnd (5-5-5),Jim Perdios,http://ufcstats.com/fight-details/60cc0ac9ace28324
34,Suman Mokhtarian,0,55%,0%,0,0,0,5 , 9,6 , 10,0 , 0,1 , 5,3 , 3,1 , 1,3 , 7,2 , 2,0 , 0,Sodiq Yusuff,0,53%,0%,0,0,0,23 , 43,44 , 66,0 , 0,18 , 38,4 , 4,1 , 1,19 , 36,4 , 7,0 , 0,1,00:02:14,3 Rnd (5-5-5),Greg Kleynjans,http://ufcstats.com/fight-details/0ac4f0c1b4d021f6
35,Jimmy Crute,0,44%,100%,4,9,2,17 , 38,49 , 75,1 , 1,16 , 36,0 , 0,1 , 2,2 , 14,0 , 0,15 , 24,Paul Craig,0,54%,42%,0,3,1,12 , 22,45 , 57,3 , 7,7 , 16,5 , 6,0 , 0,8 , 18,1 , 1,3 , 3,3,00:04:51,3 Rnd (5-5-5),Steve Perceval,http://ufcstats.com/fight-details/29f40d82bd128c65
36,Yushin Okami,0,17%,0%,0,0,0,10 , 56,10 , 56,0 , 15,7 , 52,2 , 3,1 , 1,10 , 56,0 , 0,0 , 0,Aleksei Kunchenko,0,55%,0%,0,0,0,72 , 129,141 , 203,0 , 0,44 , 94,11 , 15,17 , 20,51 , 105,15 , 16,6 , 8,3,00:05:00,3 Rnd (5-5-5),Neil Swailes,http://ufcstats.com/fight-details/73a299d44d2ef5cd
37,Wilson Reis,0,27%,41%,1,1,0,32 , 115,41 , 126,7 , 17,18 , 91,4 , 12,10 , 12,30 , 111,2 , 4,0 , 0,Ben Nguyen,0,35%,0%,0,0,0,39 , 111,53 , 126,0 , 0,31 , 97,7 , 12,1 , 2,37 , 108,2 , 3,0 , 0,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/fa9ec0b8c4b3a84a
38,Keita Nakamura,1,42%,0%,0,0,0,41 , 97,55 , 112,0 , 4,32 , 82,2 , 6,7 , 9,36 , 89,5 , 8,0 , 0,Salim Touahri,0,43%,0%,0,0,0,34 , 79,42 , 87,0 , 0,14 , 52,17 , 24,3 , 3,25 , 69,9 , 10,0 , 0,3,00:05:00,3 Rnd (5-5-5),Jim Perdios,http://ufcstats.com/fight-details/94dcbc64641cbb6e
39,Elias Garcia,1,21%,14%,2,0,1,16 , 73,20 , 77,1 , 7,13 , 67,1 , 2,2 , 4,15 , 72,1 , 1,0 , 0,Kai Kara-France,1,48%,0%,0,5,1,86 , 178,157 , 261,0 , 0,74 , 163,9 , 11,3 , 4,33 , 82,0 , 0,53 , 96,3,00:05:00,3 Rnd (5-5-5),Greg Kleynjans,http://ufcstats.com/fight-details/c65f4b4c0338d0c1
40,Mizuto Hirota,0,34%,0%,1,2,0,19 , 55,47 , 86,0 , 0,15 , 50,4 , 4,0 , 1,12 , 41,4 , 10,3 , 4,Christos Giagos,0,34%,50%,0,0,1,31 , 90,63 , 131,5 , 10,22 , 80,8 , 9,1 , 1,14 , 53,3 , 4,14 , 33,3,00:05:00,3 Rnd (5-5-5),Steve Perceval,http://ufcstats.com/fight-details/69279781a89c893e
41,Alex Gorgees,0,32%,0%,0,0,0,10 , 31,22 , 43,0 , 0,5 , 21,3 , 5,2 , 5,5 , 26,5 , 5,0 , 0,Damir Ismagulov,0,61%,45%,0,4,0,34 , 55,103 , 137,5 , 11,22 , 38,9 , 13,3 , 4,20 , 32,3 , 3,11 , 20,3,00:05:00,3 Rnd (5-5-5),Neil Swailes,http://ufcstats.com/fight-details/44c60f91b4f7b23d
42,Rafael Dos Anjos,0,55%,0%,2,0,1,62 , 112,84 , 138,0 , 1,27 , 74,19 , 20,16 , 18,35 , 83,22 , 24,5 , 5,Kamaru Usman,0,58%,66%,0,7,0,130 , 223,227 , 334,12 , 18,95 , 183,29 , 34,6 , 6,48 , 111,33 , 43,49 , 69,5,00:05:00,5 Rnd (5-5-5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/0d077813b6164fe1
43,Juan Espino,0,95%,100%,2,4,0,22 , 23,44 , 52,2 , 2,19 , 20,3 , 3,0 , 0,0 , 0,5 , 5,17 , 18,Justin Frazier,0,66%,0%,0,0,0,4 , 6,17 , 19,0 , 0,0 , 2,4 , 4,0 , 0,0 , 1,4 , 5,0 , 0,1,00:03:36,3 Rnd   OT (5-5-5-5),Mark Smith,http://ufcstats.com/fight-details/cc73c73e6e3412d4
44,Pannie Kianzad,0,48%,0%,1,0,0,19 , 39,30 , 50,0 , 2,10 , 27,9 , 12,0 , 0,8 , 23,11 , 16,0 , 0,Macy Chiasson,1,48%,0%,2,2,0,24 , 50,37 , 64,0 , 6,11 , 31,12 , 18,1 , 1,12 , 28,10 , 18,2 , 4,2,00:02:11,3 Rnd   OT (5-5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/d99b2abf50e9a03e
45,Pedro Munhoz,1,60%,0%,0,0,0,35 , 58,38 , 62,0 , 0,24 , 45,2 , 2,9 , 11,27 , 47,4 , 7,4 , 4,Bryan Caraway,0,41%,0%,0,0,0,20 , 48,21 , 49,0 , 5,18 , 46,1 , 1,1 , 1,20 , 45,0 , 3,0 , 0,1,00:02:39,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/aa7d691fc6385acb
46,Darren Stewart,0,47%,33%,0,0,0,34 , 71,46 , 84,1 , 3,29 , 63,4 , 6,1 , 2,11 , 40,12 , 16,11 , 15,Edmen Shahbazyan,0,59%,38%,0,3,0,22 , 37,27 , 43,8 , 21,12 , 25,6 , 8,4 , 4,10 , 21,11 , 15,1 , 1,3,00:05:00,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/5b2835ac76f05993
47,Ji Yeon Kim,0,25%,0%,0,0,0,33 , 128,85 , 188,0 , 0,18 , 113,5 , 5,10 , 10,26 , 116,7 , 12,0 , 0,Antonina Shevchenko,0,49%,100%,0,1,0,66 , 134,87 , 167,2 , 2,41 , 101,18 , 26,7 , 7,46 , 106,14 , 19,6 , 9,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/c2fd3d874f558408
48,Rick Glenn,0,39%,0%,0,0,0,74 , 187,77 , 190,0 , 4,50 , 149,11 , 22,13 , 16,63 , 171,11 , 15,0 , 1,Kevin Aguilar,1,51%,0%,0,2,0,86 , 168,103 , 186,0 , 1,47 , 124,33 , 38,6 , 6,62 , 134,11 , 18,13 , 16,3,00:05:00,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/4e6bbc5832e55f64
49,Joseph Benavidez,0,48%,50%,0,0,0,35 , 72,42 , 79,1 , 2,20 , 48,11 , 17,4 , 7,19 , 50,1 , 2,15 , 20,Alex Perez,0,43%,100%,0,0,0,14 , 32,14 , 32,1 , 1,5 , 21,7 , 9,2 , 2,9 , 27,5 , 5,0 , 0,1,00:04:19,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/1785c7fb722d3007
50,Maurice Greene,0,60%,0%,1,0,0,9 , 15,11 , 18,0 , 0,6 , 11,1 , 2,2 , 2,4 , 10,5 , 5,0 , 0,Michel Batista,0,0%,50%,0,0,0,0 , 0,4 , 10,1 , 2,0 , 0,0 , 0,0 , 0,0 , 0,0 , 0,0 , 0,1,00:02:14,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/86046081e767437e
51,Julija Stoliarenko,0,36%,0%,1,0,0,57 , 158,66 , 168,0 , 4,39 , 126,7 , 14,11 , 18,50 , 149,5 , 7,2 , 2,Leah Letson,0,40%,0%,0,0,0,73 , 179,88 , 196,0 , 1,40 , 137,19 , 26,14 , 16,66 , 169,6 , 9,1 , 1,3,00:05:00,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/6abf4f61a1e11d34
52,Roosevelt Roberts,0,45%,0%,1,0,0,16 , 35,23 , 42,0 , 0,10 , 28,4 , 5,2 , 2,15 , 33,1 , 2,0 , 0,Darrell Horcher,0,30%,0%,0,0,0,10 , 33,19 , 43,0 , 1,5 , 25,5 , 7,0 , 1,8 , 31,2 , 2,0 , 0,1,00:04:50,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/d2ef04d5f384c05a
53,Tim Means,0,59%,100%,0,0,0,19 , 32,26 , 39,2 , 2,17 , 30,1 , 1,1 , 1,5 , 14,0 , 0,14 , 18,Ricky Rainey,0,50%,0%,0,0,0,6 , 12,6 , 12,0 , 0,6 , 11,0 , 1,0 , 0,6 , 12,0 , 0,0 , 0,1,00:01:18,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/c7df07266a9597d9
54,Raoni Barcelos,0,55%,100%,1,3,0,35 , 63,83 , 118,2 , 2,33 , 60,0 , 0,2 , 3,3 , 22,0 , 0,32 , 41,Chris Gutierrez,0,50%,0%,0,0,0,26 , 52,32 , 60,0 , 1,9 , 25,0 , 4,17 , 23,23 , 48,0 , 0,3 , 4,2,00:04:12,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/e3f31cdd33b4ca92
55,Curtis Blaydes,0,12%,0%,0,0,0,1 , 8,1 , 8,0 , 2,1 , 7,0 , 0,0 , 1,1 , 8,0 , 0,0 , 0,Francis Ngannou,1,76%,0%,0,0,0,13 , 17,13 , 17,0 , 0,11 , 15,1 , 1,1 , 1,3 , 6,5 , 5,5 , 6,1,00:00:45,5 Rnd (5-5-5-5-5),Marc Goddard,http://ufcstats.com/fight-details/12e12307414dafc6
56,Alistair Overeem,0,84%,50%,0,0,0,22 , 26,26 , 31,1 , 2,13 , 16,8 , 9,1 , 1,3 , 5,7 , 7,12 , 14,Sergei Pavlovich,0,40%,0%,0,0,0,13 , 32,18 , 37,0 , 2,9 , 25,3 , 6,1 , 1,8 , 22,5 , 10,0 , 0,1,00:04:21,3 Rnd (5-5-5),John Sharp,http://ufcstats.com/fight-details/1c43b38c1f4bdbe2
57,Song Yadong,0,45%,100%,0,2,0,79 , 172,86 , 181,2 , 2,55 , 138,13 , 18,11 , 16,74 , 165,2 , 2,3 , 5,Vince Morales,0,36%,0%,0,0,0,74 , 201,83 , 211,0 , 0,52 , 167,14 , 22,8 , 12,67 , 190,6 , 8,1 , 3,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/d755a29a49c9ee09
58,Jingliang Li,1,40%,50%,0,2,0,89 , 222,97 , 234,1 , 2,59 , 183,10 , 11,20 , 28,81 , 204,3 , 12,5 , 6,David Zawada,1,39%,0%,0,1,0,73 , 184,74 , 185,0 , 4,52 , 159,19 , 23,2 , 2,63 , 162,10 , 20,0 , 2,3,00:04:07,3 Rnd (5-5-5),Peter Hickmott,http://ufcstats.com/fight-details/21992c366d3b4602
59,Kenan Song,0,40%,0%,0,0,0,61 , 152,62 , 153,0 , 0,36 , 108,13 , 26,12 , 18,53 , 141,8 , 11,0 , 0,Alex Morono,0,46%,0%,0,0,0,98 , 212,100 , 214,0 , 2,74 , 178,14 , 21,10 , 13,90 , 196,8 , 16,0 , 0,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/9e1853861f58191f
60,Yanan Wu,0,50%,0%,1,0,0,18 , 36,28 , 46,0 , 1,8 , 22,1 , 4,9 , 10,15 , 32,3 , 4,0 , 0,Lauren Mueller,0,39%,0%,0,0,0,17 , 43,27 , 55,0 , 1,9 , 31,7 , 10,1 , 2,12 , 35,4 , 5,1 , 3,1,00:04:00,3 Rnd (5-5-5),John Sharp,http://ufcstats.com/fight-details/d1a93a55c8063ff3
61,Hu Yaozong,0,52%,0%,0,0,0,92 , 174,98 , 183,0 , 1,33 , 99,24 , 29,35 , 46,70 , 141,22 , 33,0 , 0,Rashad Coulter,1,62%,0%,0,0,0,98 , 157,108 , 167,0 , 0,80 , 139,12 , 12,6 , 6,69 , 121,27 , 33,2 , 3,3,00:05:00,3 Rnd (5-5-5),Thomas Fan,http://ufcstats.com/fight-details/438fbdd4cf27e324
