,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,rounds,time,format,referee,url
62,Weili Zhang,0,77%,33%,2,2,0,45 , 58,63 , 79,1 , 3,36 , 48,7 , 8,2 , 2,3 , 9,3 , 3,39 , 46,Jessica Aguilar,0,75%,0%,0,0,0,9 , 12,11 , 14,0 , 1,0 , 2,8 , 9,1 , 1,0 , 2,9 , 10,0 , 0,1,00:03:41,3 Rnd (5-5-5),Peter Hickmott,http://ufcstats.com/fight-details/a932059e61f4c25e
63,Liu Pingyuan,1,41%,0%,2,2,0,55 , 133,73 , 155,0 , 4,41 , 111,9 , 17,5 , 5,47 , 118,4 , 8,4 , 7,Martin Day,1,54%,100%,2,0,0,100 , 184,127 , 218,1 , 1,54 , 120,38 , 56,8 , 8,82 , 164,4 , 4,14 , 16,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/43af7c5772e8198f
64,Xiaonan Yan,0,45%,0%,0,0,0,150 , 331,150 , 333,0 , 1,115 , 276,9 , 13,26 , 42,146 , 324,4 , 7,0 , 0,Syuri Kondo,0,38%,0%,0,0,0,86 , 221,86 , 221,0 , 0,60 , 181,12 , 25,14 , 15,82 , 210,4 , 11,0 , 0,3,00:05:00,3 Rnd (5-5-5),John Sharp,http://ufcstats.com/fight-details/e8093d77f566fe51
65,Kevin Holland,0,65%,83%,2,8,0,123 , 187,164 , 236,5 , 6,74 , 127,33 , 42,16 , 18,95 , 153,11 , 12,17 , 22,John Phillips,0,33%,0%,0,0,1,51 , 154,53 , 156,0 , 0,21 , 108,16 , 29,14 , 17,43 , 132,7 , 16,1 , 6,3,00:04:05,3 Rnd (5-5-5),Peter Hickmott,http://ufcstats.com/fight-details/02731f017c838ad4
66,Su Mudaerji,0,60%,0%,2,0,1,18 , 30,20 , 33,0 , 0,18 , 29,0 , 1,0 , 0,4 , 12,0 , 1,14 , 17,Louis Smolka,0,51%,40%,1,3,0,32 , 62,42 , 76,2 , 5,30 , 58,2 , 4,0 , 0,1 , 9,2 , 2,29 , 51,2,00:02:07,3 Rnd (5-5-5),Thomas Fan,http://ufcstats.com/fight-details/8c109a0c53ed9618
67,Neil Magny,0,28%,0%,0,0,0,72 , 251,72 , 251,0 , 2,51 , 219,9 , 14,12 , 18,70 , 245,0 , 2,2 , 4,Santiago Ponzinibbio,2,44%,0%,0,0,0,79 , 177,81 , 179,0 , 0,51 , 144,7 , 10,21 , 23,74 , 172,2 , 2,3 , 3,4,00:02:36,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/7e695ad026b2ec66
68,Ricardo Lamas,0,56%,60%,0,1,1,70 , 123,80 , 134,3 , 5,39 , 88,14 , 15,17 , 20,43 , 93,10 , 12,17 , 18,Darren Elkins,0,35%,50%,0,2,0,62 , 174,81 , 196,3 , 6,50 , 151,10 , 21,2 , 2,48 , 151,13 , 21,1 , 2,3,00:04:09,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/f9ab603b763998f7
69,Khalil Rountree Jr.,0,44%,0%,0,0,0,4 , 9,5 , 10,0 , 0,3 , 7,0 , 0,1 , 2,1 , 5,3 , 4,0 , 0,Johnny Walker,1,90%,0%,0,0,0,10 , 11,10 , 11,0 , 0,7 , 8,1 , 1,2 , 2,5 , 6,3 , 3,2 , 2,1,00:01:57,3 Rnd (5-5-5),Fernando Portella,http://ufcstats.com/fight-details/51ce499611a5df68
70,Cezar Ferreira,0,47%,45%,0,1,0,26 , 55,38 , 68,5 , 11,17 , 39,3 , 9,6 , 7,22 , 47,4 , 8,0 , 0,Ian Heinisch,1,57%,14%,2,1,0,55 , 95,90 , 133,1 , 7,38 , 74,10 , 10,7 , 11,30 , 59,14 , 21,11 , 15,3,00:05:00,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/3bde8910fabf0dd3
71,Guido Cannetti,0,57%,50%,0,1,0,24 , 42,37 , 56,2 , 4,11 , 25,8 , 10,5 , 7,8 , 23,8 , 11,8 , 8,Marlon Vera,1,68%,100%,2,1,0,24 , 35,36 , 48,2 , 2,13 , 18,10 , 14,1 , 3,3 , 10,17 , 19,4 , 6,2,00:01:31,3 Rnd (5-5-5),Eduardo Herdy,http://ufcstats.com/fight-details/b9a3b520e68f8142
72,Cynthia Calvillo,0,53%,66%,1,2,0,22 , 41,35 , 54,2 , 3,7 , 15,11 , 14,4 , 12,9 , 25,2 , 2,11 , 14,Poliana Botelho,0,30%,0%,0,0,0,6 , 20,10 , 24,0 , 0,1 , 11,1 , 4,4 , 5,5 , 16,0 , 3,1 , 1,1,00:04:48,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/99bfad1679112591
73,Michel Prazeres,1,78%,100%,1,3,0,18 , 23,26 , 32,1 , 1,18 , 23,0 , 0,0 , 0,3 , 5,1 , 2,14 , 16,Bartosz Fabinski,0,20%,0%,0,0,0,1 , 5,1 , 5,0 , 0,0 , 4,0 , 0,1 , 1,1 , 5,0 , 0,0 , 0,1,00:01:02,3 Rnd (5-5-5),Osiris Maia,http://ufcstats.com/fight-details/410aca28fda60f76
74,Alexandre Pantoja,0,57%,0%,2,1,1,4 , 7,7 , 10,0 , 1,3 , 5,1 , 1,0 , 1,4 , 7,0 , 0,0 , 0,Ulka Sasaki,0,63%,0%,0,0,0,7 , 11,8 , 12,0 , 0,6 , 10,1 , 1,0 , 0,3 , 6,0 , 0,4 , 5,1,00:02:18,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/961f434fe238f40e
75,Humberto Bandenay,0,35%,66%,0,0,0,30 , 85,31 , 87,2 , 3,12 , 59,10 , 15,8 , 11,24 , 76,6 , 9,0 , 0,Austin Arnett,0,63%,16%,0,1,0,74 , 116,95 , 139,1 , 6,43 , 73,30 , 41,1 , 2,40 , 72,16 , 22,18 , 22,3,00:05:00,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/85f85003fadf7a7b
76,Laureano Staropoli,0,35%,0%,0,0,0,97 , 275,99 , 277,0 , 0,71 , 235,15 , 29,11 , 11,94 , 270,3 , 5,0 , 0,Hector Aldana,0,40%,0%,0,0,0,69 , 170,72 , 173,0 , 0,45 , 136,7 , 12,17 , 22,63 , 158,6 , 12,0 , 0,3,00:05:00,3 Rnd (5-5-5),Fernando Portella,http://ufcstats.com/fight-details/629c0eb319e01374
77,Devin Powell,0,41%,0%,0,0,0,58 , 139,68 , 157,0 , 1,18 , 78,15 , 28,25 , 33,50 , 113,7 , 14,1 , 12,Jesus Pinedo,0,42%,100%,0,0,0,60 , 142,68 , 153,5 , 5,35 , 103,16 , 25,9 , 14,38 , 106,7 , 8,15 , 28,3,00:05:00,3 Rnd (5-5-5),Osiris Maia,http://ufcstats.com/fight-details/9cd172df74575fd4
78,Nad Narimani,0,45%,20%,0,2,0,84 , 186,111 , 220,1 , 5,63 , 160,9 , 12,12 , 14,57 , 149,10 , 11,17 , 26,Anderson Dos Santos,0,27%,0%,1,0,0,46 , 170,50 , 174,0 , 1,32 , 154,7 , 8,7 , 8,39 , 160,5 , 6,2 , 4,3,00:05:00,3 Rnd (5-5-5),Eduardo Herdy,http://ufcstats.com/fight-details/c7bc8750e9503805
79,Chan Sung Jung,0,40%,0%,0,0,0,126 , 308,130 , 312,0 , 5,111 , 285,9 , 14,6 , 9,114 , 293,12 , 15,0 , 0,Yair Rodriguez,1,43%,0%,0,0,0,119 , 271,129 , 281,0 , 4,59 , 190,24 , 38,36 , 43,113 , 262,6 , 9,0 , 0,5,00:04:59,5 Rnd (5-5-5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/0ccd16201ac41ef8
80,Donald Cerrone,0,69%,0%,1,2,1,9 , 13,10 , 14,0 , 1,2 , 5,4 , 5,3 , 3,4 , 8,5 , 5,0 , 0,Mike Perry,0,55%,100%,0,1,0,11 , 20,11 , 20,1 , 1,0 , 9,6 , 6,5 , 5,4 , 13,6 , 6,1 , 1,1,00:04:46,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/46cfd4aaa02ce202
81,Raquel Pennington,0,28%,0%,0,0,0,24 , 84,52 , 130,0 , 8,4 , 55,11 , 17,9 , 12,13 , 71,11 , 13,0 , 0,Germaine de Randamie,0,39%,0%,0,0,0,42 , 107,91 , 159,0 , 0,17 , 73,17 , 24,8 , 10,25 , 84,17 , 23,0 , 0,3,00:05:00,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/0a667143584a2d96
82,Beneil Dariush,0,64%,50%,2,5,0,44 , 68,113 , 161,4 , 8,22 , 44,11 , 12,11 , 12,7 , 16,3 , 4,34 , 48,Thiago Moises,0,50%,0%,4,0,0,8 , 16,20 , 30,0 , 2,5 , 11,3 , 5,0 , 0,6 , 13,1 , 2,1 , 1,3,00:05:00,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/14cf0828d6e373ab
83,Maycee Barber,0,70%,20%,0,1,0,68 , 97,78 , 107,1 , 5,46 , 73,16 , 18,6 , 6,20 , 38,25 , 27,23 , 32,Hannah Cifers,0,59%,0%,0,0,0,41 , 69,60 , 88,0 , 0,10 , 32,19 , 24,12 , 13,17 , 41,24 , 28,0 , 0,2,00:02:01,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/17f69a241aa952fd
84,Michael Trizano,0,51%,50%,1,0,1,51 , 100,55 , 104,1 , 2,25 , 68,10 , 16,16 , 16,37 , 85,9 , 9,5 , 6,Luis Pena,0,27%,11%,0,1,1,23 , 85,34 , 97,1 , 9,12 , 68,9 , 15,2 , 2,20 , 80,2 , 4,1 , 1,3,00:05:00,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/2c84f2cb1bb23ab8
85,Ashley Yoder,0,42%,50%,3,2,1,38 , 90,59 , 113,1 , 2,32 , 84,6 , 6,0 , 0,28 , 77,5 , 5,5 , 8,Amanda Cooper,0,48%,33%,2,3,0,51 , 105,67 , 121,2 , 6,28 , 75,9 , 14,14 , 16,38 , 88,2 , 4,11 , 13,3,00:05:00,3 Rnd (5-5-5),Tom Johnson,http://ufcstats.com/fight-details/bd5efa4b53dc1642
86,Chas Skelly,0,50%,50%,0,2,1,30 , 60,47 , 81,1 , 2,26 , 55,3 , 4,1 , 1,15 , 44,15 , 16,0 , 0,Bobby Moffett,0,35%,100%,1,1,0,20 , 56,21 , 57,1 , 1,13 , 47,1 , 2,6 , 7,18 , 51,1 , 4,1 , 1,2,00:02:43,3 Rnd (5-5-5),Tim Mills,http://ufcstats.com/fight-details/04d37c1c206c0efd
87,Davi Ramos,0,80%,100%,1,2,0,4 , 5,4 , 5,1 , 1,3 , 4,1 , 1,0 , 0,0 , 1,0 , 0,4 , 4,John Gunther,0,33%,0%,0,0,0,1 , 3,1 , 4,0 , 0,0 , 2,0 , 0,1 , 1,1 , 3,0 , 0,0 , 0,1,00:01:57,3 Rnd (5-5-5),Tom Johnson,http://ufcstats.com/fight-details/933cf2674503c63d
88,Devonte Smith,1,68%,0%,0,0,0,13 , 19,13 , 19,0 , 0,9 , 15,2 , 2,2 , 2,9 , 13,0 , 0,4 , 6,Julian Erosa,0,57%,0%,0,0,0,4 , 7,4 , 7,0 , 0,1 , 4,1 , 1,2 , 2,4 , 7,0 , 0,0 , 0,1,00:00:46,3 Rnd (5-5-5),Tim Mills,http://ufcstats.com/fight-details/79fb77a0b0294aec
89,Joseph Morales,0,35%,100%,4,0,0,24 , 67,28 , 71,1 , 1,14 , 56,8 , 9,2 , 2,16 , 55,1 , 4,7 , 8,Eric Shelton,0,28%,70%,0,1,1,16 , 57,45 , 90,7 , 10,7 , 46,4 , 5,5 , 6,13 , 53,1 , 2,2 , 2,3,00:05:00,3 Rnd (5-5-5),Tom Johnson,http://ufcstats.com/fight-details/3210723fbb018fa7
90,Mark De La Rosa,0,39%,0%,0,0,0,66 , 167,68 , 169,0 , 7,34 , 131,13 , 14,19 , 22,53 , 145,13 , 22,0 , 0,Joby Sanchez,0,44%,0%,0,0,0,55 , 124,85 , 155,0 , 1,45 , 111,9 , 12,1 , 1,51 , 117,4 , 7,0 , 0,3,00:05:00,3 Rnd (5-5-5),Tim Mills,http://ufcstats.com/fight-details/38abefbf24624a35
91,Daniel Cormier,0,76%,100%,1,4,0,19 , 25,42 , 54,4 , 4,16 , 22,2 , 2,1 , 1,4 , 6,1 , 1,14 , 18,Derrick Lewis,0,30%,0%,0,0,0,4 , 13,5 , 14,0 , 0,2 , 9,1 , 3,1 , 1,4 , 13,0 , 0,0 , 0,2,00:02:14,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/e9700d51ec2b940b
92,Chris Weidman,0,35%,100%,0,0,0,68 , 193,76 , 201,1 , 1,52 , 171,14 , 20,2 , 2,61 , 182,7 , 11,0 , 0,Jacare Souza,1,56%,0%,0,0,0,74 , 132,100 , 158,0 , 0,42 , 89,24 , 31,8 , 12,57 , 109,15 , 21,2 , 2,3,00:02:46,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/c037cdc1de53de8e
93,David Branch,0,40%,30%,0,0,0,10 , 25,13 , 28,3 , 10,8 , 21,0 , 1,2 , 3,8 , 21,1 , 1,1 , 3,Jared Cannonier,1,46%,0%,0,0,0,26 , 56,31 , 61,0 , 0,22 , 52,2 , 2,2 , 2,5 , 28,11 , 14,10 , 14,2,00:00:39,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/b4ec3e067604f90a
94,Karl Roberson,0,47%,66%,0,3,0,34 , 71,90 , 135,2 , 3,24 , 58,6 , 8,4 , 5,24 , 57,5 , 7,5 , 7,Jack Marshman,0,21%,0%,0,0,0,21 , 98,30 , 108,0 , 0,12 , 80,3 , 5,6 , 13,19 , 95,2 , 3,0 , 0,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/7aede55e4e47c698
95,Derek Brunson,0,21%,0%,0,0,0,3 , 14,9 , 23,0 , 7,2 , 11,0 , 2,1 , 1,2 , 13,1 , 1,0 , 0,Israel Adesanya,3,56%,0%,0,0,0,13 , 23,15 , 25,0 , 0,9 , 16,3 , 4,1 , 3,11 , 19,2 , 3,0 , 1,1,00:04:51,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/e4e1d12441b90866
96,Jason Knight,0,28%,0%,0,0,0,12 , 42,62 , 93,0 , 0,5 , 33,4 , 6,3 , 3,8 , 36,3 , 5,1 , 1,Jordan Rinaldi,0,50%,75%,2,8,1,20 , 40,98 , 128,3 , 4,12 , 29,2 , 5,6 , 6,9 , 18,0 , 0,11 , 22,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/78bb2b441917848c
97,Sijara Eubanks,1,32%,75%,0,2,0,57 , 175,81 , 205,3 , 4,44 , 157,9 , 14,4 , 4,44 , 151,3 , 4,10 , 20,Roxanne Modafferi,0,23%,25%,0,1,0,28 , 120,73 , 174,1 , 4,27 , 118,0 , 1,1 , 1,28 , 120,0 , 0,0 , 0,3,00:05:00,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/752f19e9c201ea57
98,Julio Arce,0,21%,20%,2,1,0,25 , 119,46 , 145,1 , 5,16 , 97,9 , 21,0 , 1,23 , 114,2 , 5,0 , 0,Sheymon Moraes,2,31%,0%,0,0,0,32 , 102,35 , 105,0 , 0,22 , 83,9 , 18,1 , 1,16 , 69,9 , 13,7 , 20,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/41be95916aef568f
99,Lyman Good,1,63%,0%,0,0,0,14 , 22,17 , 25,0 , 0,10 , 16,2 , 3,2 , 3,2 , 9,9 , 10,3 , 3,Ben Saunders,0,52%,0%,0,0,0,12 , 23,12 , 23,0 , 0,2 , 8,10 , 15,0 , 0,5 , 12,7 , 11,0 , 0,1,00:01:32,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/b8b2cdf962cc65a0
100,Matt Frevola,0,37%,33%,1,1,1,66 , 176,66 , 177,2 , 6,43 , 134,10 , 26,13 , 16,59 , 165,7 , 11,0 , 0,Lando Vannata,2,40%,20%,1,0,0,67 , 164,80 , 177,1 , 5,38 , 124,16 , 24,13 , 16,62 , 154,3 , 7,2 , 3,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/df9aa51f6ccdfe02
101,Shane Burgos,0,70%,0%,1,0,0,17 , 24,17 , 24,0 , 0,13 , 19,2 , 3,2 , 2,17 , 24,0 , 0,0 , 0,Kurt Holobaugh,1,41%,0%,0,0,0,21 , 51,26 , 57,0 , 0,14 , 40,1 , 2,6 , 9,19 , 48,1 , 2,1 , 1,1,00:02:11,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/3729ff914eaede07
102,Adam Wieczorek,0,18%,50%,0,1,0,7 , 38,31 , 65,1 , 2,3 , 28,2 , 6,2 , 4,7 , 37,0 , 1,0 , 0,Marcos Rogerio de Lima,0,47%,60%,0,3,0,28 , 59,70 , 112,3 , 5,18 , 47,2 , 4,8 , 8,16 , 36,4 , 6,8 , 17,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/33116969380185a9
103,Volkan Oezdemir,0,52%,100%,0,2,0,77 , 148,103 , 175,1 , 1,48 , 114,10 , 12,19 , 22,45 , 101,9 , 16,23 , 31,Anthony Smith,0,53%,33%,2,1,0,63 , 117,67 , 121,1 , 3,41 , 88,16 , 23,6 , 6,48 , 98,14 , 18,1 , 1,3,00:04:26,5 Rnd (5-5-5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/96b59d89ecac66d0
104,Michael Johnson,0,45%,100%,0,0,0,99 , 219,101 , 222,1 , 1,46 , 147,35 , 51,18 , 21,98 , 216,0 , 1,1 , 2,Artem Lobov,0,35%,0%,0,0,0,67 , 189,67 , 189,0 , 0,29 , 141,12 , 18,26 , 30,66 , 186,1 , 3,0 , 0,3,00:05:00,3 Rnd (5-5-5),Jerin Valel,http://ufcstats.com/fight-details/e202f273220aa533
105,Misha Cirkunov,0,61%,100%,2,1,0,11 , 18,65 , 72,1 , 1,2 , 6,9 , 12,0 , 0,1 , 5,9 , 12,1 , 1,Patrick Cummins,0,60%,0%,0,0,0,3 , 5,6 , 8,0 , 3,0 , 1,3 , 4,0 , 0,0 , 1,3 , 4,0 , 0,1,00:02:40,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/a9a770bac1261af9
106,Andre Soukhamthath,2,57%,100%,1,1,0,79 , 138,98 , 157,3 , 3,29 , 85,42 , 45,8 , 8,30 , 73,45 , 60,4 , 5,Jonathan Martinez,0,63%,50%,0,1,0,71 , 111,88 , 128,1 , 2,36 , 67,27 , 33,8 , 11,24 , 59,18 , 19,29 , 33,3,00:05:00,3 Rnd (5-5-5),Jerin Valel,http://ufcstats.com/fight-details/e1eeb61d0669ce45
107,Gian Villante,0,37%,0%,0,0,0,81 , 217,81 , 217,0 , 1,69 , 201,8 , 12,4 , 4,81 , 216,0 , 1,0 , 0,Ed Herman,0,37%,0%,0,0,0,84 , 223,85 , 224,0 , 1,63 , 190,7 , 17,14 , 16,83 , 218,1 , 3,0 , 2,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/53d6e37063f9c404
108,Alex Garcia,0,45%,25%,0,2,0,27 , 60,39 , 73,1 , 4,17 , 50,4 , 4,6 , 6,14 , 41,10 , 13,3 , 6,Court McGee,1,57%,33%,0,4,1,51 , 88,111 , 154,2 , 6,32 , 65,9 , 13,10 , 10,24 , 53,1 , 6,26 , 29,3,00:05:00,3 Rnd (5-5-5),Jerin Valel,http://ufcstats.com/fight-details/8a08b8043f83d245
109,Nordine Taleb,0,50%,0%,0,0,0,48 , 95,49 , 96,0 , 0,11 , 47,12 , 23,25 , 25,48 , 94,0 , 1,0 , 0,Sean Strickland,1,36%,0%,0,1,0,65 , 177,68 , 180,0 , 0,60 , 172,4 , 4,1 , 1,51 , 152,3 , 5,11 , 20,2,00:03:10,3 Rnd (5-5-5),Eric Nevitt,http://ufcstats.com/fight-details/6fd7f6f1deaef4e8
110,Thibault Gouti,0,27%,0%,0,0,0,78 , 284,95 , 306,0 , 0,56 , 252,14 , 23,8 , 9,78 , 284,0 , 0,0 , 0,Nasrat Haqparast,1,48%,0%,0,0,0,124 , 256,148 , 282,0 , 1,98 , 217,20 , 31,6 , 8,84 , 181,15 , 24,25 , 51,3,00:05:00,3 Rnd (5-5-5),Barry Gallant,http://ufcstats.com/fight-details/3d7ea6012fd8f786
111,Calvin Kattar,1,50%,0%,0,0,0,24 , 48,29 , 56,0 , 0,23 , 47,1 , 1,0 , 0,17 , 35,0 , 0,7 , 13,Chris Fishgold,0,26%,50%,0,0,0,20 , 75,20 , 75,1 , 2,14 , 62,1 , 4,5 , 9,19 , 70,1 , 5,0 , 0,1,00:04:11,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/bd0622b184ab4f28
112,Sarah Moras,0,38%,50%,0,3,0,37 , 95,78 , 142,1 , 2,36 , 92,1 , 3,0 , 0,26 , 79,3 , 6,8 , 10,Talita Bernardo,0,58%,33%,1,6,1,60 , 102,86 , 130,2 , 6,36 , 78,9 , 9,15 , 15,49 , 90,3 , 3,8 , 9,3,00:05:00,3 Rnd (5-5-5),Eric Nevitt,http://ufcstats.com/fight-details/8dcfa933877e3a0b
113,Te Edwards,0,33%,100%,0,0,0,5 , 15,6 , 16,1 , 1,4 , 14,1 , 1,0 , 0,5 , 13,0 , 0,0 , 2,Don Madge,2,67%,0%,1,0,0,21 , 31,42 , 53,0 , 0,14 , 23,6 , 7,1 , 1,12 , 22,3 , 3,6 , 6,2,00:00:14,3 Rnd (5-5-5),Barry Gallant,http://ufcstats.com/fight-details/9d204f44a9988b93
114,Arjan Bhullar,0,55%,50%,0,0,0,47 , 84,99 , 140,1 , 2,40 , 76,4 , 4,3 , 4,26 , 55,12 , 18,9 , 11,Marcelo Golm,0,49%,0%,0,0,0,43 , 87,59 , 103,0 , 1,17 , 57,10 , 13,16 , 17,34 , 77,9 , 10,0 , 0,3,00:05:00,3 Rnd (5-5-5),Eric Nevitt,http://ufcstats.com/fight-details/4f42acd810ed5173
115,Stevie Ray,0,43%,0%,0,0,0,75 , 174,75 , 174,0 , 0,23 , 107,6 , 11,46 , 56,72 , 171,3 , 3,0 , 0,Jessin Ayari,0,45%,0%,0,0,0,63 , 138,64 , 139,0 , 0,49 , 121,7 , 9,7 , 8,60 , 131,3 , 7,0 , 0,3,00:05:00,3 Rnd (5-5-5),Barry Gallant,http://ufcstats.com/fight-details/53bb7c4a606d60c0
116,Khabib Nurmagomedov,0,58%,42%,1,5,0,70 , 119,104 , 157,3 , 7,58 , 105,11 , 13,1 , 1,24 , 53,1 , 3,45 , 63,Conor McGregor,0,62%,0%,0,0,0,51 , 81,96 , 128,0 , 0,34 , 60,16 , 19,1 , 2,35 , 65,10 , 10,6 , 6,4,00:03:03,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/3eea92e7f26fb05b
117,Tony Ferguson,0,58%,0%,0,0,0,114 , 194,115 , 195,0 , 0,66 , 131,21 , 32,27 , 31,106 , 181,4 , 7,4 , 6,Anthony Pettis,1,45%,0%,0,0,0,45 , 99,49 , 104,0 , 0,32 , 80,9 , 13,4 , 6,38 , 90,2 , 3,5 , 6,2,00:05:00,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/8f6dda53ea3b09c7
118,Ovince Saint Preux,0,53%,11%,0,0,0,38 , 71,39 , 72,1 , 9,23 , 52,9 , 12,6 , 7,37 , 69,1 , 2,0 , 0,Dominick Reyes,1,66%,0%,0,0,0,94 , 142,101 , 150,0 , 2,48 , 87,21 , 28,25 , 27,67 , 111,27 , 31,0 , 0,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/3c5442bb62ca1505
119,Derrick Lewis,1,55%,0%,0,0,1,39 , 70,40 , 71,0 , 2,31 , 61,6 , 7,2 , 2,21 , 47,1 , 3,17 , 20,Alexander Volkov,0,70%,50%,0,3,0,121 , 171,133 , 183,1 , 2,78 , 122,29 , 33,14 , 16,88 , 129,20 , 29,13 , 13,3,00:04:49,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/397ace87deeb8697
120,Michelle Waterson,0,71%,0%,0,2,0,76 , 107,131 , 163,0 , 4,47 , 73,26 , 29,3 , 5,16 , 41,34 , 38,26 , 28,Felice Herrig,0,51%,25%,0,0,0,51 , 100,70 , 126,1 , 4,15 , 51,26 , 36,10 , 13,19 , 60,30 , 37,2 , 3,3,00:05:00,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/adee1fc200ed1a12
121,Sergio Pettis,0,30%,0%,0,0,0,30 , 97,91 , 161,0 , 0,23 , 86,3 , 5,4 , 6,30 , 93,0 , 0,0 , 4,Jussier Formiga,0,48%,40%,0,2,0,18 , 37,90 , 123,2 , 5,17 , 36,0 , 0,1 , 1,16 , 34,0 , 1,2 , 2,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/8f5482992dad74d2
122,Vicente Luque,1,64%,0%,0,0,0,41 , 64,41 , 64,0 , 0,25 , 48,2 , 2,14 , 14,31 , 51,2 , 4,8 , 9,Jalin Turner,0,53%,0%,0,0,0,31 , 58,31 , 58,0 , 0,25 , 50,5 , 6,1 , 2,31 , 58,0 , 0,0 , 0,1,00:03:52,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/48ea8a30f7b88cfc
123,Aspen Ladd,0,68%,0%,0,1,0,50 , 73,59 , 84,0 , 0,43 , 66,7 , 7,0 , 0,3 , 12,7 , 9,40 , 52,Tonya Evinger,0,56%,0%,0,0,0,9 , 16,15 , 22,0 , 1,2 , 7,6 , 7,1 , 2,3 , 9,6 , 7,0 , 0,1,00:03:26,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/e2e524bb5392a3ea
124,Scott Holtzman,1,65%,50%,0,4,0,73 , 111,96 , 138,1 , 2,55 , 91,8 , 10,10 , 10,27 , 56,6 , 6,40 , 49,Alan Patrick,0,40%,0%,0,0,0,25 , 62,27 , 65,0 , 4,16 , 45,8 , 14,1 , 3,22 , 58,3 , 3,0 , 1,3,00:03:42,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/c835ccffa472970e
125,Lina Lansberg,0,49%,0%,1,0,0,43 , 87,61 , 109,0 , 0,18 , 61,23 , 24,2 , 2,22 , 66,20 , 20,1 , 1,Yana Kunitskaya,0,64%,62%,1,2,0,72 , 111,159 , 208,5 , 8,26 , 54,30 , 36,16 , 21,33 , 68,30 , 33,9 , 10,3,00:05:00,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/21be9181725ab599
