,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,rounds,time,format,referee,url
62,Joe Proctor,0,32%,0%,0,0,0,15 , 46,15 , 46,0 , 0,2 , 26,4 , 7,9 , 13,15 , 46,0 , 0,0 , 0,Yancy Medeiros,1,37%,0%,1,0,0,25 , 66,25 , 66,0 , 0,8 , 40,9 , 17,8 , 9,21 , 59,1 , 1,3 , 6,1,00:04:37,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/d417609ea9670fb3
63,Jessica Penne,0,39%,50%,0,8,1,39 , 98,94 , 166,4 , 8,24 , 76,8 , 12,7 , 10,19 , 71,6 , 7,14 , 20,Randa Markos,0,53%,50%,0,2,0,55 , 102,76 , 124,1 , 2,44 , 89,2 , 3,9 , 10,42 , 82,1 , 5,12 , 15,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/fa2bed87e5d6c568
64,Felice Herrig,0,57%,100%,3,8,2,8 , 14,48 , 64,1 , 1,8 , 13,0 , 1,0 , 0,1 , 6,0 , 0,7 , 8,Lisa Ellis,0,80%,66%,1,0,1,4 , 5,7 , 10,2 , 3,3 , 4,1 , 1,0 , 0,1 , 2,1 , 1,2 , 2,2,00:03:05,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/e1cfe75b3a8fe709
65,Bec Rawlings,0,58%,0%,0,0,0,69 , 118,90 , 147,0 , 2,45 , 89,6 , 10,18 , 19,43 , 82,25 , 35,1 , 1,Heather Jo Clark,0,56%,20%,1,4,0,56 , 99,85 , 136,1 , 5,33 , 66,15 , 23,8 , 10,29 , 64,21 , 27,6 , 8,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/54afe8c42e2062d6
66,Joanne Calderwood,0,48%,50%,0,3,0,109 , 223,147 , 271,2 , 4,41 , 119,27 , 41,41 , 63,70 , 164,30 , 44,9 , 15,Seohee Ham,0,52%,0%,0,0,0,58 , 111,63 , 116,0 , 3,22 , 60,17 , 22,19 , 29,50 , 97,8 , 14,0 , 0,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/b079f3d5ad290afb
67,Tecia Torres,1,48%,100%,0,1,0,96 , 196,98 , 200,1 , 1,57 , 137,29 , 46,10 , 13,89 , 186,7 , 10,0 , 0,Angela Magana,0,25%,0%,0,0,0,37 , 145,38 , 146,0 , 2,7 , 97,11 , 24,19 , 24,32 , 139,5 , 6,0 , 0,3,00:05:00,3 Rnd (5-5-5),Kim Winslow,http://ufcstats.com/fight-details/ed3222701a8c0521
68,Aisling Daly,0,61%,50%,1,4,0,16 , 26,52 , 68,1 , 2,13 , 21,3 , 5,0 , 0,5 , 11,2 , 4,9 , 11,Alex Chambers,0,80%,100%,0,1,0,12 , 15,12 , 15,1 , 1,5 , 7,2 , 3,5 , 5,6 , 7,5 , 6,1 , 2,1,00:04:53,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/a2c28daf0be59fa7
69,Emily Peters Kagan,0,45%,16%,0,0,0,41 , 91,60 , 113,2 , 12,15 , 52,11 , 21,15 , 18,26 , 70,15 , 21,0 , 0,Angela Hill,1,67%,0%,0,0,1,107 , 159,140 , 199,0 , 1,68 , 113,31 , 38,8 , 8,32 , 63,68 , 87,7 , 9,3,00:05:00,3 Rnd (5-5-5),Kim Winslow,http://ufcstats.com/fight-details/d643fc29c147d33c
70,Johny Hendricks,0,48%,29%,1,1,0,111 , 228,145 , 264,5 , 17,66 , 176,6 , 10,39 , 42,97 , 206,13 , 20,1 , 2,Robbie Lawler,0,57%,0%,0,0,0,116 , 201,167 , 253,0 , 0,71 , 148,45 , 52,0 , 1,54 , 128,36 , 45,26 , 28,5,00:05:00,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/44fc830a664ed611
71,Anthony Pettis,0,51%,0%,1,1,1,30 , 58,43 , 71,0 , 0,26 , 53,3 , 4,1 , 1,27 , 53,3 , 5,0 , 0,Gilbert Melendez,0,34%,12%,0,0,0,27 , 78,59 , 119,1 , 8,16 , 62,10 , 14,1 , 2,15 , 60,10 , 16,2 , 2,2,00:01:53,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/93b7ae1e0f79d100
72,Travis Browne,0,67%,100%,0,5,0,25 , 37,36 , 51,1 , 1,24 , 36,1 , 1,0 , 0,2 , 6,1 , 1,22 , 30,Brendan Schaub,0,38%,33%,0,0,0,5 , 13,6 , 14,1 , 3,3 , 6,1 , 3,1 , 4,4 , 12,1 , 1,0 , 0,1,00:04:50,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/9b1e3d99fffb9c10
73,Todd Duffee,1,50%,0%,0,0,0,8 , 16,8 , 16,0 , 0,8 , 16,0 , 0,0 , 0,6 , 14,0 , 0,2 , 2,Anthony Hamilton,0,33%,0%,0,0,0,2 , 6,2 , 6,0 , 0,2 , 6,0 , 0,0 , 0,2 , 6,0 , 0,0 , 0,1,00:00:33,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/58112f9fc0058e68
74,Tony Ferguson,0,36%,100%,1,1,0,20 , 55,38 , 76,1 , 1,12 , 43,5 , 5,3 , 7,18 , 52,1 , 2,1 , 1,Abel Trujillo,1,19%,40%,0,0,0,15 , 76,16 , 77,2 , 5,14 , 75,1 , 1,0 , 0,11 , 60,1 , 9,3 , 7,2,00:04:19,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/7e8f4240725316a4
75,Urijah Faber,1,36%,0%,1,0,0,19 , 52,19 , 52,0 , 3,15 , 42,3 , 7,1 , 3,16 , 47,1 , 2,2 , 3,Francisco Rivera,0,26%,0%,0,0,0,15 , 56,15 , 56,0 , 0,7 , 47,2 , 2,6 , 7,15 , 56,0 , 0,0 , 0,2,00:01:34,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/c5ae278a05b73db9
76,Eddie Gordon,0,53%,100%,0,1,1,8 , 15,72 , 83,2 , 2,8 , 15,0 , 0,0 , 0,2 , 8,0 , 0,6 , 7,Josh Samman,1,45%,50%,0,0,0,11 , 24,35 , 48,1 , 2,5 , 15,3 , 6,3 , 3,9 , 22,2 , 2,0 , 0,2,00:03:08,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/acc987adeab45bfc
77,Corey Anderson,0,50%,53%,0,3,0,45 , 89,95 , 145,7 , 13,31 , 72,13 , 16,1 , 1,18 , 53,24 , 33,3 , 3,Justin Jones,0,40%,0%,1,0,0,28 , 69,32 , 73,0 , 1,12 , 47,9 , 13,7 , 9,20 , 54,8 , 15,0 , 0,3,00:05:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/60030b35e276d338
78,Raquel Pennington,0,50%,50%,1,0,0,5 , 10,16 , 21,1 , 2,3 , 7,2 , 3,0 , 0,0 , 1,5 , 9,0 , 0,Ashlee Evans-Smith,0,68%,50%,0,1,0,11 , 16,25 , 33,1 , 2,5 , 9,5 , 6,1 , 1,1 , 4,10 , 12,0 , 0,1,00:04:59,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/802eba82d2b6113e
79,Sergio Pettis,0,39%,0%,2,0,0,78 , 200,96 , 220,0 , 1,69 , 186,6 , 11,3 , 3,54 , 166,11 , 16,13 , 18,Matt Hobar,1,29%,22%,0,2,0,36 , 124,54 , 142,2 , 9,22 , 99,11 , 19,3 , 6,26 , 104,4 , 4,6 , 16,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/2417f4130d707978
80,Alex White,0,35%,33%,1,1,1,58 , 164,80 , 189,1 , 3,33 , 123,21 , 37,4 , 4,36 , 123,21 , 40,1 , 1,Clay Collard,1,31%,60%,2,0,0,60 , 193,62 , 195,3 , 5,32 , 135,12 , 32,16 , 26,42 , 163,13 , 19,5 , 11,3,00:05:00,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/bf1a7590c455bc7b
81,Frankie Edgar,0,46%,53%,2,16,0,93 , 202,259 , 405,7 , 13,77 , 180,15 , 18,1 , 4,24 , 103,0 , 3,69 , 96,Cub Swanson,0,36%,0%,0,0,0,31 , 86,62 , 119,0 , 0,25 , 79,3 , 3,3 , 4,28 , 81,0 , 1,3 , 4,5,00:04:56,5 Rnd (5-5-5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/8f9cfe0e283a6ccb
82,Bobby Green,0,40%,0%,0,0,0,50 , 123,50 , 123,0 , 2,27 , 86,10 , 19,13 , 18,50 , 123,0 , 0,0 , 0,Edson Barboza,0,40%,0%,0,0,0,54 , 133,54 , 133,0 , 0,25 , 87,10 , 21,19 , 25,52 , 129,0 , 2,2 , 2,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/2f93de8b39ec4625
83,Brad Pickett,0,33%,22%,0,1,0,53 , 158,72 , 179,2 , 9,32 , 129,5 , 12,16 , 17,42 , 137,4 , 9,7 , 12,Chico Camus,0,47%,50%,0,0,0,71 , 149,94 , 172,1 , 2,65 , 139,5 , 9,1 , 1,62 , 139,5 , 6,4 , 4,3,00:05:00,3 Rnd (5-5-5),Jacob Montalvo,http://ufcstats.com/fight-details/033d968f325842e7
84,Jared Rosholt,0,59%,0%,0,0,0,19 , 32,22 , 35,0 , 0,14 , 27,3 , 3,2 , 2,2 , 7,17 , 25,0 , 0,Aleksei Oleinik,1,61%,0%,0,0,0,13 , 21,38 , 47,0 , 0,11 , 19,1 , 1,1 , 1,5 , 10,6 , 9,2 , 2,1,00:03:21,3 Rnd (5-5-5),Kerry Hatley,http://ufcstats.com/fight-details/2ff14dfede1d02dd
85,Joseph Benavidez,0,47%,66%,0,2,0,94 , 199,96 , 201,2 , 3,60 , 153,17 , 27,17 , 19,73 , 173,19 , 22,2 , 4,Dustin Ortiz,0,24%,22%,0,0,0,37 , 149,59 , 171,2 , 9,30 , 132,7 , 16,0 , 1,31 , 129,6 , 19,0 , 1,3,00:05:00,3 Rnd (5-5-5),Jacob Montalvo,http://ufcstats.com/fight-details/079308cc2efa2e5d
86,Matt Wiman,0,67%,0%,0,3,0,68 , 101,104 , 140,0 , 3,49 , 77,14 , 16,5 , 8,21 , 44,45 , 55,2 , 2,Isaac Vallie-Flagg,0,66%,0%,0,0,0,80 , 121,120 , 165,0 , 5,51 , 87,19 , 21,10 , 13,22 , 44,57 , 76,1 , 1,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/a2bd4c46f89f19ae
87,Ruslan Magomedov,1,43%,100%,0,0,0,63 , 145,65 , 147,1 , 1,30 , 105,20 , 25,13 , 15,51 , 132,12 , 13,0 , 0,Josh Copeland,0,35%,0%,0,0,0,20 , 56,20 , 56,0 , 0,13 , 45,6 , 10,1 , 1,13 , 46,7 , 10,0 , 0,3,00:05:00,3 Rnd (5-5-5),Kerry Hatley,http://ufcstats.com/fight-details/171af1114dbfc29d
88,Luke Barnatt,0,26%,0%,0,0,0,34 , 130,41 , 137,0 , 1,15 , 95,9 , 23,10 , 12,31 , 126,2 , 3,1 , 1,Roger Narvaez,1,43%,0%,2,2,0,48 , 110,62 , 127,0 , 2,32 , 88,10 , 13,6 , 9,36 , 91,3 , 3,9 , 16,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/55e9ea18b8a72b2e
89,James Vick,0,28%,0%,0,0,1,40 , 140,43 , 143,0 , 0,32 , 116,3 , 16,5 , 8,40 , 138,0 , 1,0 , 1,Nick Hein,2,29%,0%,0,1,0,25 , 85,29 , 90,0 , 1,11 , 57,4 , 16,10 , 12,22 , 79,1 , 4,2 , 2,3,00:05:00,3 Rnd (5-5-5),Jacob Montalvo,http://ufcstats.com/fight-details/e947baa4cad609d0
90,Yves Edwards,0,35%,0%,0,0,0,5 , 14,5 , 14,0 , 0,1 , 7,0 , 3,4 , 4,4 , 13,1 , 1,0 , 0,Akbarh Arreola,1,46%,100%,1,3,0,12 , 26,12 , 26,1 , 1,8 , 20,2 , 4,2 , 2,7 , 19,2 , 3,3 , 4,1,00:01:52,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/56a0f335ef05c825
91,Paige VanZant,0,56%,50%,3,0,1,61 , 108,167 , 241,3 , 6,55 , 96,4 , 10,2 , 2,7 , 17,27 , 49,27 , 42,Kailin Curran,0,57%,100%,0,4,0,28 , 49,62 , 89,5 , 5,14 , 35,14 , 14,0 , 0,6 , 13,14 , 27,8 , 9,3,00:02:54,3 Rnd (5-5-5),Kerry Hatley,http://ufcstats.com/fight-details/e7859b4e70d4a9c1
92,Juan Puig,0,0%,0%,0,0,0,0 , 4,0 , 4,0 , 0,0 , 3,0 , 0,0 , 1,0 , 4,0 , 0,0 , 0,Dooho Choi,1,66%,0%,0,0,0,10 , 15,10 , 15,0 , 0,10 , 15,0 , 0,0 , 0,3 , 6,0 , 0,7 , 9,1,00:00:18,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/1a637fbda4bdf575
93,Fabricio Werdum,1,56%,0%,0,0,0,21 , 37,31 , 48,0 , 3,11 , 24,5 , 8,5 , 5,14 , 25,0 , 0,7 , 12,Mark Hunt,1,27%,100%,0,1,0,10 , 36,15 , 43,1 , 1,9 , 35,0 , 0,1 , 1,5 , 31,3 , 3,2 , 2,2,00:02:27,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/03a200326e56d597
94,Jake Ellenberger,0,41%,100%,0,0,0,10 , 24,12 , 27,1 , 1,7 , 20,3 , 4,0 , 0,8 , 21,2 , 3,0 , 0,Kelvin Gastelum,0,44%,50%,1,1,1,16 , 36,29 , 49,1 , 2,13 , 32,2 , 2,1 , 2,10 , 26,1 , 2,5 , 8,1,00:04:46,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/12eec1df1fd078a2
95,Ricardo Lamas,1,56%,0%,1,1,1,14 , 25,16 , 27,0 , 0,2 , 13,9 , 9,3 , 3,6 , 17,5 , 5,3 , 3,Dennis Bermudez,0,26%,0%,0,0,0,8 , 30,16 , 38,0 , 1,2 , 21,3 , 5,3 , 4,4 , 25,4 , 5,0 , 0,1,00:03:18,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/7228398a1ab12183
96,Augusto Montano,0,57%,0%,0,0,0,30 , 52,32 , 54,0 , 0,20 , 39,8 , 8,2 , 5,4 , 17,22 , 28,4 , 7,Chris Heatherly,0,40%,33%,0,2,0,8 , 20,10 , 22,1 , 3,7 , 18,0 , 0,1 , 2,6 , 13,2 , 7,0 , 0,1,00:04:50,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/925f745c03ebd638
97,Edgar Garcia,0,66%,100%,0,1,0,12 , 18,15 , 22,2 , 2,10 , 16,0 , 0,2 , 2,2 , 7,1 , 1,9 , 10,Hector Urbina,0,57%,0%,2,1,1,4 , 7,7 , 10,0 , 0,1 , 2,1 , 2,2 , 3,3 , 6,0 , 0,1 , 1,1,00:03:38,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/1e1a09bbedf7781d
98,Yair Rodriguez,0,40%,33%,5,3,0,34 , 83,41 , 92,2 , 6,20 , 58,8 , 16,6 , 9,29 , 74,5 , 8,0 , 1,Leonardo Morales,0,45%,0%,0,0,0,33 , 72,47 , 88,0 , 1,13 , 43,10 , 14,10 , 15,25 , 61,4 , 5,4 , 6,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/9e47b2a66d0e9315
99,Alejandro Perez,0,29%,50%,1,1,0,38 , 130,43 , 135,1 , 2,19 , 92,3 , 5,16 , 33,38 , 126,0 , 4,0 , 0,Jose Quinonez,0,34%,75%,2,3,1,38 , 111,48 , 125,3 , 4,28 , 97,9 , 11,1 , 3,28 , 98,1 , 1,9 , 12,3,00:05:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/7a440fcd8048b091
100,Jessica Eye,0,43%,0%,0,0,0,80 , 185,84 , 189,0 , 0,55 , 156,7 , 9,18 , 20,76 , 180,4 , 5,0 , 0,Leslie Smith,0,28%,0%,0,0,0,28 , 98,29 , 100,0 , 0,21 , 88,1 , 4,6 , 6,26 , 96,2 , 2,0 , 0,2,00:01:30,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/07f9fc40f1e6aa87
101,Gabriel Benitez,0,37%,0%,5,0,0,23 , 61,32 , 71,0 , 0,15 , 48,5 , 10,3 , 3,19 , 53,4 , 8,0 , 0,Humberto Brown,0,50%,25%,0,1,0,18 , 36,35 , 55,1 , 4,13 , 28,1 , 4,4 , 4,8 , 20,3 , 5,7 , 11,3,00:00:30,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/4087bb7b3b1b9e24
102,Henry Briones,1,50%,0%,1,1,0,32 , 63,52 , 86,0 , 0,19 , 45,11 , 16,2 , 2,14 , 38,10 , 13,8 , 12,Guido Cannetti,0,47%,50%,0,1,0,35 , 73,36 , 74,1 , 2,15 , 47,15 , 21,5 , 5,21 , 50,12 , 19,2 , 4,2,00:01:44,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/a788042d4d0c50d4
103,Marco Beltran,0,50%,25%,0,2,1,31 , 62,70 , 104,1 , 4,22 , 50,4 , 7,5 , 5,10 , 29,6 , 8,15 , 25,Marlon Vera,0,44%,100%,2,7,0,25 , 56,30 , 62,1 , 1,20 , 46,5 , 10,0 , 0,7 , 26,2 , 2,16 , 28,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/22f52e3b614e0d8a
104,Mauricio Rua,0,66%,0%,0,0,0,2 , 3,2 , 3,0 , 0,0 , 1,0 , 0,2 , 2,2 , 3,0 , 0,0 , 0,Ovince Saint Preux,1,60%,0%,0,0,0,9 , 15,9 , 15,0 , 0,8 , 14,1 , 1,0 , 0,2 , 3,0 , 0,7 , 12,1,00:00:34,5 Rnd (5-5-5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/e8907b881151b79d
105,Warlley Alves,0,44%,100%,1,1,0,47 , 106,51 , 111,1 , 1,40 , 96,6 , 9,1 , 1,31 , 81,4 , 9,12 , 16,Alan Jouban,0,50%,0%,0,0,0,79 , 156,96 , 173,0 , 0,54 , 120,14 , 22,11 , 14,71 , 143,8 , 13,0 , 0,3,00:05:00,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/cbe954d004415b51
106,Claudio Silva,0,41%,33%,1,8,0,34 , 81,98 , 162,3 , 9,18 , 59,9 , 11,7 , 11,16 , 46,3 , 5,15 , 30,Leon Edwards,0,54%,0%,0,1,2,33 , 61,42 , 70,0 , 0,25 , 52,8 , 9,0 , 0,22 , 49,6 , 7,5 , 5,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/a3480aa7bdc63c11
107,Dhiego Lima,0,51%,75%,4,9,0,70 , 137,116 , 195,6 , 8,64 , 129,5 , 6,1 , 2,19 , 46,1 , 1,50 , 90,Jorge de Oliveira,0,33%,0%,0,0,0,23 , 68,62 , 114,0 , 0,10 , 48,8 , 11,5 , 9,16 , 60,7 , 8,0 , 0,3,00:05:00,3 Rnd (5-5-5),Wernei Cardoso,http://ufcstats.com/fight-details/fadb129e71d8fc22
108,Juliana Lima,0,55%,25%,0,0,1,21 , 38,65 , 87,1 , 4,6 , 17,7 , 11,8 , 10,8 , 19,10 , 12,3 , 7,Nina Ansaroff,0,53%,0%,2,0,0,23 , 43,53 , 75,0 , 1,6 , 19,15 , 20,2 , 4,13 , 25,9 , 17,1 , 1,3,00:05:00,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/db9f8144b50227f2
109,Diego Rivas,0,37%,66%,0,6,3,15 , 40,46 , 77,2 , 3,10 , 33,2 , 4,3 , 3,8 , 27,2 , 3,5 , 10,Rodolfo Rubio,0,36%,33%,0,6,1,17 , 47,53 , 86,2 , 6,7 , 35,8 , 10,2 , 2,10 , 39,2 , 3,5 , 5,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/7826c23386a1e09a
110,Caio Magalhaes,1,64%,0%,0,0,0,9 , 14,10 , 15,0 , 0,9 , 14,0 , 0,0 , 0,3 , 7,3 , 4,3 , 3,Trevor Smith,0,40%,0%,0,0,0,2 , 5,2 , 5,0 , 0,2 , 5,0 , 0,0 , 0,2 , 4,0 , 1,0 , 0,1,00:00:31,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/208674403b0936d4
111,Leandro Silva,0,50%,100%,1,2,0,4 , 8,12 , 16,1 , 1,2 , 5,2 , 3,0 , 0,4 , 8,0 , 0,0 , 0,Charlie Brenneman,0,44%,37%,0,1,0,4 , 9,9 , 16,3 , 8,1 , 4,0 , 2,3 , 3,3 , 8,0 , 0,1 , 1,1,00:04:15,3 Rnd (5-5-5),Wernei Cardoso,http://ufcstats.com/fight-details/207f105716df54f9
112,Thomas Almeida,0,55%,0%,0,0,0,120 , 217,122 , 219,0 , 0,79 , 170,25 , 29,16 , 18,102 , 187,18 , 30,0 , 0,Tim Gorman,0,35%,18%,0,1,0,67 , 189,71 , 195,2 , 11,63 , 180,1 , 4,3 , 5,64 , 186,3 , 3,0 , 0,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/49b05e23e3a2af13
113,Wagner Silva,0,27%,0%,0,0,0,16 , 59,23 , 66,0 , 0,8 , 46,4 , 9,4 , 4,13 , 56,2 , 2,1 , 1,Colby Covington,0,37%,41%,1,6,0,23 , 62,97 , 155,5 , 12,13 , 44,7 , 15,3 , 3,13 , 47,5 , 8,5 , 7,3,00:03:26,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/cccb99dd4ec5c2d6
114,Luke Rockhold,1,48%,0%,1,1,0,20 , 41,20 , 41,0 , 0,10 , 27,7 , 11,3 , 3,15 , 33,1 , 2,4 , 6,Michael Bisping,0,24%,0%,0,0,0,16 , 65,16 , 65,0 , 2,10 , 53,1 , 7,5 , 5,15 , 64,1 , 1,0 , 0,2,00:00:57,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/3d741cee0dffe165
115,Ross Pearson,0,33%,0%,0,0,0,20 , 60,21 , 61,0 , 1,13 , 49,3 , 6,4 , 5,20 , 60,0 , 0,0 , 0,Al Iaquinta,2,33%,0%,0,0,0,31 , 93,32 , 94,0 , 1,25 , 81,3 , 9,3 , 3,26 , 84,3 , 6,2 , 3,2,00:01:39,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/73954f3895cac499
116,Robert Whittaker,2,47%,50%,0,2,0,49 , 104,54 , 110,1 , 2,35 , 86,5 , 7,9 , 11,35 , 77,2 , 6,12 , 21,Clint Hester,0,45%,0%,0,0,1,28 , 61,29 , 62,0 , 3,21 , 52,3 , 4,4 , 5,21 , 51,4 , 5,3 , 5,2,00:02:43,3 Rnd (5-5-5),John Sharp,http://ufcstats.com/fight-details/13c4251fb451f440
117,Soa Palelei,0,47%,20%,0,2,0,24 , 51,43 , 77,1 , 5,21 , 45,1 , 4,2 , 2,19 , 43,0 , 0,5 , 8,Walt Harris,0,30%,0%,0,0,0,22 , 72,24 , 74,0 , 0,9 , 48,9 , 20,4 , 4,21 , 69,1 , 3,0 , 0,2,00:04:49,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/3e9f3ce3a01bb97f
118,Jake Matthews,0,41%,50%,1,0,0,26 , 63,32 , 69,1 , 2,17 , 52,2 , 4,7 , 7,23 , 59,0 , 1,3 , 3,Vagner Rocha,0,46%,0%,0,0,0,14 , 30,17 , 33,0 , 0,7 , 18,1 , 1,6 , 11,14 , 30,0 , 0,0 , 0,2,00:01:52,3 Rnd (5-5-5),John Sharp,http://ufcstats.com/fight-details/2faa7b48b4d51cab
119,Anthony Perosh,0,64%,50%,1,5,0,11 , 17,26 , 34,1 , 2,11 , 17,0 , 0,0 , 0,1 , 4,0 , 0,10 , 13,Guto Inocente,0,33%,0%,0,0,0,1 , 3,1 , 3,0 , 0,1 , 3,0 , 0,0 , 0,1 , 3,0 , 0,0 , 0,1,00:03:46,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/b1e7100c2ab1ab79
120,Dylan Andrews,0,57%,66%,0,2,0,4 , 7,12 , 15,2 , 3,0 , 0,1 , 2,3 , 5,4 , 7,0 , 0,0 , 0,Sam Alvey,0,85%,0%,0,1,0,6 , 7,9 , 10,0 , 0,6 , 7,0 , 0,0 , 0,1 , 2,0 , 0,5 , 5,1,00:02:16,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/920b8aae22c04f13
121,Richie Vaculik,0,52%,100%,1,2,1,74 , 142,84 , 153,2 , 2,52 , 113,16 , 22,6 , 7,60 , 123,10 , 14,4 , 5,Louis Smolka,1,46%,50%,0,2,2,67 , 143,71 , 147,1 , 2,43 , 117,13 , 15,11 , 11,65 , 140,1 , 2,1 , 1,3,00:00:18,3 Rnd (5-5-5),John Sharp,http://ufcstats.com/fight-details/0f0473dde4b873ca
122,Vik Grujic,0,87%,50%,0,1,0,7 , 8,27 , 28,1 , 2,7 , 8,0 , 0,0 , 0,4 , 5,3 , 3,0 , 0,Chris Clements,0,92%,0%,0,0,0,25 , 27,26 , 28,0 , 0,14 , 16,9 , 9,2 , 2,10 , 12,15 , 15,0 , 0,1,00:03:06,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/681d77e5d5c0f0ee
123,Luke Zachrich,0,50%,0%,0,0,0,23 , 46,24 , 47,0 , 2,20 , 41,0 , 2,3 , 3,20 , 43,3 , 3,0 , 0,Daniel Kelly,0,52%,50%,1,2,0,25 , 48,33 , 59,1 , 2,19 , 42,1 , 1,5 , 5,19 , 40,5 , 7,1 , 1,1,00:04:27,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/3a7d76e3c0b503c3
124,Jumabieke Tuerxun,0,40%,0%,0,0,0,6 , 15,6 , 15,0 , 0,1 , 7,2 , 2,3 , 6,6 , 15,0 , 0,0 , 0,Marcus Brimage,1,31%,0%,0,0,0,5 , 16,6 , 17,0 , 0,3 , 10,0 , 1,2 , 5,4 , 14,0 , 0,1 , 2,1,00:02:58,3 Rnd (5-5-5),John Sharp,http://ufcstats.com/fight-details/c3d336f9aabc9fb6
125,Jose Aldo,1,37%,0%,0,2,0,102 , 269,122 , 289,0 , 0,80 , 237,16 , 25,6 , 7,91 , 256,1 , 2,10 , 11,Chad Mendes,0,39%,12%,0,0,0,77 , 194,85 , 203,1 , 8,50 , 149,9 , 17,18 , 28,75 , 188,2 , 5,0 , 1,5,00:05:00,5 Rnd (5-5-5-5-5),Marc Goddard,http://ufcstats.com/fight-details/7099374e91f9283b
