,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,rounds,time,format,referee,url
12,Conor McGregor,1,53%,0%,0,1,0,64 , 119,65 , 120,0 , 0,49 , 99,12 , 16,3 , 4,47 , 96,10 , 14,7 , 9,Dennis Siver,0,30%,0%,0,0,0,32 , 104,33 , 105,0 , 3,13 , 68,4 , 13,15 , 23,30 , 98,2 , 6,0 , 0,2,00:01:54,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/3d468536e8904b93
13,Donald Cerrone,0,45%,14%,0,1,0,57 , 125,58 , 126,1 , 7,19 , 76,20 , 28,18 , 21,53 , 119,4 , 6,0 , 0,Benson Henderson,0,55%,0%,0,0,0,86 , 155,93 , 162,0 , 1,13 , 71,20 , 29,53 , 55,84 , 151,2 , 4,0 , 0,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/93569f4876c20488
14,Uriah Hall,1,65%,0%,0,0,0,27 , 41,33 , 47,0 , 0,13 , 25,5 , 7,9 , 9,18 , 28,0 , 1,9 , 12,Ron Stallings,0,55%,0%,0,0,0,10 , 18,10 , 18,0 , 0,3 , 10,3 , 4,4 , 4,10 , 17,0 , 1,0 , 0,1,00:03:37,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/837a7a922066b214
15,Norman Parke,0,30%,0%,0,0,0,43 , 140,44 , 141,0 , 10,22 , 99,12 , 23,9 , 18,31 , 123,12 , 17,0 , 0,Gleison Tibau,0,29%,33%,0,0,0,38 , 127,38 , 127,2 , 6,21 , 106,7 , 10,10 , 11,26 , 113,12 , 13,0 , 1,3,00:05:00,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/293919e355b362b1
16,Cathal Pendred,0,43%,33%,0,3,0,49 , 112,59 , 122,4 , 12,20 , 76,1 , 6,28 , 30,42 , 102,7 , 8,0 , 2,Sean Spencer,1,33%,0%,0,0,0,52 , 155,52 , 155,0 , 0,41 , 132,9 , 19,2 , 4,49 , 147,1 , 4,2 , 4,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/6359bba789ce28ae
17,John Howard,0,66%,0%,0,0,0,10 , 15,10 , 15,0 , 0,0 , 4,0 , 0,10 , 11,7 , 12,3 , 3,0 , 0,Lorenz Larkin,1,58%,0%,0,0,0,29 , 50,29 , 50,0 , 0,24 , 44,2 , 3,3 , 3,17 , 37,2 , 3,10 , 10,1,00:02:17,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/90e5169190971647
18,Zhang Lipeng,0,60%,0%,0,0,0,28 , 46,47 , 67,0 , 7,7 , 19,7 , 11,14 , 16,8 , 20,19 , 25,1 , 1,Chris Wade,0,72%,44%,0,3,0,47 , 65,133 , 163,4 , 9,18 , 29,7 , 11,22 , 25,13 , 25,25 , 29,9 , 11,3,00:05:00,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/cf38ced734978fb8
19,Paddy Holohan,0,56%,75%,2,7,0,42 , 74,114 , 164,3 , 4,28 , 56,4 , 7,10 , 11,26 , 56,1 , 1,15 , 17,Shane Howell,0,34%,0%,0,0,1,22 , 64,26 , 68,0 , 0,11 , 50,8 , 10,3 , 4,20 , 59,0 , 0,2 , 5,3,00:05:00,3 Rnd (5-5-5),Gary Forman,http://ufcstats.com/fight-details/2d24929eaadf0351
20,Johnny Case,0,53%,80%,0,6,0,59 , 111,79 , 137,4 , 5,40 , 86,11 , 14,8 , 11,21 , 52,0 , 0,38 , 59,Frankie Perez,0,41%,25%,1,0,0,16 , 39,27 , 50,1 , 4,6 , 26,3 , 6,7 , 7,14 , 36,1 , 2,1 , 1,3,00:01:54,3 Rnd (5-5-5),Bryan Miner,http://ufcstats.com/fight-details/53d2d2de5c4cccf2
21,Charles Rosa,0,36%,62%,4,10,0,37 , 102,37 , 103,5 , 8,25 , 85,8 , 12,4 , 5,30 , 88,5 , 10,2 , 4,Sean Soriano,0,63%,42%,0,0,0,69 , 109,72 , 112,3 , 7,41 , 79,10 , 11,18 , 19,48 , 78,16 , 25,5 , 6,3,00:04:43,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/85e57ad2b3831621
22,Matt Van Buren,0,47%,0%,0,0,0,100 , 212,115 , 227,0 , 0,54 , 155,41 , 51,5 , 6,72 , 175,28 , 37,0 , 0,Sean O'Connell,1,46%,0%,0,0,0,66 , 141,109 , 187,0 , 2,44 , 113,19 , 22,3 , 6,40 , 110,25 , 29,1 , 2,3,00:02:11,3 Rnd (5-5-5),Gary Forman,http://ufcstats.com/fight-details/4d3cd5ecf4276c92
23,Tateki Matsuda,0,32%,0%,0,0,0,55 , 167,62 , 177,0 , 1,44 , 147,6 , 14,5 , 6,48 , 154,7 , 13,0 , 0,Joby Sanchez,1,27%,100%,1,4,0,58 , 211,67 , 222,2 , 2,50 , 200,7 , 9,1 , 2,42 , 185,5 , 9,11 , 17,3,00:05:00,3 Rnd (5-5-5),Bryan Miner,http://ufcstats.com/fight-details/a4a78ec539238a5f
24,Jon Jones,0,51%,60%,0,0,0,92 , 178,126 , 215,3 , 5,43 , 111,34 , 41,15 , 26,51 , 123,40 , 52,1 , 3,Daniel Cormier,0,35%,12%,0,0,0,58 , 165,78 , 191,1 , 8,40 , 130,11 , 19,7 , 16,35 , 121,22 , 42,1 , 2,5,00:05:00,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/57385188587c83b9
25,Donald Cerrone,0,44%,100%,2,2,1,37 , 83,54 , 105,1 , 1,6 , 42,4 , 9,27 , 32,29 , 71,1 , 3,7 , 9,Myles Jury,0,28%,14%,0,0,0,15 , 53,17 , 57,1 , 7,5 , 32,2 , 5,8 , 16,15 , 53,0 , 0,0 , 0,3,00:05:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/f4d91498ca3f0a1f
26,Brad Tavares,0,42%,100%,0,0,0,50 , 119,57 , 126,1 , 1,31 , 91,7 , 10,12 , 18,42 , 105,8 , 14,0 , 0,Nate Marquardt,0,46%,0%,0,0,0,30 , 64,34 , 69,0 , 7,14 , 39,6 , 8,10 , 17,26 , 59,4 , 5,0 , 0,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/b2cda211e0e72811
27,Kyoji Horiguchi,0,40%,50%,0,0,0,44 , 108,59 , 123,1 , 2,30 , 89,10 , 15,4 , 4,43 , 106,1 , 2,0 , 0,Louis Gaudinot,0,25%,0%,2,0,0,23 , 89,29 , 95,0 , 1,6 , 57,2 , 10,15 , 22,21 , 84,2 , 5,0 , 0,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/f81cd5b3903bccf8
28,Hector Lombard,0,41%,66%,0,2,0,53 , 129,66 , 142,2 , 3,40 , 109,4 , 6,9 , 14,43 , 114,8 , 13,2 , 2,Joshua Burkman,0,32%,0%,0,0,0,42 , 128,42 , 128,0 , 2,21 , 95,9 , 17,12 , 16,39 , 121,3 , 7,0 , 0,3,00:05:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/f3100979573e2895
29,Danny Castillo,0,40%,0%,0,0,0,21 , 52,21 , 52,0 , 2,9 , 38,8 , 9,4 , 5,21 , 52,0 , 0,0 , 0,Paul Felder,1,35%,0%,0,0,0,33 , 94,33 , 94,0 , 0,10 , 65,5 , 11,18 , 18,31 , 90,1 , 2,1 , 2,2,00:02:09,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/cee94cd937bf64f2
30,Marcus Brimage,0,32%,0%,0,0,0,43 , 132,48 , 137,0 , 0,24 , 100,11 , 23,8 , 9,42 , 129,1 , 3,0 , 0,Cody Garbrandt,2,36%,33%,0,0,0,49 , 134,50 , 135,1 , 3,42 , 122,5 , 8,2 , 4,45 , 125,0 , 2,4 , 7,3,00:04:50,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/22e7485bceb841af
31,Shawn Jordan,1,38%,0%,0,0,0,12 , 31,13 , 32,0 , 0,10 , 27,1 , 2,1 , 2,8 , 25,0 , 0,4 , 6,Jared Cannonier,0,50%,0%,0,0,0,10 , 20,10 , 20,0 , 0,5 , 12,0 , 1,5 , 7,10 , 20,0 , 0,0 , 0,1,00:02:57,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/c0ca05832f518fef
32,Evan Dunham,0,44%,50%,0,0,0,152 , 344,156 , 350,1 , 2,125 , 304,22 , 35,5 , 5,147 , 336,5 , 8,0 , 0,Rodrigo Damm,0,30%,0%,0,0,0,47 , 153,47 , 153,0 , 0,37 , 139,8 , 12,2 , 2,46 , 152,1 , 1,0 , 0,3,00:05:00,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/b10a94377bce3e22
33,Omari Akhmedov,0,34%,55%,0,0,0,64 , 184,93 , 219,5 , 9,48 , 160,12 , 19,4 , 5,39 , 147,8 , 15,17 , 22,Mats Nilsson,0,35%,83%,3,1,0,33 , 92,55 , 115,5 , 6,19 , 78,5 , 5,9 , 9,26 , 82,6 , 9,1 , 1,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/e4a9c93ff23eb5bb
34,Alexis Dufresne,0,24%,0%,0,0,0,28 , 116,33 , 122,0 , 3,7 , 79,3 , 8,18 , 29,26 , 112,2 , 4,0 , 0,Marion Reneau,0,38%,0%,0,0,0,85 , 221,86 , 222,0 , 0,64 , 187,10 , 22,11 , 12,76 , 206,9 , 14,0 , 1,3,00:05:00,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/e0f49380b9d31de0
35,Lyoto Machida,1,63%,0%,0,0,0,12 , 19,12 , 19,0 , 0,10 , 17,1 , 1,1 , 1,4 , 6,2 , 4,6 , 9,CB Dollaway,0,0%,0%,0,0,0,0 , 2,0 , 2,0 , 0,0 , 1,0 , 0,0 , 1,0 , 2,0 , 0,0 , 0,1,00:01:02,5 Rnd (5-5-5-5-5),Jerin Valel,http://ufcstats.com/fight-details/b57aaf04af8bdd34
36,Renan Barao,1,42%,50%,1,1,0,59 , 138,64 , 143,2 , 4,29 , 98,18 , 27,12 , 13,34 , 105,25 , 32,0 , 1,Mitch Gagnon,0,52%,0%,0,0,0,58 , 111,66 , 119,0 , 7,32 , 76,17 , 26,9 , 9,45 , 95,13 , 16,0 , 0,3,00:03:53,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/53e818dd5abdf787
37,Antonio Carlos Junior,0,41%,50%,1,1,0,12 , 29,14 , 32,1 , 2,8 , 25,3 , 3,1 , 1,8 , 24,2 , 2,2 , 3,Patrick Cummins,0,65%,50%,0,6,0,62 , 94,122 , 162,4 , 8,58 , 90,3 , 3,1 , 1,3 , 12,1 , 2,58 , 80,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/e17c7b239e8d6c32
38,Elias Silverio,0,47%,0%,0,0,0,56 , 118,57 , 119,0 , 0,13 , 56,17 , 28,26 , 34,53 , 113,3 , 5,0 , 0,Rashid Magomedov,2,56%,50%,0,0,0,91 , 161,102 , 172,1 , 2,52 , 108,19 , 30,20 , 23,72 , 136,10 , 12,9 , 13,3,00:04:57,3 Rnd (5-5-5),Jerin Valel,http://ufcstats.com/fight-details/8040697ea2f36dbd
39,Erick Silva,0,100%,100%,1,1,0,2 , 2,4 , 4,1 , 1,1 , 1,1 , 1,0 , 0,2 , 2,0 , 0,0 , 0,Mike Rhodes,0,66%,0%,0,0,0,2 , 3,3 , 4,0 , 0,1 , 2,1 , 1,0 , 0,2 , 3,0 , 0,0 , 0,1,00:01:15,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/647f6d2b9b784222
40,Daniel Sarafian,0,52%,0%,0,0,0,24 , 46,24 , 46,0 , 2,11 , 33,5 , 5,8 , 8,24 , 46,0 , 0,0 , 0,Antonio Dos Santos,1,50%,0%,0,1,0,37 , 73,39 , 75,0 , 0,23 , 56,5 , 8,9 , 9,32 , 64,3 , 4,2 , 5,2,00:01:01,3 Rnd (5-5-5),Eduardo Herdy,http://ufcstats.com/fight-details/317e6940e8bf5290
41,Marcos Rogerio de Lima,1,85%,0%,0,0,0,18 , 21,33 , 37,0 , 0,9 , 12,2 , 2,7 , 7,8 , 10,8 , 8,2 , 3,Igor Pokrajac,0,50%,0%,0,0,0,3 , 6,4 , 7,0 , 0,3 , 6,0 , 0,0 , 0,3 , 6,0 , 0,0 , 0,1,00:01:59,3 Rnd (5-5-5),Fernando Yamasaki,http://ufcstats.com/fight-details/d92abff61b0ff5db
42,Tom Niinimaki,0,51%,0%,0,0,0,33 , 64,33 , 64,0 , 0,7 , 32,6 , 8,20 , 24,33 , 64,0 , 0,0 , 0,Renato Moicano,0,43%,50%,1,3,0,48 , 111,50 , 113,1 , 2,33 , 93,4 , 7,11 , 11,46 , 108,1 , 1,1 , 2,2,00:03:30,3 Rnd (5-5-5),Osiris Maia,http://ufcstats.com/fight-details/c26a094aa7ce817e
43,Darren Elkins,0,38%,16%,1,4,0,37 , 97,77 , 140,1 , 6,25 , 80,8 , 13,4 , 4,19 , 71,14 , 20,4 , 6,Hacran Dias,0,57%,83%,0,6,0,30 , 52,65 , 93,5 , 6,21 , 42,3 , 4,6 , 6,19 , 39,3 , 3,8 , 10,3,00:05:00,3 Rnd (5-5-5),Jerin Valel,http://ufcstats.com/fight-details/9f5c84d05107f42b
44,Leandro Issa,0,67%,66%,1,5,1,25 , 37,57 , 76,2 , 3,10 , 21,0 , 0,15 , 16,12 , 21,7 , 7,6 , 9,Ulka Sasaki,0,42%,50%,1,1,0,8 , 19,8 , 20,1 , 2,4 , 12,1 , 4,3 , 3,6 , 16,2 , 3,0 , 0,2,00:04:13,3 Rnd (5-5-5),Osiris Maia,http://ufcstats.com/fight-details/fb4bce82541b4061
45,Marcio Alexandre Junior,0,45%,25%,0,0,0,36 , 80,60 , 109,1 , 4,23 , 60,9 , 15,4 , 5,25 , 66,3 , 4,8 , 10,Tim Means,0,63%,50%,0,0,0,43 , 68,53 , 79,1 , 2,24 , 42,9 , 16,10 , 10,34 , 56,3 , 5,6 , 7,3,00:05:00,3 Rnd (5-5-5),Eduardo Herdy,http://ufcstats.com/fight-details/b9893ab3bed62e60
46,Vitor Miranda,0,66%,0%,0,0,0,14 , 21,19 , 26,0 , 0,6 , 12,4 , 5,4 , 4,12 , 19,2 , 2,0 , 0,Jake Collier,0,42%,66%,1,3,0,15 , 35,22 , 44,2 , 3,11 , 30,4 , 5,0 , 0,13 , 33,2 , 2,0 , 0,1,00:04:59,3 Rnd (5-5-5),Fernando Yamasaki,http://ufcstats.com/fight-details/8a6ecf3dc2b17c19
47,Junior Dos Santos,1,40%,100%,0,0,0,123 , 303,140 , 322,1 , 1,78 , 202,45 , 101,0 , 0,111 , 288,7 , 9,5 , 6,Stipe Miocic,0,46%,5%,0,0,0,89 , 193,102 , 206,1 , 18,77 , 180,8 , 9,4 , 4,70 , 159,18 , 31,1 , 3,5,00:05:00,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/2ab2753040f455e0
48,Rafael Dos Anjos,0,64%,100%,0,5,0,77 , 119,129 , 175,2 , 2,46 , 81,5 , 9,26 , 29,37 , 66,1 , 2,39 , 51,Nate Diaz,0,12%,0%,0,0,0,13 , 104,51 , 145,0 , 0,12 , 98,1 , 5,0 , 1,12 , 103,1 , 1,0 , 0,3,00:05:00,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/d4bfe75b61d2cbc6
49,Alistair Overeem,0,68%,50%,0,0,0,17 , 25,24 , 32,1 , 2,12 , 18,5 , 6,0 , 1,0 , 2,3 , 3,14 , 20,Stefan Struve,0,40%,0%,0,0,0,2 , 5,4 , 7,0 , 0,0 , 3,2 , 2,0 , 0,2 , 4,0 , 1,0 , 0,1,00:04:13,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/002921976d27b7da
50,Gabriel Gonzaga,0,50%,0%,0,0,0,6 , 12,6 , 12,0 , 0,4 , 9,2 , 3,0 , 0,6 , 12,0 , 0,0 , 0,Matt Mitrione,1,66%,0%,0,0,0,12 , 18,13 , 19,0 , 0,12 , 18,0 , 0,0 , 0,7 , 13,0 , 0,5 , 5,1,00:01:59,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/5a346087f4120fa3
51,Claudia Gadelha,0,38%,43%,1,2,0,27 , 70,59 , 104,7 , 16,18 , 59,9 , 11,0 , 0,11 , 45,11 , 18,5 , 7,Joanna Jedrzejczyk,1,30%,0%,0,0,0,38 , 125,47 , 134,0 , 0,20 , 102,18 , 22,0 , 1,20 , 96,15 , 22,3 , 7,3,00:05:00,3 Rnd (5-5-5),Al Guinee,http://ufcstats.com/fight-details/70d69cf33984d7d1
52,John Moraga,0,58%,25%,1,3,1,56 , 95,95 , 137,1 , 4,28 , 55,14 , 18,14 , 22,18 , 51,13 , 18,25 , 26,Willie Gates,1,29%,0%,1,1,0,22 , 75,29 , 82,0 , 0,9 , 54,8 , 8,5 , 13,14 , 65,5 , 7,3 , 3,3,00:04:06,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/64f5c4f3f3d8ad2c
53,Joe Riggs,0,66%,100%,0,0,0,2 , 3,2 , 3,1 , 1,2 , 3,0 , 0,0 , 0,2 , 3,0 , 0,0 , 0,Ben Saunders,0,57%,0%,0,0,0,4 , 7,4 , 7,0 , 0,3 , 5,1 , 2,0 , 0,3 , 5,1 , 2,0 , 0,1,00:00:57,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/1cf53a0b9db52ac6
54,Jamie Varner,0,40%,0%,0,0,0,4 , 10,4 , 10,0 , 2,2 , 7,2 , 3,0 , 0,2 , 8,2 , 2,0 , 0,Drew Dober,0,41%,0%,1,2,0,5 , 12,7 , 14,0 , 0,3 , 9,2 , 3,0 , 0,3 , 10,1 , 1,1 , 1,1,00:01:52,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/deaeb2383bbd32bf
55,Joe Ellenberger,0,40%,60%,0,0,0,24 , 60,35 , 71,3 , 5,13 , 48,8 , 9,3 , 3,12 , 36,10 , 21,2 , 3,Bryan Barberena,1,51%,0%,0,0,0,63 , 122,106 , 172,0 , 0,50 , 106,7 , 7,6 , 9,32 , 72,10 , 22,21 , 28,3,00:03:24,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/7ab72866ff2a6a7e
56,David Michaud,0,55%,100%,0,4,0,77 , 140,123 , 204,4 , 4,56 , 111,17 , 22,4 , 7,48 , 99,10 , 15,19 , 26,Garett Whiteley,0,46%,0%,0,0,0,75 , 161,112 , 207,0 , 1,41 , 119,22 , 27,12 , 15,56 , 131,7 , 13,12 , 17,3,00:05:00,3 Rnd (5-5-5),Al Guinee,http://ufcstats.com/fight-details/a4816be2c49e3942
57,Henry Cejudo,1,49%,0%,0,0,0,72 , 145,76 , 149,0 , 2,43 , 109,24 , 31,5 , 5,50 , 106,19 , 31,3 , 8,Dustin Kimura,0,15%,0%,0,0,0,25 , 161,25 , 161,0 , 1,16 , 143,8 , 17,1 , 1,24 , 160,1 , 1,0 , 0,3,00:05:00,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/383f0de18e7ab9c5
58,Anthony Birchak,0,44%,100%,0,0,0,4 , 9,5 , 12,1 , 1,4 , 8,0 , 1,0 , 0,0 , 2,0 , 0,4 , 7,Ian Entwistle,0,0%,0%,3,0,0,0 , 2,0 , 2,0 , 0,0 , 1,0 , 0,0 , 1,0 , 2,0 , 0,0 , 0,1,00:01:04,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/1b23096378482313
59,Carla Esparza,0,46%,71%,1,6,0,42 , 90,107 , 180,5 , 7,36 , 79,6 , 10,0 , 1,11 , 45,11 , 21,20 , 24,Rose Namajunas,0,38%,33%,0,0,0,28 , 72,29 , 73,1 , 3,16 , 53,8 , 14,4 , 5,22 , 58,4 , 10,2 , 4,3,00:01:26,5 Rnd (5-5-5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/73c70a628f0ef14b
60,Jeremy Stephens,0,60%,0%,0,0,0,48 , 79,55 , 88,0 , 0,34 , 59,8 , 11,6 , 9,25 , 47,6 , 6,17 , 26,Charles Oliveira,0,64%,28%,3,4,0,43 , 67,74 , 100,2 , 7,25 , 46,12 , 15,6 , 6,20 , 39,15 , 17,8 , 11,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/18ba44e67d5c5f38
61,KJ Noons,0,38%,0%,0,0,0,18 , 47,18 , 47,0 , 0,9 , 29,0 , 2,9 , 16,17 , 45,1 , 1,0 , 1,Daron Cruickshank,0,38%,66%,0,0,0,23 , 59,23 , 59,2 , 3,11 , 45,6 , 8,6 , 6,22 , 58,1 , 1,0 , 0,2,00:00:25,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/da3210cd829fceb7
