,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,rounds,time,format,referee,url
55,Joshua Burkman,0,61%,0%,0,0,0,11 , 18,11 , 18,0 , 1,4 , 7,4 , 6,3 , 5,7 , 14,4 , 4,0 , 0,Drew Dober,1,51%,0%,0,0,0,15 , 29,20 , 34,0 , 1,5 , 17,4 , 6,6 , 6,9 , 21,5 , 7,1 , 1,1,00:03:04,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/3636e085c098dbda
56,Chris Weidman,0,47%,53%,2,5,0,36 , 76,75 , 124,7 , 13,25 , 59,6 , 12,5 , 5,24 , 59,6 , 9,6 , 8,Kelvin Gastelum,1,55%,0%,0,0,0,26 , 47,28 , 50,0 , 0,21 , 42,4 , 4,1 , 1,14 , 34,2 , 3,10 , 10,3,00:03:45,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/5be97c1fa222093d
57,Dennis Bermudez,0,43%,16%,0,0,0,69 , 160,101 , 194,1 , 6,39 , 126,18 , 21,12 , 13,47 , 125,22 , 34,0 , 1,Darren Elkins,0,45%,30%,2,2,0,70 , 154,99 , 189,3 , 10,42 , 119,24 , 31,4 , 4,34 , 107,33 , 44,3 , 3,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/8028d5de087755dc
58,Patrick Cummins,0,47%,9%,0,0,0,86 , 182,92 , 188,1 , 11,70 , 163,7 , 9,9 , 10,74 , 164,12 , 18,0 , 0,Gian Villante,0,36%,0%,0,0,0,72 , 196,85 , 210,0 , 0,66 , 189,3 , 4,3 , 3,67 , 189,0 , 1,5 , 6,3,00:05:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/76d6789779d3721c
59,Jimmie Rivera,2,43%,33%,0,0,0,70 , 160,75 , 165,2 , 6,38 , 114,17 , 29,15 , 17,58 , 146,8 , 10,4 , 4,Thomas Almeida,0,43%,0%,0,0,0,72 , 167,72 , 167,0 , 0,36 , 121,13 , 20,23 , 26,67 , 160,5 , 7,0 , 0,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/7c23770c639dcd22
60,Lyman Good,0,45%,100%,0,0,0,75 , 165,89 , 182,1 , 1,57 , 146,15 , 16,3 , 3,54 , 140,20 , 24,1 , 1,Elizeu Zaleski dos Santos,0,37%,14%,0,0,0,83 , 219,84 , 220,1 , 7,56 , 181,13 , 22,14 , 16,67 , 198,16 , 21,0 , 0,3,00:05:00,3 Rnd (5-5-5),Todd Ronald Anderson,http://ufcstats.com/fight-details/657fd7ab7bdf9f15
61,Rafael Natal,0,60%,0%,0,0,0,14 , 23,15 , 24,0 , 1,8 , 16,2 , 3,4 , 4,13 , 20,1 , 3,0 , 0,Eryk Anders,1,79%,50%,0,2,0,23 , 29,23 , 29,1 , 2,22 , 28,1 , 1,0 , 0,10 , 13,2 , 2,11 , 14,1,00:02:54,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/7e2bc09d866b3bd7
62,Ryan LaFlare,0,35%,0%,0,2,0,5 , 14,8 , 17,0 , 2,2 , 10,3 , 4,0 , 0,2 , 11,0 , 0,3 , 3,Alex Oliveira,1,38%,0%,1,0,0,8 , 21,8 , 21,0 , 1,4 , 17,1 , 1,3 , 3,6 , 18,2 , 2,0 , 1,2,00:01:50,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/d0e5487f55c57ad2
63,Damian Grabowski,0,36%,0%,0,0,0,68 , 188,69 , 190,0 , 5,40 , 150,15 , 19,13 , 19,58 , 173,10 , 15,0 , 0,Chase Sherman,0,48%,0%,0,0,0,111 , 228,112 , 229,0 , 0,61 , 168,21 , 26,29 , 34,97 , 211,14 , 17,0 , 0,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/4f07c6724682cd00
64,Kyle Bochniak,0,42%,0%,0,0,0,23 , 54,43 , 76,0 , 0,13 , 43,3 , 3,7 , 8,22 , 51,0 , 0,1 , 3,Jeremy Kennedy,0,43%,57%,0,4,0,41 , 94,59 , 118,8 , 14,30 , 82,6 , 7,5 , 5,13 , 44,7 , 11,21 , 39,3,00:05:00,3 Rnd (5-5-5),Todd Ronald Anderson,http://ufcstats.com/fight-details/bcf842992f9accdc
65,Brian Kelleher,0,50%,33%,0,0,0,8 , 16,14 , 22,1 , 3,2 , 7,3 , 3,3 , 6,5 , 12,3 , 4,0 , 0,Marlon Vera,0,33%,0%,2,0,0,5 , 15,5 , 15,0 , 0,2 , 11,2 , 3,1 , 1,4 , 14,1 , 1,0 , 0,1,00:02:18,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/573908b71b361312
66,Tim Johnson,0,46%,0%,0,0,0,19 , 41,25 , 50,0 , 0,7 , 24,2 , 5,10 , 12,8 , 26,11 , 15,0 , 0,Junior Albini,1,60%,0%,0,0,0,21 , 35,28 , 42,0 , 0,11 , 23,9 , 11,1 , 1,12 , 24,7 , 8,2 , 3,1,00:02:51,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/d83ae4a2e117b775
67,Shane Burgos,3,51%,100%,0,0,0,102 , 197,144 , 243,1 , 1,87 , 179,9 , 12,6 , 6,77 , 164,13 , 16,12 , 17,Godofredo Pepey,0,28%,0%,0,0,0,51 , 177,52 , 178,0 , 14,40 , 159,9 , 16,2 , 2,49 , 174,2 , 3,0 , 0,3,00:05:00,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/9f114a219523bf7d
68,Frankie Perez,0,34%,60%,0,0,0,22 , 63,53 , 99,3 , 5,6 , 40,7 , 13,9 , 10,12 , 50,2 , 4,8 , 9,Chris Wade,0,53%,37%,2,7,1,23 , 43,51 , 79,3 , 8,16 , 31,6 , 8,1 , 4,12 , 30,2 , 2,9 , 11,3,00:05:00,3 Rnd (5-5-5),Todd Ronald Anderson,http://ufcstats.com/fight-details/b2297232b9310ba5
69,Gunnar Nelson,0,71%,0%,0,0,0,5 , 7,5 , 7,0 , 0,4 , 6,0 , 0,1 , 1,5 , 7,0 , 0,0 , 0,Santiago Ponzinibbio,1,58%,0%,0,0,0,7 , 12,7 , 12,0 , 0,7 , 12,0 , 0,0 , 0,4 , 9,0 , 0,3 , 3,1,00:01:22,5 Rnd (5-5-5-5-5),Leon Roberts,http://ufcstats.com/fight-details/8417a20d56fe6776
70,Joanne Calderwood,0,35%,0%,0,0,1,63 , 176,68 , 181,0 , 0,19 , 105,18 , 37,26 , 34,61 , 172,2 , 4,0 , 0,Cynthia Calvillo,0,48%,40%,2,2,0,54 , 111,62 , 119,2 , 5,21 , 51,24 , 36,9 , 24,48 , 103,4 , 5,2 , 3,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/b7f6d05d3afbb266
71,Stevie Ray,0,55%,0%,0,0,0,5 , 9,11 , 15,0 , 1,2 , 6,2 , 2,1 , 1,2 , 4,3 , 5,0 , 0,Paul Felder,1,65%,0%,0,1,0,23 , 35,28 , 41,0 , 0,14 , 24,7 , 9,2 , 2,4 , 7,7 , 10,12 , 18,1,00:03:57,3 Rnd (5-5-5),Grant Waterman,http://ufcstats.com/fight-details/c62a90c19af6a0e2
72,Jack Marshman,0,34%,0%,0,0,0,75 , 217,83 , 225,0 , 0,55 , 178,11 , 29,9 , 10,73 , 214,2 , 3,0 , 0,Ryan Janes,0,43%,0%,0,0,0,83 , 189,119 , 227,0 , 0,58 , 152,21 , 32,4 , 5,68 , 171,15 , 18,0 , 0,3,00:05:00,3 Rnd (5-5-5),Rich Mitchell,http://ufcstats.com/fight-details/86892d114b204bf3
73,Khalil Rountree Jr.,1,31%,0%,0,0,0,15 , 47,15 , 47,0 , 0,14 , 43,1 , 4,0 , 0,13 , 42,0 , 0,2 , 5,Paul Craig,0,58%,0%,0,0,0,17 , 29,17 , 29,0 , 1,1 , 6,3 , 4,13 , 19,17 , 29,0 , 0,0 , 0,1,00:04:56,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/0f8b2f7299b5e114
74,James Mulheron,0,31%,0%,0,0,0,36 , 114,56 , 136,0 , 0,15 , 85,18 , 25,3 , 4,30 , 104,6 , 10,0 , 0,Justin Willis,0,57%,75%,0,2,0,52 , 91,72 , 114,3 , 4,40 , 73,7 , 11,5 , 7,40 , 77,2 , 3,10 , 11,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/a77950d6a0a451f4
75,Danny Roberts,1,36%,0%,0,0,0,24 , 65,29 , 71,0 , 1,14 , 46,7 , 14,3 , 5,18 , 54,5 , 8,1 , 3,Bobby Nash,0,39%,40%,0,1,0,25 , 63,46 , 91,2 , 5,15 , 45,5 , 12,5 , 6,18 , 53,7 , 10,0 , 0,2,00:03:59,3 Rnd (5-5-5),Rich Mitchell,http://ufcstats.com/fight-details/1ccde17f48fb709e
76,Alexandre Pantoja,1,52%,100%,1,2,0,119 , 227,131 , 239,1 , 1,57 , 145,38 , 54,24 , 28,83 , 182,35 , 44,1 , 1,Neil Seery,0,44%,0%,0,0,0,82 , 183,90 , 192,0 , 2,72 , 170,7 , 9,3 , 4,68 , 160,12 , 19,2 , 4,3,00:02:31,3 Rnd (5-5-5),Grant Waterman,http://ufcstats.com/fight-details/8fd14eb227688467
77,Charlie Ward,0,25%,0%,0,0,0,3 , 12,4 , 13,0 , 1,2 , 9,1 , 2,0 , 1,3 , 9,0 , 3,0 , 0,Galore Bofando,0,40%,100%,0,0,0,10 , 25,10 , 25,1 , 1,6 , 18,2 , 4,2 , 3,8 , 21,0 , 0,2 , 4,1,00:02:10,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/7e7fba47f511f8ad
78,Danny Henry,1,53%,33%,2,8,0,93 , 174,153 , 243,1 , 3,69 , 139,18 , 29,6 , 6,49 , 118,6 , 8,38 , 48,Daniel Teymur,0,53%,0%,0,0,0,69 , 129,78 , 139,0 , 2,44 , 99,8 , 8,17 , 22,50 , 102,12 , 18,7 , 9,3,00:05:00,3 Rnd (5-5-5),Grant Waterman,http://ufcstats.com/fight-details/a0909aab15ba53c5
79,Brett Johns,0,53%,60%,1,2,0,56 , 104,172 , 231,3 , 5,52 , 98,2 , 4,2 , 2,19 , 54,0 , 0,37 , 50,Albert Morales,0,24%,0%,0,0,0,28 , 115,63 , 157,0 , 0,20 , 107,2 , 2,6 , 6,23 , 109,0 , 0,5 , 6,3,00:05:00,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/2fef7ac78df0cccc
80,Leslie Smith,0,52%,0%,0,0,0,101 , 192,114 , 207,0 , 0,74 , 157,20 , 26,7 , 9,46 , 115,54 , 75,1 , 2,Amanda Lemos,0,64%,100%,0,1,0,68 , 106,70 , 108,1 , 1,43 , 76,14 , 19,11 , 11,55 , 91,13 , 15,0 , 0,2,00:02:53,3 Rnd (5-5-5),Rich Mitchell,http://ufcstats.com/fight-details/d49d2c810583a56a
81,Yoel Romero,0,44%,22%,0,0,0,48 , 107,114 , 175,4 , 18,20 , 68,12 , 18,16 , 21,41 , 100,3 , 3,4 , 4,Robert Whittaker,0,33%,0%,0,1,0,74 , 221,94 , 244,0 , 0,46 , 163,23 , 52,5 , 6,59 , 195,7 , 12,8 , 14,5,00:05:00,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/06cd9812e2b9b747
82,Fabricio Werdum,1,42%,33%,0,1,0,49 , 115,107 , 176,1 , 3,28 , 84,9 , 17,12 , 14,37 , 94,5 , 11,7 , 10,Alistair Overeem,0,55%,0%,0,0,0,21 , 38,29 , 46,0 , 0,15 , 32,5 , 5,1 , 1,18 , 35,3 , 3,0 , 0,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/b67229e7675eed24
83,Daniel Omielanczuk,0,38%,0%,0,0,0,51 , 132,68 , 149,0 , 1,29 , 105,17 , 20,5 , 7,36 , 113,15 , 19,0 , 0,Curtis Blaydes,0,42%,0%,0,0,0,72 , 168,94 , 194,0 , 13,41 , 135,23 , 25,8 , 8,39 , 129,20 , 26,13 , 13,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/cf4c2b601c2228aa
84,Anthony Pettis,0,66%,50%,0,5,0,80 , 121,107 , 150,1 , 2,49 , 85,27 , 32,4 , 4,63 , 99,8 , 9,9 , 13,Jim Miller,0,43%,25%,0,1,0,48 , 110,51 , 113,1 , 4,13 , 65,15 , 23,20 , 22,33 , 84,11 , 15,4 , 11,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/1f49b59e4058568f
85,Rob Font,0,48%,50%,3,2,0,70 , 144,79 , 154,2 , 4,50 , 120,14 , 18,6 , 6,54 , 127,12 , 13,4 , 4,Douglas Silva de Andrade,0,30%,100%,0,0,0,28 , 93,32 , 98,2 , 2,16 , 68,4 , 9,8 , 16,27 , 90,1 , 3,0 , 0,2,00:04:36,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/a5a065cb6d33ba9e
86,Travis Browne,1,49%,100%,0,1,0,35 , 71,37 , 74,1 , 1,17 , 48,16 , 21,2 , 2,25 , 59,10 , 11,0 , 1,Aleksei Oleinik,1,62%,75%,2,3,0,53 , 85,132 , 172,3 , 4,35 , 67,18 , 18,0 , 0,23 , 51,16 , 18,14 , 16,2,00:03:44,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/00b801e7e1679f2f
87,Chad Laprise,1,42%,100%,0,0,0,76 , 179,78 , 181,1 , 1,31 , 127,33 , 40,12 , 12,64 , 164,5 , 6,7 , 9,Brian Camozzi,0,25%,0%,0,0,0,47 , 182,48 , 183,0 , 0,29 , 160,9 , 11,9 , 11,47 , 182,0 , 0,0 , 0,3,00:01:27,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/19eed5d9781b47ac
88,Thiago Santos,0,52%,0%,0,2,0,60 , 115,65 , 121,0 , 0,48 , 102,7 , 7,5 , 6,18 , 44,3 , 4,39 , 67,Gerald Meerschaert,0,51%,37%,0,1,0,15 , 29,15 , 29,3 , 8,13 , 24,2 , 5,0 , 0,7 , 19,4 , 6,4 , 4,2,00:02:04,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/323fb015ca2444e3
89,Jordan Mein,0,59%,16%,1,0,1,36 , 61,49 , 74,1 , 6,4 , 26,6 , 7,26 , 28,35 , 60,1 , 1,0 , 0,Belal Muhammad,0,40%,33%,0,3,0,45 , 110,116 , 194,4 , 12,30 , 87,13 , 20,2 , 3,27 , 85,13 , 18,5 , 7,3,00:05:00,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/9298175cb2ad7d41
90,Cody Stamann,0,58%,66%,0,6,0,94 , 160,124 , 194,8 , 12,74 , 135,14 , 18,6 , 7,49 , 91,9 , 19,36 , 50,Terrion Ware,0,39%,0%,0,0,0,60 , 152,78 , 177,0 , 1,41 , 127,12 , 16,7 , 9,53 , 135,5 , 13,2 , 4,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/1645ed92dcdc5c03
91,Trevin Giles,0,77%,100%,0,6,0,41 , 53,54 , 66,5 , 5,34 , 45,6 , 7,1 , 1,8 , 13,3 , 3,30 , 37,James Bochnovic,0,20%,0%,0,0,0,5 , 24,15 , 35,0 , 1,1 , 19,2 , 3,2 , 2,4 , 23,0 , 0,1 , 1,2,00:02:54,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/e1100fc357e61fba
92,Michael Johnson,0,45%,33%,0,0,0,91 , 200,91 , 200,1 , 3,47 , 146,40 , 48,4 , 6,78 , 176,12 , 21,1 , 3,Justin Gaethje,0,59%,0%,0,0,0,104 , 174,104 , 174,0 , 0,62 , 124,6 , 8,36 , 42,77 , 138,27 , 36,0 , 0,2,00:04:48,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/0d5356c506111a57
93,Dhiego Lima,1,100%,0%,0,0,0,4 , 4,6 , 6,0 , 0,4 , 4,0 , 0,0 , 0,1 , 1,0 , 0,3 , 3,Jesse Taylor,0,87%,66%,2,5,1,21 , 24,50 , 59,2 , 3,21 , 24,0 , 0,0 , 0,1 , 1,0 , 0,20 , 23,2,00:00:43,3 Rnd   OT (5-5-5-5),Jason Herzog,http://ufcstats.com/fight-details/5934de85b9c53e7c
94,Marc Diakiese,0,44%,33%,0,1,1,34 , 77,63 , 107,2 , 6,12 , 46,16 , 23,6 , 8,24 , 65,8 , 10,2 , 2,Drakkar Klose,0,49%,42%,0,1,0,39 , 79,84 , 136,3 , 7,10 , 43,10 , 14,19 , 22,25 , 53,9 , 14,5 , 12,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/6f836a82a0530884
95,Jared Cannonier,0,56%,100%,0,1,0,84 , 150,86 , 152,1 , 1,75 , 140,5 , 6,4 , 4,57 , 118,18 , 23,9 , 9,Nick Roehrick,0,17%,0%,0,0,0,28 , 160,29 , 161,0 , 0,22 , 141,6 , 19,0 , 0,25 , 152,3 , 8,0 , 0,3,00:02:08,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/e97b609eefc5fd61
96,Brad Tavares,0,43%,33%,0,2,1,31 , 71,34 , 74,1 , 3,18 , 56,8 , 9,5 , 6,17 , 50,14 , 21,0 , 0,Elias Theodorou,0,41%,42%,0,0,0,34 , 82,64 , 113,3 , 7,18 , 51,6 , 20,10 , 11,20 , 61,13 , 20,1 , 1,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/6ec0a046de95fe16
97,Jordan Johnson,0,30%,33%,0,0,0,42 , 139,47 , 145,2 , 6,39 , 131,3 , 6,0 , 2,35 , 124,1 , 5,6 , 10,Marcel Fortuna,0,51%,0%,0,0,0,53 , 103,62 , 112,0 , 3,28 , 74,14 , 17,11 , 12,51 , 100,2 , 3,0 , 0,3,00:05:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/3e5a3ecd2b123fc2
98,Angela Hill,0,47%,100%,0,0,0,47 , 100,65 , 118,1 , 1,20 , 67,5 , 9,22 , 24,41 , 93,3 , 3,3 , 4,Ashley Yoder,0,24%,50%,0,1,0,26 , 108,54 , 137,3 , 6,11 , 81,9 , 21,6 , 6,25 , 105,1 , 3,0 , 0,3,00:05:00,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/c94c3e4bbed24421
99,James Krause,0,56%,0%,0,0,0,106 , 188,113 , 201,0 , 0,102 , 183,3 , 4,1 , 1,105 , 185,1 , 3,0 , 0,Tom Gallicchio,0,26%,11%,0,1,0,53 , 200,57 , 204,1 , 9,24 , 158,17 , 30,12 , 12,51 , 196,2 , 4,0 , 0,3,00:05:00,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/c7c7be3b0d65a7da
100,Ed Herman,0,58%,100%,3,3,1,24 , 41,48 , 68,1 , 1,21 , 38,3 , 3,0 , 0,13 , 25,1 , 1,10 , 15,CB Dollaway,0,75%,100%,1,5,1,54 , 72,111 , 134,6 , 6,38 , 55,5 , 6,11 , 11,15 , 19,7 , 8,32 , 45,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/7f3bd3b913df61f4
101,Tecia Torres,0,65%,0%,1,1,0,15 , 23,26 , 34,0 , 7,5 , 11,4 , 5,6 , 7,8 , 14,6 , 7,1 , 2,Juliana Lima,0,19%,33%,0,0,0,6 , 31,14 , 39,1 , 3,1 , 23,2 , 4,3 , 4,3 , 25,3 , 4,0 , 2,2,00:00:53,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/f0ac3761d3fdda3e
102,Gray Maynard,0,66%,100%,2,6,0,16 , 24,37 , 46,11 , 11,8 , 15,8 , 9,0 , 0,1 , 3,3 , 4,12 , 17,Teruto Ishihara,0,61%,0%,0,0,0,8 , 13,14 , 19,0 , 0,3 , 7,5 , 6,0 , 0,4 , 8,3 , 4,1 , 1,3,00:05:00,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/88c2da7b33cca8d4
103,Michael Chiesa,0,44%,0%,0,0,0,4 , 9,9 , 14,0 , 0,3 , 8,1 , 1,0 , 0,2 , 7,0 , 0,2 , 2,Kevin Lee,0,73%,100%,1,1,0,22 , 30,37 , 45,1 , 1,19 , 27,1 , 1,2 , 2,3 , 4,0 , 0,19 , 26,1,00:04:37,5 Rnd (5-5-5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/7013a95ea4014606
104,Tim Boetsch,0,60%,0%,0,0,0,41 , 68,42 , 69,0 , 0,19 , 41,16 , 20,6 , 7,30 , 54,10 , 13,1 , 1,Johny Hendricks,0,22%,0%,0,0,0,10 , 45,10 , 45,0 , 0,2 , 36,2 , 2,6 , 7,10 , 44,0 , 1,0 , 0,2,00:00:46,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/0ad57af26ddc7930
105,Felice Herrig,0,50%,40%,1,15,0,47 , 93,131 , 182,2 , 5,40 , 86,7 , 7,0 , 0,24 , 63,1 , 2,22 , 28,Justine Kish,0,55%,0%,0,2,1,40 , 72,50 , 84,0 , 2,28 , 57,8 , 10,4 , 5,28 , 58,5 , 6,7 , 8,3,00:05:00,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/bd59c07a106d331b
106,Joachim Christensen,0,33%,0%,0,0,0,1 , 3,1 , 3,0 , 1,1 , 3,0 , 0,0 , 0,1 , 3,0 , 0,0 , 0,Dominick Reyes,1,81%,0%,0,0,0,13 , 16,13 , 16,0 , 0,10 , 13,2 , 2,1 , 1,7 , 10,0 , 0,6 , 6,1,00:00:29,3 Rnd (5-5-5),Gary Ritter,http://ufcstats.com/fight-details/ae5c7517d9f2516c
107,Tim Means,0,36%,0%,0,0,0,64 , 174,76 , 186,0 , 0,31 , 129,26 , 38,7 , 7,63 , 173,1 , 1,0 , 0,Alex Garcia,0,21%,0%,0,0,0,32 , 151,32 , 151,0 , 5,26 , 139,5 , 11,1 , 1,31 , 148,1 , 3,0 , 0,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/b53fd8bce62aa1c6
108,BJ Penn,1,53%,0%,0,1,0,57 , 107,65 , 116,0 , 0,47 , 95,10 , 12,0 , 0,49 , 95,4 , 4,4 , 8,Dennis Siver,0,36%,0%,0,0,0,103 , 280,120 , 300,0 , 1,59 , 199,9 , 29,35 , 52,103 , 275,0 , 5,0 , 0,3,00:05:00,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/3a4d2a933a3c7291
109,Clay Guida,0,43%,25%,0,4,0,38 , 87,133 , 207,2 , 8,33 , 79,4 , 6,1 , 2,4 , 30,1 , 3,33 , 54,Erik Koch,0,33%,0%,0,0,0,13 , 39,17 , 44,0 , 0,10 , 36,2 , 2,1 , 1,10 , 36,3 , 3,0 , 0,3,00:05:00,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/9a79a4b97a0f1e24
110,Vitor Miranda,0,31%,0%,0,0,0,51 , 161,74 , 186,0 , 1,13 , 92,13 , 28,25 , 41,46 , 156,5 , 5,0 , 0,Marvin Vettori,0,42%,42%,0,3,0,69 , 161,81 , 176,3 , 7,50 , 138,6 , 9,13 , 14,66 , 158,2 , 2,1 , 1,3,00:05:00,3 Rnd (5-5-5),Gary Ritter,http://ufcstats.com/fight-details/3d1f83264d87c529
111,Carla Esparza,0,42%,42%,0,0,0,40 , 95,142 , 204,6 , 14,32 , 81,4 , 6,4 , 8,19 , 63,8 , 10,13 , 22,Maryna Moroz,0,31%,0%,1,0,0,38 , 119,48 , 134,0 , 0,35 , 114,3 , 5,0 , 0,32 , 110,0 , 3,6 , 6,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/1bd52b0c01018f4a
112,Devin Powell,0,54%,0%,2,1,1,43 , 79,97 , 137,0 , 3,15 , 42,8 , 9,20 , 28,27 , 61,4 , 5,12 , 13,Darrell Horcher,0,48%,0%,2,3,1,37 , 76,56 , 98,0 , 0,31 , 70,2 , 2,4 , 4,13 , 43,8 , 10,16 , 23,3,00:05:00,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/f7ae397fefa57c70
113,Jared Gordon,0,55%,66%,0,5,0,67 , 121,115 , 182,4 , 6,54 , 102,5 , 7,8 , 12,27 , 65,4 , 5,36 , 51,Michel Quinones,0,20%,0%,0,0,0,16 , 78,16 , 79,0 , 0,6 , 55,4 , 16,6 , 7,15 , 76,1 , 2,0 , 0,2,00:04:24,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/1e75ee0da189857b
114,Anthony Rocco Martin,0,36%,50%,1,0,0,82 , 226,83 , 227,1 , 2,70 , 211,4 , 5,8 , 10,79 , 223,1 , 1,2 , 2,Johnny Case,0,36%,0%,0,0,0,92 , 254,92 , 254,0 , 1,51 , 195,19 , 29,22 , 30,91 , 252,1 , 2,0 , 0,3,00:05:00,3 Rnd (5-5-5),Gary Ritter,http://ufcstats.com/fight-details/eafda776967c6444
115,Josh Stansbury,0,33%,0%,0,0,0,4 , 12,5 , 13,0 , 1,1 , 8,1 , 2,2 , 2,4 , 12,0 , 0,0 , 0,Jeremy Kimball,1,68%,0%,0,0,0,17 , 25,21 , 29,0 , 0,13 , 21,1 , 1,3 , 3,8 , 9,1 , 3,8 , 13,1,00:01:21,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/aebdb007f8d1348a
116,Holly Holm,1,47%,0%,0,0,0,25 , 53,25 , 54,0 , 0,10 , 33,8 , 12,7 , 8,23 , 50,1 , 1,1 , 2,Bethe Correia,0,23%,0%,0,0,0,15 , 65,21 , 71,0 , 0,4 , 44,6 , 9,5 , 12,15 , 65,0 , 0,0 , 0,3,00:01:09,5 Rnd (5-5-5-5-5),Marc Goddard,http://ufcstats.com/fight-details/0096879f5708526b
117,Andrei Arlovski,0,50%,0%,0,0,0,28 , 56,41 , 74,0 , 2,18 , 42,7 , 10,3 , 4,17 , 40,10 , 14,1 , 2,Marcin Tybura,0,55%,66%,0,6,0,51 , 92,127 , 188,2 , 3,46 , 83,3 , 7,2 , 2,5 , 22,4 , 5,42 , 65,3,00:05:00,3 Rnd (5-5-5),John Sharp,http://ufcstats.com/fight-details/205ad947e8c94901
118,Dong Hyun Kim,0,35%,50%,0,0,0,19 , 54,64 , 102,2 , 4,16 , 50,2 , 2,1 , 2,15 , 50,2 , 2,2 , 2,Colby Covington,0,44%,53%,0,1,0,47 , 105,92 , 154,8 , 15,18 , 59,12 , 23,17 , 23,27 , 69,18 , 34,2 , 2,3,00:05:00,3 Rnd (5-5-5),Steve Perceval,http://ufcstats.com/fight-details/b6464850da8f3099
